"generated_at_utc","git_sha","git_dirty","r_version","platform","os","cpu_model","logical_cores","workers","package_version","dependency_versions","timing_environment_fingerprint","checkpoint_schema_version","seed_scheme_version","execution_context","timing_scope","timing_unit","attempted_fits"
"2026-09-01 09:20:14 UTC","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD",16,1,"0.1.0","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797",3,"scenario-key-v1","standalone_or_unverified","fit_only","fit-only elapsed seconds",223
