"scenario","n","d","rep","model","parameter","s1","smooth_hat","smooth_true"
"n500_d4",500,4,27,"gamlss2","mu",0.35,0.397068313790901,0.444959346906221
"n500_d4",500,4,27,"gamlss2","mu",0.36,0.379445486008578,0.423782283526684
"n500_d4",500,4,27,"gamlss2","mu",0.37,0.361072465771214,0.400932745081776
"n500_d4",500,4,27,"gamlss2","mu",0.38,0.341864774506102,0.376500908260779
"n500_d4",500,4,27,"gamlss2","mu",0.39,0.321720166708331,0.350583194361779
"n500_d4",500,4,27,"gamlss2","mu",0.4,0.300525883265456,0.32328188876086
"n500_d4",500,4,27,"gamlss2","mu",0.41,0.278165259132457,0.294704737238448
"n500_d4",500,4,27,"gamlss2","mu",0.42,0.254526333387425,0.264964520755944
"n500_d4",500,4,27,"gamlss2","mu",0.43,0.229512920222361,0.23417861036079
"n500_d4",500,4,27,"gamlss2","mu",0.44,0.203046757522472,0.202468503976573
"n500_d4",500,4,27,"gamlss2","mu",0.45,0.175067266660738,0.169959346906221
"n500_d4",500,4,27,"gamlss2","mu",0.46,0.145531489161698,0.13677943794067
"n500_d4",500,4,27,"gamlss2","mu",0.47,0.114447421433426,0.103059723022149
"n500_d4",500,4,27,"gamlss2","mu",0.48,0.0819025035331389,0.0689332784603675
"n500_d4",500,4,27,"gamlss2","mu",0.49,0.0480267943384797,0.0345347857411225
"n500_d4",500,4,27,"gamlss2","mu",0.5,0.0129908842243637,7.55070274106452e-17
"n500_d4",500,4,27,"gamlss2","mu",0.51,-0.0229899013530568,-0.0345347857411223
"n500_d4",500,4,27,"gamlss2","mu",0.52,-0.0596598526998966,-0.0689332784603674
"n500_d4",500,4,27,"gamlss2","mu",0.53,-0.0967288585407651,-0.103059723022149
"n500_d4",500,4,27,"gamlss2","mu",0.54,-0.133878827807548,-0.13677943794067
"n500_d4",500,4,27,"gamlss2","mu",0.55,-0.170778608617659,-0.169959346906221
"n500_d4",500,4,27,"gamlss2","mu",0.56,-0.207095424731513,-0.202468503976573
"n500_d4",500,4,27,"gamlss2","mu",0.57,-0.242501053876004,-0.23417861036079
"n500_d4",500,4,27,"gamlss2","mu",0.58,-0.276678360275509,-0.264964520755943
"n500_d4",500,4,27,"gamlss2","mu",0.59,-0.309344353958977,-0.294704737238448
"n500_d4",500,4,27,"gamlss2","mu",0.6,-0.340255804396364,-0.32328188876086
"n500_d4",500,4,27,"gamlss2","mu",0.61,-0.369221411657124,-0.350583194361779
"n500_d4",500,4,27,"gamlss2","mu",0.62,-0.396097316097795,-0.376500908260779
"n500_d4",500,4,27,"gamlss2","mu",0.63,-0.42076847898924,-0.400932745081776
"n500_d4",500,4,27,"gamlss2","mu",0.64,-0.443149002141259,-0.423782283526684
"n500_d4",500,4,27,"gamlss2","mu",0.65,-0.463181459070001,-0.444959346906221
"n500_d4",500,4,27,"gamlss2","mu",0.66,-0.480829117613392,-0.464380359026108
"n500_d4",500,4,27,"gamlss2","mu",0.67,-0.496084621056933,-0.481968674024125
"n500_d4",500,4,27,"gamlss2","mu",0.68,-0.50895968232683,-0.497654878856311
"n500_d4",500,4,27,"gamlss2","mu",0.69,-0.519479864699368,-0.511377067238538
"n500_d4",500,4,27,"gamlss2","mu",0.7,-0.527682862896365,-0.523081083962334
"n500_d4",500,4,27,"gamlss2","mu",0.71,-0.533610915231424,-0.532720738620747
"n500_d4",500,4,27,"gamlss2","mu",0.72,-0.5373081384574,-0.540257987900779
"n500_d4",500,4,27,"gamlss2","mu",0.73,-0.538818333133883,-0.545663085722963
"n500_d4",500,4,27,"gamlss2","mu",0.74,-0.538183036624171,-0.548914700635549
"n500_d4",500,4,27,"gamlss2","mu",0.75,-0.535440821171592,-0.55
"n500_d4",500,4,27,"gamlss2","mu",0.76,-0.530629390895423,-0.548914700635549
"n500_d4",500,4,27,"gamlss2","mu",0.77,-0.523786790541672,-0.545663085722963
"n500_d4",500,4,27,"gamlss2","mu",0.78,-0.514953598567166,-0.540257987900779
"n500_d4",500,4,27,"gamlss2","mu",0.79,-0.504173281891359,-0.532720738620747
"n500_d4",500,4,27,"gamlss2","mu",0.8,-0.491493637320425,-0.523081083962335
"n500_d4",500,4,27,"gamlss2","mu",0.81,-0.476969086504453,-0.511377067238538
"n500_d4",500,4,27,"gamlss2","mu",0.82,-0.460663433707225,-0.497654878856311
"n500_d4",500,4,27,"gamlss2","mu",0.83,-0.442649907172564,-0.481968674024125
"n500_d4",500,4,27,"gamlss2","mu",0.84,-0.423016781873496,-0.464380359026109
"n500_d4",500,4,27,"gamlss2","mu",0.85,-0.401868046918965,-0.444959346906221
"n500_d4",500,4,27,"gamlss2","mu",0.86,-0.379323681996757,-0.423782283526684
"n500_d4",500,4,27,"gamlss2","mu",0.87,-0.35551662190604,-0.400932745081776
"n500_d4",500,4,27,"gamlss2","mu",0.88,-0.33058653014732,-0.376500908260779
"n500_d4",500,4,27,"gamlss2","mu",0.89,-0.304676144433749,-0.350583194361779
"n500_d4",500,4,27,"gamlss2","mu",0.9,-0.277928562582702,-0.32328188876086
"n500_d4",500,4,27,"gamlss2","mu",0.91,-0.250484933248278,-0.294704737238448
"n500_d4",500,4,27,"gamlss2","mu",0.92,-0.222479589430827,-0.264964520755943
"n500_d4",500,4,27,"gamlss2","mu",0.93,-0.194035075668436,-0.23417861036079
"n500_d4",500,4,27,"gamlss2","mu",0.94,-0.165263447398883,-0.202468503976573
"n500_d4",500,4,27,"gamlss2","mu",0.95,-0.136260150154211,-0.169959346906221
"n500_d4",500,4,27,"gamlss2","mu",0.96,-0.107099225380159,-0.13677943794067
"n500_d4",500,4,27,"gamlss2","mu",0.97,-0.0778364519975957,-0.103059723022149
"n500_d4",500,4,27,"gamlss2","mu",0.98,-0.0485133058015156,-0.0689332784603676
"n500_d4",500,4,27,"gamlss2","mu",0.99,-0.0191608559878701,-0.0345347857411223
"n500_d4",500,4,27,"gamlss2","mu",1,0.0101994857228777,-1.26553020970047e-16
"n500_d4",500,4,27,"gamlss2","sigma",0,0.295063166032279,0.280529702970297
"n500_d4",500,4,27,"gamlss2","sigma",0.01,0.291446832863677,0.280927721498779
"n500_d4",500,4,27,"gamlss2","sigma",0.02,0.28782670838858,0.28012411336464
"n500_d4",500,4,27,"gamlss2","sigma",0.03,0.284180810449541,0.278125878188904
"n500_d4",500,4,27,"gamlss2","sigma",0.04,0.280453973489679,0.274944651308886
"n500_d4",500,4,27,"gamlss2","sigma",0.05,0.276571450279634,0.270596657858843
"n500_d4",500,4,27,"gamlss2","sigma",0.06,0.272451275167381,0.265102648736772
"n500_d4",500,4,27,"gamlss2","sigma",0.07,0.268000871081501,0.258487818710103
"n500_d4",500,4,27,"gamlss2","sigma",0.08,0.263117465866436,0.250781706983456
"n500_d4",500,4,27,"gamlss2","sigma",0.09,0.257691224104842,0.242018080620902
"n500_d4",500,4,27,"gamlss2","sigma",0.1,0.251608962560329,0.232234801282781
"n500_d4",500,4,27,"gamlss2","sigma",0.11,0.24475901090923,0.221473675803034
"n500_d4",500,4,27,"gamlss2","sigma",0.12,0.237034557645576,0.20978029119672
"n500_d4",500,4,27,"gamlss2","sigma",0.13,0.228336462744125,0.197203834748904
"n500_d4",500,4,27,"gamlss2","sigma",0.14,0.21858291336782,0.183796899894904
"n500_d4",500,4,27,"gamlss2","sigma",0.15,0.20771514589857,0.169615278658039
"n500_d4",500,4,27,"gamlss2","sigma",0.16,0.19569435712009,0.154717741463996
"n500_d4",500,4,27,"gamlss2","sigma",0.17,0.182510150318735,0.139165805200812
"n500_d4",500,4,27,"gamlss2","sigma",0.18,0.168192377097917,0.123023490439819
"n500_d4",500,4,27,"gamlss2","sigma",0.19,0.152803037109504,0.1063570687757
"n500_d4",500,4,27,"gamlss2","sigma",0.2,0.136433219329609,0.0892348012827813
"n500_d4",500,4,27,"gamlss2","sigma",0.21,0.119189026999415,0.0717266691197535
"n500_d4",500,4,27,"gamlss2","sigma",0.22,0.101192257414905,0.0539040973460145
"n500_d4",500,4,27,"gamlss2","sigma",0.23,0.0825879167676296,0.0358396730395883
"n500_d4",500,4,27,"gamlss2","sigma",0.24,0.0635325941424061,0.0176068588290911
"n500_d4",500,4,27,"gamlss2","sigma",0.25,0.0441902066074078,-0.000720297029702949
"n500_d4",500,4,27,"gamlss2","sigma",0.26,0.0247251499527039,-0.019067452888497
"n500_d4",500,4,27,"gamlss2","sigma",0.27,0.00529472237132045,-0.0373602670989943
"n500_d4",500,4,27,"gamlss2","sigma",0.28,-0.0139663663570442,-0.0555246914054204
"n500_d4",500,4,27,"gamlss2","sigma",0.29,-0.0329534587121001,-0.0734872631791594
"n500_d4",500,4,27,"gamlss2","sigma",0.3,-0.0515793262573496,-0.0911753953421872
"n500_d4",500,4,27,"gamlss2","sigma",0.31,-0.0697838427274491,-0.108517662835106
"n500_d4",500,4,27,"gamlss2","sigma",0.32,-0.087530666309783,-0.125444084499225
"n500_d4",500,4,27,"gamlss2","sigma",0.33,-0.104816592668161,-0.141886399260218
"n500_d4",500,4,27,"gamlss2","sigma",0.34,-0.121682047525462,-0.157778335523402
"n500_d4",500,4,27,"gamlss2","sigma",0.35,-0.138191036512814,-0.173055872717445
"n500_d4",500,4,27,"gamlss2","sigma",0.36,-0.154425831457303,-0.18765749395431
"n500_d4",500,4,27,"gamlss2","sigma",0.37,-0.170480114518731,-0.20152442880831
"n500_d4",500,4,27,"gamlss2","sigma",0.38,-0.186450522281067,-0.214600885256126
"n500_d4",500,4,27,"gamlss2","sigma",0.39,-0.20242786209735,-0.22683426986244
"n500_d4",500,4,27,"gamlss2","sigma",0.4,-0.218488380142636,-0.238175395342187
"n500_d4",500,4,27,"gamlss2","sigma",0.41,-0.234682447213152,-0.248578674680307
"n500_d4",500,4,27,"gamlss2","sigma",0.42,-0.251035228646731,-0.258002301042862
"n500_d4",500,4,27,"gamlss2","sigma",0.43,-0.267531436392335,-0.266408412769509
"n500_d4",500,4,27,"gamlss2","sigma",0.44,-0.284119630735772,-0.273763242796178
"n500_d4",500,4,27,"gamlss2","sigma",0.45,-0.300720108597321,-0.280037251918249
"n500_d4",500,4,27,"gamlss2","sigma",0.46,-0.317228671682787,-0.285205245368292
"n500_d4",500,4,27,"gamlss2","sigma",0.47,-0.333482892430889,-0.28924647224831
"n500_d4",500,4,27,"gamlss2","sigma",0.48,-0.349234177425295,-0.292144707424046
"n500_d4",500,4,27,"gamlss2","sigma",0.49,-0.364193948334676,-0.293888315558184
"n500_d4",500,4,27,"gamlss2","sigma",0.5,-0.378043620872924,-0.294470297029703
"n500_d4",500,4,27,"gamlss2","sigma",0.51,-0.390439271936909,-0.293888315558184
"n500_d4",500,4,27,"gamlss2","sigma",0.52,-0.401025319274781,-0.292144707424046
"n500_d4",500,4,27,"gamlss2","sigma",0.53,-0.409449820668487,-0.28924647224831
"n500_d4",500,4,27,"gamlss2","sigma",0.54,-0.415384099240749,-0.285205245368292
"n500_d4",500,4,27,"gamlss2","sigma",0.55,-0.418525201916306,-0.280037251918249
"n500_d4",500,4,27,"gamlss2","sigma",0.56,-0.418594199729485,-0.273763242796178
"n500_d4",500,4,27,"gamlss2","sigma",0.57,-0.415347654187018,-0.266408412769509
"n500_d4",500,4,27,"gamlss2","sigma",0.58,-0.408587240549787,-0.258002301042862
"n500_d4",500,4,27,"gamlss2","sigma",0.59,-0.398219721617591,-0.248578674680307
"n500_d4",500,4,27,"gamlss2","sigma",0.6,-0.384259949610238,-0.238175395342187
"n500_d4",500,4,27,"gamlss2","sigma",0.61,-0.366843122083313,-0.22683426986244
"n500_d4",500,4,27,"gamlss2","sigma",0.62,-0.346206043779547,-0.214600885256126
"n500_d4",500,4,27,"gamlss2","sigma",0.63,-0.322641330763268,-0.20152442880831
"n500_d4",500,4,27,"gamlss2","sigma",0.64,-0.296490658177187,-0.18765749395431
"n500_d4",500,4,27,"gamlss2","sigma",0.65,-0.26813926637364,-0.173055872717445
"n500_d4",500,4,27,"gamlss2","sigma",0.66,-0.237997225549115,-0.157778335523402
"n500_d4",500,4,27,"gamlss2","sigma",0.67,-0.206500231211472,-0.141886399260218
"n500_d4",500,4,27,"gamlss2","sigma",0.68,-0.174092838192238,-0.125444084499225
"n500_d4",500,4,27,"gamlss2","sigma",0.69,-0.141209904645608,-0.108517662835106
"n500_d4",500,4,27,"gamlss2","sigma",0.7,-0.108263432118203,-0.0911753953421872
"n500_d4",500,4,27,"gamlss2","sigma",0.71,-0.0756372072181228,-0.0734872631791595
"n500_d4",500,4,27,"gamlss2","sigma",0.72,-0.0436841835396409,-0.0555246914054204
"n500_d4",500,4,27,"gamlss2","sigma",0.73,-0.0127342364424747,-0.0373602670989943
"n500_d4",500,4,27,"gamlss2","sigma",0.74,0.0169391186322032,-0.0190674528884969
"n500_d4",500,4,27,"gamlss2","sigma",0.75,0.0451315084037551,-0.000720297029703023
"n500_d4",500,4,27,"gamlss2","sigma",0.76,0.0716676862532839,0.0176068588290909
"n500_d4",500,4,27,"gamlss2","sigma",0.77,0.0964260875314182,0.0358396730395883
"n500_d4",500,4,27,"gamlss2","sigma",0.78,0.119360327250126,0.0539040973460143
"n500_d4",500,4,27,"gamlss2","sigma",0.79,0.140463528271126,0.0717266691197535
"n500_d4",500,4,27,"gamlss2","sigma",0.8,0.159752910057853,0.0892348012827812
"n500_d4",500,4,27,"gamlss2","sigma",0.81,0.177268800214385,0.106357068775701
"n500_d4",500,4,27,"gamlss2","sigma",0.82,0.193074076452607,0.123023490439819
"n500_d4",500,4,27,"gamlss2","sigma",0.83,0.207246072815832,0.139165805200812
"n500_d4",500,4,27,"gamlss2","sigma",0.84,0.219877659899858,0.154717741463996
"n500_d4",500,4,27,"gamlss2","sigma",0.85,0.231072707677853,0.169615278658039
"n500_d4",500,4,27,"gamlss2","sigma",0.86,0.240942263194073,0.183796899894904
"n500_d4",500,4,27,"gamlss2","sigma",0.87,0.249600560899812,0.197203834748904
"n500_d4",500,4,27,"gamlss2","sigma",0.88,0.257162566197608,0.20978029119672
"n500_d4",500,4,27,"gamlss2","sigma",0.89,0.263742697284241,0.221473675803034
"n500_d4",500,4,27,"gamlss2","sigma",0.9,0.269454265148481,0.232234801282781
"n500_d4",500,4,27,"gamlss2","sigma",0.91,0.274409418174185,0.242018080620902
"n500_d4",500,4,27,"gamlss2","sigma",0.92,0.27871830746308,0.250781706983456
"n500_d4",500,4,27,"gamlss2","sigma",0.93,0.282487912014894,0.258487818710103
"n500_d4",500,4,27,"gamlss2","sigma",0.94,0.285822046238308,0.265102648736772
"n500_d4",500,4,27,"gamlss2","sigma",0.95,0.288818297665856,0.270596657858843
"n500_d4",500,4,27,"gamlss2","sigma",0.96,0.291564080709286,0.274944651308886
"n500_d4",500,4,27,"gamlss2","sigma",0.97,0.29413562682104,0.278125878188904
"n500_d4",500,4,27,"gamlss2","sigma",0.98,0.296597642167123,0.28012411336464
"n500_d4",500,4,27,"gamlss2","sigma",0.99,0.29900397402481,0.280927721498779
"n500_d4",500,4,27,"gamlss2","sigma",1,0.301394381180379,0.280529702970297
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0,-0.00727808126189225,8.15367795041445e-18
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.01,0.0201557762462414,0.0345347857411224
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.02,0.0483149369982625,0.0689332784603674
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.03,0.0764545891167785,0.103059723022149
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.04,0.104553188626642,0.13677943794067
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.05,0.132568531080544,0.169959346906221
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.06,0.160456974620995,0.202468503976573
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.07,0.188147877679771,0.23417861036079
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.08,0.215553231412731,0.264964520755943
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.09,0.24257144286311,0.294704737238448
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.1,0.269063551682358,0.32328188876086
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.11,0.294882280119773,0.350583194361779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.12,0.319876316004634,0.376500908260779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.13,0.34387225605317,0.400932745081776
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.14,0.366676527990644,0.423782283526684
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.15,0.388084285787049,0.444959346906221
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.16,0.40813969905192,0.464380359026108
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.17,0.426428128680546,0.481968674024125
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.18,0.442953643739731,0.497654878856311
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.19,0.457531026301317,0.511377067238538
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.2,0.470169068567378,0.523081083962334
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.21,0.48074462086791,0.532720738620747
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.22,0.489233386004342,0.540257987900779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.23,0.495632729153544,0.545663085722963
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.24,0.49968878792646,0.548914700635549
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.25,0.502279807190776,0.55
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.26,0.502628373060442,0.548914700635549
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.27,0.501070482803049,0.545663085722963
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.28,0.497587088726001,0.540257987900779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.29,0.49252267312475,0.532720738620747
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.3,0.485685801292545,0.523081083962335
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.31,0.477358933544349,0.511377067238538
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.32,0.467385149783893,0.497654878856311
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.33,0.455980215953882,0.481968674024125
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.34,0.443064186427059,0.464380359026108
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.35,0.428688233341211,0.444959346906221
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.36,0.412852734489965,0.423782283526684
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.37,0.395523090342887,0.400932745081776
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.38,0.376632810162248,0.376500908260779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.39,0.356484971771837,0.350583194361779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.4,0.334732510121663,0.32328188876086
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.41,0.311453919982624,0.294704737238448
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.42,0.286789002616749,0.264964520755944
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.43,0.260639666148009,0.23417861036079
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.44,0.233129113180314,0.202468503976573
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.45,0.204372191874719,0.169959346906221
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.46,0.174290104076277,0.13677943794067
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.47,0.143373970642228,0.103059723022149
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.48,0.111446083794657,0.0689332784603675
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.49,0.0787806713092397,0.0345347857411225
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.5,0.0455740838966552,7.55070274106452e-17
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.51,0.0120083716981739,-0.0345347857411223
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.52,-0.0217160402492775,-0.0689332784603674
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.53,-0.0554051112075326,-0.103059723022149
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.54,-0.0888789979751628,-0.13677943794067
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.55,-0.121954598197983,-0.169959346906221
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.56,-0.154474093888839,-0.202468503976573
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.57,-0.186291359758284,-0.23417861036079
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.58,-0.217257609079554,-0.264964520755943
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.59,-0.247298733745559,-0.294704737238448
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.6,-0.276251142957145,-0.32328188876086
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.61,-0.3041029008716,-0.350583194361779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.62,-0.330681846219419,-0.376500908260779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.63,-0.355907654854112,-0.400932745081776
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.64,-0.379654961584579,-0.423782283526684
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.65,-0.402043518637685,-0.444959346906221
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.66,-0.422739970683937,-0.464380359026108
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.67,-0.441272694578891,-0.481968674024125
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.68,-0.458895870889225,-0.497654878856311
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.69,-0.474219933531265,-0.511377067238538
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.7,-0.487384720189534,-0.523081083962334
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.71,-0.498659092633589,-0.532720738620747
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.72,-0.507465105080592,-0.540257987900779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.73,-0.514329204293259,-0.545663085722963
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.74,-0.518619198350338,-0.548914700635549
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.75,-0.520697946867047,-0.55
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.76,-0.520130171812604,-0.548914700635549
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.77,-0.51742247358148,-0.545663085722963
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.78,-0.512173001254743,-0.540257987900779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.79,-0.504877173060116,-0.532720738620747
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.8,-0.495102029806478,-0.523081083962335
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.81,-0.483254389992846,-0.511377067238538
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.82,-0.469421198329101,-0.497654878856311
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.83,-0.453681970607544,-0.481968674024125
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.84,-0.436276079586796,-0.464380359026109
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.85,-0.417396727847386,-0.444959346906221
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.86,-0.39724708264439,-0.423782283526684
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.87,-0.376032411746706,-0.400932745081776
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.88,-0.353942822446884,-0.376500908260779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.89,-0.331182798554214,-0.350583194361779
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.9,-0.30788590017064,-0.32328188876086
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.91,-0.284207013889458,-0.294704737238448
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.92,-0.260289691418033,-0.264964520755943
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.93,-0.236231476415891,-0.23417861036079
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.94,-0.212118682164183,-0.202468503976573
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.95,-0.188022187737645,-0.169959346906221
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.96,-0.1639629930673,-0.13677943794067
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.97,-0.139963792134536,-0.103059723022149
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.98,-0.116013528741944,-0.0689332784603676
"n500_d4",500,4,28,"gamlss.longitudinal","mu",0.99,-0.092088285816153,-0.0345347857411223
"n500_d4",500,4,28,"gamlss.longitudinal","mu",1,-0.071682827518683,-1.26553020970047e-16
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0,0.273148448415962,0.280529702970297
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.01,0.266977836453784,0.280927721498779
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.02,0.260624417573587,0.28012411336464
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.03,0.254214954793949,0.278125878188904
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.04,0.247711111944455,0.274944651308886
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.05,0.241052321694865,0.270596657858843
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.06,0.234196140723855,0.265102648736772
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.07,0.227077935997678,0.258487818710103
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.08,0.219645744634948,0.250781706983456
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.09,0.211861855433369,0.242018080620902
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.1,0.203678481602827,0.232234801282781
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.11,0.195067249942498,0.221473675803034
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.12,0.186013322419219,0.20978029119672
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.13,0.176501445402755,0.197203834748904
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.14,0.166519620120808,0.183796899894904
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.15,0.156062230620618,0.169615278658039
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.16,0.145201688961047,0.154717741463996
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.17,0.133877062719388,0.139165805200812
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.18,0.122147980037727,0.123023490439819
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.19,0.110025294079535,0.1063570687757
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.2,0.0975558661715434,0.0892348012827813
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.21,0.0847609185746959,0.0717266691197535
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.22,0.0716773565432316,0.0539040973460145
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.23,0.0583421260059296,0.0358396730395883
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.24,0.0447698722389161,0.0176068588290911
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.25,0.0310681122220815,-0.000720297029702949
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.26,0.0172064995775636,-0.019067452888497
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.27,0.00324747345071331,-0.0373602670989943
"n500_d4",500,4,28,"gamlss.longitudinal","sigma",0.28,-0.0107690165777876,-0.0555246914054204
