"scenario","n","d","rep","model","parameter","s1","smooth_hat","smooth_true"
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0,-0.0249601074110656,8.15367795041445e-18
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.01,0.0130690547354982,0.0345347857411224
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.02,0.052068017459858,0.0689332784603674
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.03,0.0908487234160079,0.103059723022149
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.04,0.129215782817439,0.13677943794067
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.05,0.166930525300111,0.169959346906221
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.06,0.203694594951222,0.202468503976573
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.07,0.23919924286674,0.23417861036079
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.08,0.273247993646547,0.264964520755943
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.09,0.305579315976559,0.294704737238448
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.1,0.335911673201927,0.32328188876086
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.11,0.364097496731467,0.350583194361779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.12,0.389846777826348,0.376500908260779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.13,0.413578530229543,0.400932745081776
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.14,0.435147076014363,0.423782283526684
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.15,0.454144975745066,0.444959346906221
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.16,0.470908022059802,0.464380359026108
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.17,0.485402885716914,0.481968674024125
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.18,0.497649377195973,0.497654878856311
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.19,0.507788076220474,0.511377067238538
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.2,0.515916086404648,0.523081083962334
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.21,0.522060254313355,0.532720738620747
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.22,0.526346334545264,0.540257987900779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.23,0.528640046428505,0.545663085722963
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.24,0.529485161063955,0.548914700635549
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.25,0.528585860639221,0.55
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.26,0.52595303733696,0.548914700635549
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.27,0.521589559536422,0.545663085722963
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.28,0.515722209941468,0.540257987900779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.29,0.50806464333408,0.532720738620747
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.3,0.498706907414604,0.523081083962335
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.31,0.48757166421789,0.511377067238538
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.32,0.474669996289459,0.497654878856311
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.33,0.459946931774023,0.481968674024125
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.34,0.443455117412276,0.464380359026108
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.35,0.425245895904496,0.444959346906221
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.36,0.405149896334655,0.423782283526684
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.37,0.383605574844397,0.400932745081776
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.38,0.360330782983629,0.376500908260779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.39,0.335504436735558,0.350583194361779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.4,0.309492481562399,0.32328188876086
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.41,0.282184886500898,0.294704737238448
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.42,0.253840972632067,0.264964520755944
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.43,0.224559123304753,0.23417861036079
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.44,0.194520550675969,0.202468503976573
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.45,0.16386364536644,0.169959346906221
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.46,0.132767950731998,0.13677943794067
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.47,0.101327960990327,0.103059723022149
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.48,0.0696734989661759,0.0689332784603675
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.49,0.0378963217473443,0.0345347857411225
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.5,0.00606723187306562,7.55070274106452e-17
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.51,-0.0257606289810091,-0.0345347857411223
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.52,-0.0575452765816259,-0.0689332784603674
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.53,-0.0892595847309585,-0.103059723022149
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.54,-0.120875086002906,-0.13677943794067
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.55,-0.152371888116966,-0.169959346906221
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.56,-0.183706408759757,-0.202468503976573
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.57,-0.214856888697201,-0.23417861036079
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.58,-0.245748003791915,-0.264964520755943
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.59,-0.276360320168952,-0.294704737238448
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.6,-0.306560264324294,-0.32328188876086
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.61,-0.336206995005046,-0.350583194361779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.62,-0.365250449283636,-0.376500908260779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.63,-0.39343130206093,-0.400932745081776
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.64,-0.420619689072221,-0.423782283526684
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.65,-0.446583846771133,-0.444959346906221
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.66,-0.471109313975941,-0.464380359026108
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.67,-0.493907973840232,-0.481968674024125
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.68,-0.514934776478609,-0.497654878856311
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.69,-0.533773540559047,-0.511377067238538
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.7,-0.550179688831521,-0.523081083962334
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.71,-0.56403721283324,-0.532720738620747
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.72,-0.575109409513459,-0.540257987900779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.73,-0.583180784280291,-0.545663085722963
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.74,-0.58819969731526,-0.548914700635549
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.75,-0.590016492824316,-0.55
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.76,-0.588530381836999,-0.548914700635549
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.77,-0.583393989847326,-0.545663085722963
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.78,-0.575902240036836,-0.540257987900779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.79,-0.564794614855366,-0.532720738620747
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.8,-0.550625039242545,-0.523081083962335
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.81,-0.53363717895896,-0.511377067238538
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.82,-0.513893171524098,-0.497654878856311
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.83,-0.491711701582047,-0.481968674024125
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.84,-0.467225163541123,-0.464380359026109
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.85,-0.440499351566569,-0.444959346906221
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.86,-0.412328768504097,-0.423782283526684
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.87,-0.382256986898152,-0.400932745081776
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.88,-0.351055947181069,-0.376500908260779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.89,-0.318500324457949,-0.350583194361779
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.9,-0.285153338943169,-0.32328188876086
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.91,-0.250963716586159,-0.294704737238448
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.92,-0.216192000473166,-0.264964520755943
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.93,-0.180983632720988,-0.23417861036079
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.94,-0.145466698914113,-0.202468503976573
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.95,-0.109748347467641,-0.169959346906221
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.96,-0.0738837564803612,-0.13677943794067
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.97,-0.0379422240948,-0.103059723022149
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.98,-0.00196396161537759,-0.0689332784603676
"n500_d4",500,4,1,"gamlss.longitudinal","mu",0.99,0.0340312276442658,-0.0345347857411223
"n500_d4",500,4,1,"gamlss.longitudinal","mu",1,0.0660937759780152,-1.26553020970047e-16
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0,0.257327461839968,0.280529702970297
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.01,0.243052237805526,0.280927721498779
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.02,0.22839123361155,0.28012411336464
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.03,0.213734384163505,0.278125878188904
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.04,0.199085717445418,0.274944651308886
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.05,0.184450802469041,0.270596657858843
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.06,0.169837462067532,0.265102648736772
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.07,0.15525502029192,0.258487818710103
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.08,0.140711045729621,0.250781706983456
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.09,0.126215658406681,0.242018080620902
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.1,0.111781295338153,0.232234801282781
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.11,0.0974182989538694,0.221473675803034
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.12,0.0831459899441633,0.20978029119672
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.13,0.0689560028215922,0.197203834748904
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.14,0.0548649014076497,0.183796899894904
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.15,0.0409039754495177,0.169615278658039
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.16,0.0270713281282627,0.154717741463996
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.17,0.0133849024539306,0.139165805200812
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.18,-0.000136377080825783,0.123023490439819
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.19,-0.0134795530026152,0.1063570687757
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.2,-0.0266271270691586,0.0892348012827813
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.21,-0.0395519209299809,0.0717266691197535
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.22,-0.0522367234734491,0.0539040973460145
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.23,-0.0646248435710066,0.0358396730395883
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.24,-0.0767721616695423,0.0176068588290911
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.25,-0.0885997856905009,-0.000720297029702949
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.26,-0.100074355417567,-0.019067452888497
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.27,-0.111166407124402,-0.0373602670989943
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.28,-0.121907003222701,-0.0555246914054204
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.29,-0.132209028019136,-0.0734872631791594
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.3,-0.142075967899939,-0.0911753953421872
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.31,-0.151471056316867,-0.108517662835106
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.32,-0.160380294235074,-0.125444084499225
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.33,-0.168769173682575,-0.141886399260218
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.34,-0.176630844163495,-0.157778335523402
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.35,-0.183957772385564,-0.173055872717445
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.36,-0.19066280207671,-0.18765749395431
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.37,-0.196859288664328,-0.20152442880831
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.38,-0.202401834310777,-0.214600885256126
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.39,-0.207288612885402,-0.22683426986244
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.4,-0.211616065280174,-0.238175395342187
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.41,-0.215249880046967,-0.248578674680307
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.42,-0.218236175919478,-0.258002301042862
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.43,-0.220524115821314,-0.266408412769509
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.44,-0.222118422917195,-0.273763242796178
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.45,-0.22298887350821,-0.280037251918249
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.46,-0.223181151763492,-0.285205245368292
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.47,-0.222621257614457,-0.28924647224831
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.48,-0.221329965803889,-0.292144707424046
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.49,-0.219301267468067,-0.293888315558184
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.5,-0.216513481108092,-0.294470297029703
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.51,-0.213016684965628,-0.293888315558184
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.52,-0.20877347053263,-0.292144707424046
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.53,-0.203830631765748,-0.28924647224831
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.54,-0.198167601342408,-0.285205245368292
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.55,-0.191840599431378,-0.280037251918249
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.56,-0.184822455423421,-0.273763242796178
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.57,-0.177205812750894,-0.266408412769509
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.58,-0.168952398050763,-0.258002301042862
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.59,-0.160178302197186,-0.248578674680307
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.6,-0.150836492591567,-0.238175395342187
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.61,-0.14096986691731,-0.22683426986244
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.62,-0.130685480201276,-0.214600885256126
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.63,-0.119955011016074,-0.20152442880831
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.64,-0.108840306914084,-0.18765749395431
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.65,-0.0973677934568055,-0.173055872717445
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.66,-0.0855734256262323,-0.157778335523402
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.67,-0.0734823318377698,-0.141886399260218
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.68,-0.0611475450646566,-0.125444084499225
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.69,-0.0485708437045423,-0.108517662835106
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.7,-0.0357761988222723,-0.0911753953421872
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.71,-0.0227907232702717,-0.0734872631791595
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.72,-0.00962643355049665,-0.0555246914054204
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.73,0.00370551588502206,-0.0373602670989943
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.74,0.0171889600486373,-0.0190674528884969
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.75,0.0308158557828306,-0.000720297029703023
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.76,0.0445768267737534,0.0176068588290909
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.77,0.0584717633200356,0.0358396730395883
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.78,0.072446973377445,0.0539040973460143
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.79,0.0865342684309519,0.0717266691197535
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.8,0.100704145135237,0.0892348012827812
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.81,0.114938395445143,0.106357068775701
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.82,0.129222200450929,0.123023490439819
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.83,0.143535875167596,0.139165805200812
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.84,0.15786239124196,0.154717741463996
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.85,0.172181450189125,0.169615278658039
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.86,0.186481932684307,0.183796899894904
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.87,0.200737534449004,0.197203834748904
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.88,0.214950241812915,0.20978029119672
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.89,0.229091703517732,0.221473675803034
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.9,0.243178055265975,0.232234801282781
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.91,0.257189400339936,0.242018080620902
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.92,0.271130493368707,0.250781706983456
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.93,0.285003717515146,0.258487818710103
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.94,0.298818421307741,0.265102648736772
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.95,0.312588309815045,0.270596657858843
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.96,0.326319360682749,0.274944651308886
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.97,0.340024573217493,0.278125878188904
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.98,0.353714330489089,0.28012411336464
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",0.99,0.367395099529587,0.280927721498779
"n500_d4",500,4,1,"gamlss.longitudinal","sigma",1,0.379578486004372,0.280529702970297
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0,-0.258613760172057,-0.215546973847946
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.01,-0.244523546006955,-0.198777438580707
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.02,-0.230054287078821,-0.182214238754327
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.03,-0.215595348978031,-0.165871351737091
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.04,-0.20115628720204,-0.149762537475142
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.05,-0.186749432871975,-0.133901324913069
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.06,-0.172391063826331,-0.11830099864248
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.07,-0.158099245671277,-0.10297458579171
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.08,-0.143887087049674,-0.0879348431696164
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.09,-0.129772058645046,-0.0731942446761535
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.1,-0.11577444165992,-0.0587649689921358
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.11,-0.101908535939159,-0.0446588875603512
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.12,-0.0882013561097905,-0.0308875528698806
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.13,-0.0746324444932625,-0.0174621870551856
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.14,-0.0612217845926011,-0.00439367082121678
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.15,-0.0480110437332438,0.00830746729452853
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.16,-0.0349881629306258,0.0206310613124014
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.17,-0.0221707470252027,0.0325673178431966
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.18,-0.00957546845594387,0.044106825753044
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.19,0.00279053660328682,0.055240565451063
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.2,0.0149148588843381,0.0659599177906087
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.21,0.0267743558797331,0.0762566725753297
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.22,0.038358335544279,0.0861230366616402
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.23,0.0496126499562663,0.0955516416496119
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.24,0.0606055968136769,0.104535551154696
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.25,0.0712582346128201,0.113068267653095
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.26,0.0815425053822517,0.121143738894038
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.27,0.0914339273823365,0.128756363872617
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.28,0.100968412392993,0.135900998357306
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.29,0.110061684734317,0.142572959966697
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.3,0.118721042309782,0.14876803279044
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.31,0.126913151501274,0.154482471549843
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.32,0.134627120750233,0.159713005294007
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.33,0.141831895081057,0.164456840627863
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.34,0.148523593563172,0.168711664468909
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.35,0.154697490171668,0.17247564632995
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.36,0.160272594386796,0.175747440125566
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.37,0.165360721049236,0.178526185500532
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.38,0.169826162265603,0.18081150867889
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.39,0.173671885291335,0.182603522832818
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.4,0.176992514945723,0.183902827970943
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.41,0.179666407026391,0.184710510346205
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.42,0.181741091169384,0.185028141383857
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.43,0.183174568541762,0.184857776130657
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.44,0.183976718667842,0.184201951226786
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.45,0.184126195448976,0.183063682402491
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.46,0.183669787208967,0.18144646150192
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.47,0.18254803234516,0.179354253037097
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.48,0.180786691877265,0.176791490275426
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.49,0.178388447818646,0.173763070864592
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.5,0.175344042322737,0.170274351999171
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.51,0.171705465922598,0.16633114513373
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.52,0.167452230985415,0.161939710247622
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.53,0.162634649422638,0.157106749667138
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.54,0.157249339036545,0.151839401451125
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.55,0.151354269454552,0.146145232346583
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.56,0.14494492232231,0.140032230321198
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.57,0.138105646306789,0.13350879668018
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.58,0.130827294454615,0.126583737775194
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.59,0.12320576377978,0.119266256313551
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.6,0.11522924095077,0.111565942276249
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.61,0.106946343047138,0.103492763453817
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.62,0.0984362412793543,0.0950570556093092
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.63,0.0897031988757619,0.0862695122781584
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.64,0.0807976858971418,0.0771411742149436
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.65,0.0717522199862542,0.0676834184975002
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.66,0.0625999712637236,0.057907947299117
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.67,0.0533648214503632,0.0478267763399046
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.68,0.0440711158834228,0.0374522230287292
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.69,0.0347281324253747,0.0267968943074191
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.7,0.0253465493736292,0.0158736742092329
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.71,0.0159318520928963,0.00469571114387557
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.72,0.00648318291019274,-0.00672359507839471
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.73,-0.00300370373749489,-0.0183706064707613
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.74,-0.0125335898032833,-0.0302314603288967
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.75,-0.0221143272332347,-0.0422920829117761
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.76,-0.0317536269236263,-0.0545382033307625
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.77,-0.0414637180607986,-0.0669553676332503
"n500_d4",500,4,1,"gamlss.longitudinal","theta",0.78,-0.0512215800743096,-0.0795289530669703
