"scenario","n","d","rep","model","test_log_score_joint","test_log_score_marginal","test_log_score_copula","test_log_score_per_obs","predictive_nsim","variogram_score","variogram_p"
"n500_d4",500,4,51,"gamlss2",-2437.87889012137,-2437.87889012137,0,-1.21893944506069,200,62.1786167780224,2
"n500_d4",500,4,52,"gamlss.longitudinal",-1526.83956089365,-2263.27722198163,736.437661087976,-0.763419780446826,200,0.71837632264046,0.5
"n500_d4",500,4,52,"gamlss.longitudinal",-1526.83956089365,-2263.27722198163,736.437661087976,-0.763419780446826,200,98.2314543052099,2
"n500_d4",500,4,52,"gamlss2",-2272.06810992863,-2272.06810992863,0,-1.13603405496432,200,1.15661491981918,0.5
"n500_d4",500,4,52,"gamlss2",-2272.06810992863,-2272.06810992863,0,-1.13603405496432,200,312.493139848055,2
"n500_d4",500,4,53,"gamlss.longitudinal",-1640.74849800691,-2509.99404624788,869.24554824097,-0.820374249003454,200,0.773682603522531,0.5
"n500_d4",500,4,53,"gamlss.longitudinal",-1640.74849800691,-2509.99404624788,869.24554824097,-0.820374249003454,200,192.571903030611,2
"n500_d4",500,4,53,"gamlss2",-2571.71525329255,-2571.71525329255,0,-1.28585762664628,200,1.12343799592458,0.5
"n500_d4",500,4,53,"gamlss2",-2571.71525329255,-2571.71525329255,0,-1.28585762664628,200,206.348609427759,2
"n500_d4",500,4,54,"gamlss.longitudinal",-1574.39933953013,-2400.00615683541,825.606817305283,-0.787199669765066,200,0.774325201511682,0.5
"n500_d4",500,4,54,"gamlss.longitudinal",-1574.39933953013,-2400.00615683541,825.606817305283,-0.787199669765066,200,64.8233435219677,2
"n500_d4",500,4,54,"gamlss2",-2412.66586485303,-2412.66586485303,0,-1.20633293242652,200,1.10245140762975,0.5
"n500_d4",500,4,54,"gamlss2",-2412.66586485303,-2412.66586485303,0,-1.20633293242652,200,133.774503788398,2
"n500_d4",500,4,55,"gamlss.longitudinal",-1446.99525654376,-2328.04911790758,881.053861363827,-0.723497628271878,200,0.701513338590913,0.5
"n500_d4",500,4,55,"gamlss.longitudinal",-1446.99525654376,-2328.04911790758,881.053861363827,-0.723497628271878,200,44.0532735263122,2
"n500_d4",500,4,55,"gamlss2",-2357.73640457661,-2357.73640457661,0,-1.17886820228831,200,1.07556593997646,0.5
"n500_d4",500,4,55,"gamlss2",-2357.73640457661,-2357.73640457661,0,-1.17886820228831,200,97.5158328445558,2
"n500_d4",500,4,56,"gamlss.longitudinal",-1574.90481310605,-2277.50951697223,702.604703866186,-0.787452406553025,200,0.684835830064289,0.5
"n500_d4",500,4,56,"gamlss.longitudinal",-1574.90481310605,-2277.50951697223,702.604703866186,-0.787452406553025,200,35.9554784979763,2
"n500_d4",500,4,56,"gamlss2",-2291.50886922297,-2291.50886922297,0,-1.14575443461148,200,1.14842802988075,0.5
"n500_d4",500,4,56,"gamlss2",-2291.50886922297,-2291.50886922297,0,-1.14575443461148,200,96.2474042691503,2
"n500_d4",500,4,57,"gamlss.longitudinal",-1480.36632393003,-2275.09920327858,794.732879348542,-0.740183161965017,200,0.660748702291131,0.5
"n500_d4",500,4,57,"gamlss.longitudinal",-1480.36632393003,-2275.09920327858,794.732879348542,-0.740183161965017,200,23.6312290225821,2
"n500_d4",500,4,57,"gamlss2",-2280.97006762334,-2280.97006762334,0,-1.14048503381167,200,1.08779823405064,0.5
"n500_d4",500,4,57,"gamlss2",-2280.97006762334,-2280.97006762334,0,-1.14048503381167,200,84.6078032529148,2
"n500_d4",500,4,58,"gamlss.longitudinal",-1553.49163301247,-2337.76890168216,784.277268669692,-0.776745816506235,200,0.678522481543811,0.5
"n500_d4",500,4,58,"gamlss.longitudinal",-1553.49163301247,-2337.76890168216,784.277268669692,-0.776745816506235,200,34.3169465616348,2
"n500_d4",500,4,58,"gamlss2",-2370.12316696743,-2370.12316696743,0,-1.18506158348371,200,1.15328308666536,0.5
"n500_d4",500,4,58,"gamlss2",-2370.12316696743,-2370.12316696743,0,-1.18506158348371,200,104.752648721741,2
"n500_d4",500,4,59,"gamlss.longitudinal",-1616.81359925601,-2383.23291286779,766.419313611779,-0.808406799628003,200,0.698532864952816,0.5
"n500_d4",500,4,59,"gamlss.longitudinal",-1616.81359925601,-2383.23291286779,766.419313611779,-0.808406799628003,200,34.3401517067231,2
"n500_d4",500,4,59,"gamlss2",-2399.54994235719,-2399.54994235719,0,-1.19977497117859,200,1.26806744242213,0.5
"n500_d4",500,4,59,"gamlss2",-2399.54994235719,-2399.54994235719,0,-1.19977497117859,200,870.849966409763,2
"n500_d4",500,4,60,"gamlss.longitudinal",-1576.86864406618,-2309.50012789757,732.631483831392,-0.788434322033089,200,0.793443843841838,0.5
"n500_d4",500,4,60,"gamlss.longitudinal",-1576.86864406618,-2309.50012789757,732.631483831392,-0.788434322033089,200,166.612060085392,2
"n500_d4",500,4,60,"gamlss2",-2345.75398408994,-2345.75398408994,0,-1.17287699204497,200,1.16841170418608,0.5
"n500_d4",500,4,60,"gamlss2",-2345.75398408994,-2345.75398408994,0,-1.17287699204497,200,197.017842086841,2
"n500_d4",500,4,61,"gamlss.longitudinal",-1545.62899716554,-2387.82795049687,842.198953331326,-0.772814498582769,200,0.705522200465544,0.5
"n500_d4",500,4,61,"gamlss.longitudinal",-1545.62899716554,-2387.82795049687,842.198953331326,-0.772814498582769,200,32.946618091045,2
"n500_d4",500,4,61,"gamlss2",-2411.2768946066,-2411.2768946066,0,-1.2056384473033,200,1.11005440879253,0.5
"n500_d4",500,4,61,"gamlss2",-2411.2768946066,-2411.2768946066,0,-1.2056384473033,200,80.7718671570115,2
"n500_d4",500,4,62,"gamlss.longitudinal",-1518.32842965747,-2371.76291798426,853.434488326786,-0.759164214828735,200,0.758667970186229,0.5
"n500_d4",500,4,62,"gamlss.longitudinal",-1518.32842965747,-2371.76291798426,853.434488326786,-0.759164214828735,200,77.8695658907044,2
"n500_d4",500,4,62,"gamlss2",-2442.15305925288,-2442.15305925288,0,-1.22107652962644,200,1.20595386487005,0.5
"n500_d4",500,4,62,"gamlss2",-2442.15305925288,-2442.15305925288,0,-1.22107652962644,200,112.031104479974,2
"n500_d4",500,4,63,"gamlss.longitudinal",-1517.17184253171,-2317.52469237227,800.352849840555,-0.758585921265856,200,0.65982283168489,0.5
"n500_d4",500,4,63,"gamlss.longitudinal",-1517.17184253171,-2317.52469237227,800.352849840555,-0.758585921265856,200,29.8894258929123,2
"n500_d4",500,4,63,"gamlss2",-2325.36302881375,-2325.36302881375,0,-1.16268151440688,200,1.03297741938704,0.5
"n500_d4",500,4,63,"gamlss2",-2325.36302881375,-2325.36302881375,0,-1.16268151440688,200,61.1741113217491,2
"n500_d4",500,4,64,"gamlss.longitudinal",-1596.22774887612,-2516.7705822003,920.542833324183,-0.798113874438058,200,0.730021640000278,0.5
"n500_d4",500,4,64,"gamlss.longitudinal",-1596.22774887612,-2516.7705822003,920.542833324183,-0.798113874438058,200,88.9516725234719,2
"n500_d4",500,4,64,"gamlss2",-2536.06944351892,-2536.06944351892,0,-1.26803472175946,200,1.10888887468039,0.5
"n500_d4",500,4,64,"gamlss2",-2536.06944351892,-2536.06944351892,0,-1.26803472175946,200,121.354501619632,2
"n500_d4",500,4,65,"gamlss.longitudinal",-1482.86060327616,-2239.5299257469,756.669322470741,-0.741430301638081,200,0.725594834704524,0.5
"n500_d4",500,4,65,"gamlss.longitudinal",-1482.86060327616,-2239.5299257469,756.669322470741,-0.741430301638081,200,187.446035611269,2
"n500_d4",500,4,65,"gamlss2",-2245.29396002751,-2245.29396002751,0,-1.12264698001376,200,1.07021372963467,0.5
"n500_d4",500,4,65,"gamlss2",-2245.29396002751,-2245.29396002751,0,-1.12264698001376,200,226.638752902904,2
"n500_d4",500,4,66,"gamlss.longitudinal",-1550.08508964036,-2319.1914938016,769.106404161233,-0.775042544820182,200,0.751421403375761,0.5
"n500_d4",500,4,66,"gamlss.longitudinal",-1550.08508964036,-2319.1914938016,769.106404161233,-0.775042544820182,200,103.30075559496,2
"n500_d4",500,4,66,"gamlss2",-2334.66242660094,-2334.66242660094,0,-1.16733121330047,200,1.135870198045,0.5
"n500_d4",500,4,66,"gamlss2",-2334.66242660094,-2334.66242660094,0,-1.16733121330047,200,128.371832697341,2
"n500_d4",500,4,67,"gamlss.longitudinal",-1623.8238762286,-2485.29290539534,861.469029166741,-0.811911938114301,200,0.718548908346716,0.5
"n500_d4",500,4,67,"gamlss.longitudinal",-1623.8238762286,-2485.29290539534,861.469029166741,-0.811911938114301,200,33.0434743683711,2
"n500_d4",500,4,67,"gamlss2",-2580.96855151815,-2580.96855151815,0,-1.29048427575907,200,1.39511499851576,0.5
"n500_d4",500,4,67,"gamlss2",-2580.96855151815,-2580.96855151815,0,-1.29048427575907,200,111.947574062959,2
"n500_d4",500,4,68,"gamlss.longitudinal",-1536.07598022704,-2428.83306515506,892.757084928023,-0.768037990113519,200,0.671320910291742,0.5
"n500_d4",500,4,68,"gamlss.longitudinal",-1536.07598022704,-2428.83306515506,892.757084928023,-0.768037990113519,200,28.4250104253412,2
"n500_d4",500,4,68,"gamlss2",-2532.26632934849,-2532.26632934849,0,-1.26613316467424,200,1.27575728561428,0.5
"n500_d4",500,4,68,"gamlss2",-2532.26632934849,-2532.26632934849,0,-1.26613316467424,200,108.888674460187,2
"n500_d4",500,4,69,"gamlss.longitudinal",-1520.95420276728,-2294.50455059864,773.550347831357,-0.760477101383641,200,0.652740581168581,0.5
"n500_d4",500,4,69,"gamlss.longitudinal",-1520.95420276728,-2294.50455059864,773.550347831357,-0.760477101383641,200,22.1461948221489,2
"n500_d4",500,4,69,"gamlss2",-2306.58979208049,-2306.58979208049,0,-1.15329489604024,200,1.12538105952058,0.5
"n500_d4",500,4,69,"gamlss2",-2306.58979208049,-2306.58979208049,0,-1.15329489604024,200,73.2690456942119,2
"n500_d4",500,4,70,"gamlss.longitudinal",-1597.27220496884,-2368.77099727083,771.498792301997,-0.798636102484418,200,0.741272687908848,0.5
"n500_d4",500,4,70,"gamlss.longitudinal",-1597.27220496884,-2368.77099727083,771.498792301997,-0.798636102484418,200,113.735182746351,2
"n500_d4",500,4,70,"gamlss2",-2469.81346834378,-2469.81346834378,0,-1.23490673417189,200,1.14421994456478,0.5
"n500_d4",500,4,70,"gamlss2",-2469.81346834378,-2469.81346834378,0,-1.23490673417189,200,155.177245737005,2
"n500_d4",500,4,71,"gamlss.longitudinal",-1511.71089442428,-2412.70879912805,900.997904703774,-0.75585544721214,200,0.684460068496175,0.5
"n500_d4",500,4,71,"gamlss.longitudinal",-1511.71089442428,-2412.70879912805,900.997904703774,-0.75585544721214,200,30.1503029863716,2
"n500_d4",500,4,71,"gamlss2",-2478.60030224288,-2478.60030224288,0,-1.23930015112144,200,1.25166869617844,0.5
"n500_d4",500,4,71,"gamlss2",-2478.60030224288,-2478.60030224288,0,-1.23930015112144,200,154.736627391281,2
"n500_d4",500,4,72,"gamlss.longitudinal",-1611.85191840176,-2423.07552027963,811.223601877869,-0.80592595920088,200,0.775111167452815,0.5
"n500_d4",500,4,72,"gamlss.longitudinal",-1611.85191840176,-2423.07552027963,811.223601877869,-0.80592595920088,200,145.415405033793,2
"n500_d4",500,4,72,"gamlss2",-2452.77443987128,-2452.77443987128,0,-1.22638721993564,200,1.15491345153725,0.5
"n500_d4",500,4,72,"gamlss2",-2452.77443987128,-2452.77443987128,0,-1.22638721993564,200,155.78183439079,2
"n500_d4",500,4,73,"gamlss.longitudinal",-1698.04013872285,-2576.13082620368,878.090687480836,-0.849020069361424,200,0.820744463518016,0.5
"n500_d4",500,4,73,"gamlss.longitudinal",-1698.04013872285,-2576.13082620368,878.090687480836,-0.849020069361424,200,88.8999267450746,2
"n500_d4",500,4,73,"gamlss2",-2554.39153795231,-2554.39153795231,0,-1.27719576897616,200,1.31515501025816,0.5
"n500_d4",500,4,73,"gamlss2",-2554.39153795231,-2554.39153795231,0,-1.27719576897616,200,197.427038563959,2
"n500_d4",500,4,74,"gamlss.longitudinal",-1540.32870744764,-2336.84977845602,796.521071008381,-0.77016435372382,200,0.655295032316942,0.5
"n500_d4",500,4,74,"gamlss.longitudinal",-1540.32870744764,-2336.84977845602,796.521071008381,-0.77016435372382,200,35.3226663707834,2
"n500_d4",500,4,74,"gamlss2",-2362.01916965127,-2362.01916965127,0,-1.18100958482564,200,1.14607588693152,0.5
"n500_d4",500,4,74,"gamlss2",-2362.01916965127,-2362.01916965127,0,-1.18100958482564,200,146.530153864256,2
"n500_d4",500,4,75,"gamlss.longitudinal",-1587.8602560435,-2374.99387369525,787.133617651744,-0.793930128021751,200,0.745287525797625,0.5
"n500_d4",500,4,75,"gamlss.longitudinal",-1587.8602560435,-2374.99387369525,787.133617651744,-0.793930128021751,200,30.096011021256,2
"n500_d4",500,4,75,"gamlss2",-2373.97377208243,-2373.97377208243,0,-1.18698688604121,200,1.19834965263846,0.5
"n500_d4",500,4,75,"gamlss2",-2373.97377208243,-2373.97377208243,0,-1.18698688604121,200,190.618624173265,2
"n500_d4",500,4,76,"gamlss.longitudinal",-1553.94382627692,-2385.16600533587,831.222179058948,-0.776971913138462,200,0.742476491608974,0.5
"n500_d4",500,4,76,"gamlss.longitudinal",-1553.94382627692,-2385.16600533587,831.222179058948,-0.776971913138462,200,98.8748929539005,2
"n500_d4",500,4,76,"gamlss2",-2388.87665345893,-2388.87665345893,0,-1.19443832672946,200,1.16538142307487,0.5
"n500_d4",500,4,76,"gamlss2",-2388.87665345893,-2388.87665345893,0,-1.19443832672946,200,131.688922956347,2
"n500_d4",500,4,77,"gamlss.longitudinal",-1566.52135770443,-2373.04467310778,806.523315403349,-0.783260678852216,200,0.743610516277827,0.5
"n500_d4",500,4,77,"gamlss.longitudinal",-1566.52135770443,-2373.04467310778,806.523315403349,-0.783260678852216,200,45.1818271956715,2
"n500_d4",500,4,77,"gamlss2",-2383.16184727395,-2383.16184727395,0,-1.19158092363697,200,1.04910426517727,0.5
"n500_d4",500,4,77,"gamlss2",-2383.16184727395,-2383.16184727395,0,-1.19158092363697,200,59.8815965096709,2
"n500_d4",500,4,78,"gamlss.longitudinal",-1487.36301952971,-2362.36482652918,875.00180699947,-0.743681509764854,200,0.677604297064567,0.5
"n500_d4",500,4,78,"gamlss.longitudinal",-1487.36301952971,-2362.36482652918,875.00180699947,-0.743681509764854,200,38.9088633428963,2
"n500_d4",500,4,78,"gamlss2",-2378.81439037112,-2378.81439037112,0,-1.18940719518556,200,1.15178375994157,0.5
"n500_d4",500,4,78,"gamlss2",-2378.81439037112,-2378.81439037112,0,-1.18940719518556,200,89.8423907562983,2
"n500_d4",500,4,79,"gamlss.longitudinal",-1431.35710440517,-2173.36727303352,742.010168628352,-0.715678552202584,200,0.651228053007831,0.5
"n500_d4",500,4,79,"gamlss.longitudinal",-1431.35710440517,-2173.36727303352,742.010168628352,-0.715678552202584,200,41.0113684633693,2
"n500_d4",500,4,79,"gamlss2",-2178.2468461072,-2178.2468461072,0,-1.0891234230536,200,1.03966863848701,0.5
"n500_d4",500,4,79,"gamlss2",-2178.2468461072,-2178.2468461072,0,-1.0891234230536,200,86.013521661585,2
"n500_d4",500,4,80,"gamlss.longitudinal",-1581.50651550847,-2314.55494392155,733.048428413082,-0.790753257754236,200,0.700346926817308,0.5
"n500_d4",500,4,80,"gamlss.longitudinal",-1581.50651550847,-2314.55494392155,733.048428413082,-0.790753257754236,200,27.2109500659424,2
"n500_d4",500,4,80,"gamlss2",-2314.95742132208,-2314.95742132208,0,-1.15747871066104,200,1.1729785810016,0.5
"n500_d4",500,4,80,"gamlss2",-2314.95742132208,-2314.95742132208,0,-1.15747871066104,200,115.309803936919,2
"n500_d4",500,4,81,"gamlss.longitudinal",-1515.95184427367,-2296.35355158063,780.401707306959,-0.757975922136836,200,0.740085518850307,0.5
"n500_d4",500,4,81,"gamlss.longitudinal",-1515.95184427367,-2296.35355158063,780.401707306959,-0.757975922136836,200,51.7915464887794,2
"n500_d4",500,4,81,"gamlss2",-2389.60076959542,-2389.60076959542,0,-1.19480038479771,200,1.34316648578974,0.5
"n500_d4",500,4,81,"gamlss2",-2389.60076959542,-2389.60076959542,0,-1.19480038479771,200,178.504339618951,2
"n500_d4",500,4,82,"gamlss.longitudinal",-1500.572219773,-2200.45053889336,699.878319120363,-0.750286109886501,200,0.662485038178023,0.5
"n500_d4",500,4,82,"gamlss.longitudinal",-1500.572219773,-2200.45053889336,699.878319120363,-0.750286109886501,200,20.2667872895152,2
"n500_d4",500,4,82,"gamlss2",-2229.30930296626,-2229.30930296626,0,-1.11465465148313,200,1.00082472498456,0.5
"n500_d4",500,4,82,"gamlss2",-2229.30930296626,-2229.30930296626,0,-1.11465465148313,200,52.6602573046812,2
"n500_d4",500,4,83,"gamlss.longitudinal",-1405.31778759633,-2181.99534427045,776.677556674128,-0.702658893798163,200,0.646082799142935,0.5
"n500_d4",500,4,83,"gamlss.longitudinal",-1405.31778759633,-2181.99534427045,776.677556674128,-0.702658893798163,200,40.9010467908626,2
"n500_d4",500,4,83,"gamlss2",-2207.14181621491,-2207.14181621491,0,-1.10357090810746,200,0.955038674311222,0.5
"n500_d4",500,4,83,"gamlss2",-2207.14181621491,-2207.14181621491,0,-1.10357090810746,200,52.4603929957178,2
"n500_d4",500,4,84,"gamlss.longitudinal",-1526.79456265395,-2303.82515831009,777.030595656137,-0.763397281326977,200,0.731523577142442,0.5
"n500_d4",500,4,84,"gamlss.longitudinal",-1526.79456265395,-2303.82515831009,777.030595656137,-0.763397281326977,200,75.9869221978562,2
"n500_d4",500,4,84,"gamlss2",-2374.54154159636,-2374.54154159636,0,-1.18727077079818,200,1.1973302551072,0.5
"n500_d4",500,4,84,"gamlss2",-2374.54154159636,-2374.54154159636,0,-1.18727077079818,200,112.017448451617,2
"n500_d4",500,4,85,"gamlss.longitudinal",-1616.09007434886,-2478.99938053042,862.909306181566,-0.808045037174428,200,0.738504936665502,0.5
"n500_d4",500,4,85,"gamlss.longitudinal",-1616.09007434886,-2478.99938053042,862.909306181566,-0.808045037174428,200,30.2445408974329,2
"n500_d4",500,4,85,"gamlss2",-2513.76302157248,-2513.76302157248,0,-1.25688151078624,200,1.12401284692864,0.5
"n500_d4",500,4,85,"gamlss2",-2513.76302157248,-2513.76302157248,0,-1.25688151078624,200,151.935105250827,2
"n500_d4",500,4,86,"gamlss.longitudinal",-1588.50990392994,-2508.48686990159,919.976965971645,-0.794254951964972,200,0.702738240692569,0.5
"n500_d4",500,4,86,"gamlss.longitudinal",-1588.50990392994,-2508.48686990159,919.976965971645,-0.794254951964972,200,116.890599092302,2
"n500_d4",500,4,86,"gamlss2",-2600.32134551987,-2600.32134551987,0,-1.30016067275994,200,1.32823165547045,0.5
"n500_d4",500,4,86,"gamlss2",-2600.32134551987,-2600.32134551987,0,-1.30016067275994,200,354.42778706973,2
"n500_d4",500,4,87,"gamlss.longitudinal",-1459.6605119326,-2244.57436862945,784.913856696852,-0.729830255966299,200,0.670965281582922,0.5
"n500_d4",500,4,87,"gamlss.longitudinal",-1459.6605119326,-2244.57436862945,784.913856696852,-0.729830255966299,200,18.636188839366,2
"n500_d4",500,4,87,"gamlss2",-2313.39197102543,-2313.39197102543,0,-1.15669598551272,200,1.17387423109279,0.5
"n500_d4",500,4,87,"gamlss2",-2313.39197102543,-2313.39197102543,0,-1.15669598551272,200,65.972700407122,2
"n500_d4",500,4,88,"gamlss.longitudinal",-1616.27089944977,-2476.90403864836,860.633139198591,-0.808135449724883,200,0.774446674637219,0.5
"n500_d4",500,4,88,"gamlss.longitudinal",-1616.27089944977,-2476.90403864836,860.633139198591,-0.808135449724883,200,57.6285179356418,2
"n500_d4",500,4,88,"gamlss2",-2504.87906753366,-2504.87906753366,0,-1.25243953376683,200,1.28849070075459,0.5
"n500_d4",500,4,88,"gamlss2",-2504.87906753366,-2504.87906753366,0,-1.25243953376683,200,134.009537146065,2
"n500_d4",500,4,89,"gamlss.longitudinal",-1576.35264435642,-2297.29636379629,720.943719439864,-0.788176322178212,200,0.681700346838905,0.5
"n500_d4",500,4,89,"gamlss.longitudinal",-1576.35264435642,-2297.29636379629,720.943719439864,-0.788176322178212,200,33.6533792839562,2
"n500_d4",500,4,89,"gamlss2",-2303.21742873798,-2303.21742873798,0,-1.15160871436899,200,1.20147134217292,0.5
"n500_d4",500,4,89,"gamlss2",-2303.21742873798,-2303.21742873798,0,-1.15160871436899,200,177.641352647785,2
"n500_d4",500,4,90,"gamlss.longitudinal",-1636.7007286233,-2388.17467180215,751.473943178856,-0.818350364311648,200,0.789469850710386,0.5
"n500_d4",500,4,90,"gamlss.longitudinal",-1636.7007286233,-2388.17467180215,751.473943178856,-0.818350364311648,200,204.866972005466,2
"n500_d4",500,4,90,"gamlss2",-2410.43448548168,-2410.43448548168,0,-1.20521724274084,200,1.19855221215866,0.5
"n500_d4",500,4,90,"gamlss2",-2410.43448548168,-2410.43448548168,0,-1.20521724274084,200,235.016408267181,2
"n500_d4",500,4,91,"gamlss.longitudinal",-1603.72174881479,-2338.16926607881,734.447517264024,-0.801860874407393,200,0.720757610310331,0.5
"n500_d4",500,4,91,"gamlss.longitudinal",-1603.72174881479,-2338.16926607881,734.447517264024,-0.801860874407393,200,40.1911861877179,2
"n500_d4",500,4,91,"gamlss2",-2326.15042053646,-2326.15042053646,0,-1.16307521026823,200,1.15487369786029,0.5
"n500_d4",500,4,91,"gamlss2",-2326.15042053646,-2326.15042053646,0,-1.16307521026823,200,93.3629517331637,2
"n500_d4",500,4,92,"gamlss.longitudinal",-1479.00379665986,-2239.29740469609,760.293608036233,-0.739501898329929,200,0.688272962395021,0.5
"n500_d4",500,4,92,"gamlss.longitudinal",-1479.00379665986,-2239.29740469609,760.293608036233,-0.739501898329929,200,33.7939475916423,2
"n500_d4",500,4,92,"gamlss2",-2262.59685364408,-2262.59685364408,0,-1.13129842682204,200,1.3687986761215,0.5
"n500_d4",500,4,92,"gamlss2",-2262.59685364408,-2262.59685364408,0,-1.13129842682204,200,1658.01413804292,2
"n500_d4",500,4,93,"gamlss.longitudinal",-1605.73296728648,-2389.29575367279,783.562786386314,-0.80286648364324,200,0.757771139730428,0.5
"n500_d4",500,4,93,"gamlss.longitudinal",-1605.73296728648,-2389.29575367279,783.562786386314,-0.80286648364324,200,86.3687929667621,2
"n500_d4",500,4,93,"gamlss2",-2427.10267782962,-2427.10267782962,0,-1.21355133891481,200,1.22164822277599,0.5
"n500_d4",500,4,93,"gamlss2",-2427.10267782962,-2427.10267782962,0,-1.21355133891481,200,169.395902667197,2
"n500_d4",500,4,94,"gamlss.longitudinal",-1637.77261738987,-2425.93204761105,788.159430221178,-0.818886308694937,200,0.716629548339598,0.5
"n500_d4",500,4,94,"gamlss.longitudinal",-1637.77261738987,-2425.93204761105,788.159430221178,-0.818886308694937,200,89.0230560526881,2
"n500_d4",500,4,94,"gamlss2",-2433.63250668586,-2433.63250668586,0,-1.21681625334293,200,1.15486568002744,0.5
"n500_d4",500,4,94,"gamlss2",-2433.63250668586,-2433.63250668586,0,-1.21681625334293,200,138.385475895718,2
"n500_d4",500,4,95,"gamlss.longitudinal",-1594.14965088298,-2530.18473302649,936.03508214351,-0.79707482544149,200,0.748919309838212,0.5
"n500_d4",500,4,95,"gamlss.longitudinal",-1594.14965088298,-2530.18473302649,936.03508214351,-0.79707482544149,200,43.3421852851938,2
"n500_d4",500,4,95,"gamlss2",-2592.81122500912,-2592.81122500912,0,-1.29640561250456,200,1.27905167690951,0.5
"n500_d4",500,4,95,"gamlss2",-2592.81122500912,-2592.81122500912,0,-1.29640561250456,200,185.367378713796,2
"n500_d4",500,4,96,"gamlss.longitudinal",-1508.71406540533,-2368.75181441443,860.037749009103,-0.754357032702665,200,0.681276903682843,0.5
"n500_d4",500,4,96,"gamlss.longitudinal",-1508.71406540533,-2368.75181441443,860.037749009103,-0.754357032702665,200,44.5939198737838,2
"n500_d4",500,4,96,"gamlss2",-2408.18634246248,-2408.18634246248,0,-1.20409317123124,200,1.14334785147004,0.5
"n500_d4",500,4,96,"gamlss2",-2408.18634246248,-2408.18634246248,0,-1.20409317123124,200,121.914851846536,2
"n500_d4",500,4,97,"gamlss.longitudinal",-1453.55994921576,-2243.35767976402,789.797730548263,-0.726779974607878,200,0.707586586030142,0.5
"n500_d4",500,4,97,"gamlss.longitudinal",-1453.55994921576,-2243.35767976402,789.797730548263,-0.726779974607878,200,31.581372978662,2
"n500_d4",500,4,97,"gamlss2",-2253.14736403692,-2253.14736403692,0,-1.12657368201846,200,1.09280725183895,0.5
"n500_d4",500,4,97,"gamlss2",-2253.14736403692,-2253.14736403692,0,-1.12657368201846,200,68.0776783541879,2
"n500_d4",500,4,98,"gamlss.longitudinal",-1590.09755040422,-2445.43411655812,855.336566153901,-0.795048775202109,200,0.75929417642134,0.5
"n500_d4",500,4,98,"gamlss.longitudinal",-1590.09755040422,-2445.43411655812,855.336566153901,-0.795048775202109,200,161.930437680654,2
"n500_d4",500,4,98,"gamlss2",-2467.80613324741,-2467.80613324741,0,-1.2339030666237,200,1.16754728639439,0.5
"n500_d4",500,4,98,"gamlss2",-2467.80613324741,-2467.80613324741,0,-1.2339030666237,200,199.17865468124,2
"n500_d4",500,4,99,"gamlss.longitudinal",-1557.22525283857,-2359.37942341012,802.154170571549,-0.778612626419285,200,0.70291709242265,0.5
"n500_d4",500,4,99,"gamlss.longitudinal",-1557.22525283857,-2359.37942341012,802.154170571549,-0.778612626419285,200,33.8666347714506,2
"n500_d4",500,4,99,"gamlss2",-2450.26847309913,-2450.26847309913,0,-1.22513423654956,200,1.23895048995752,0.5
"n500_d4",500,4,99,"gamlss2",-2450.26847309913,-2450.26847309913,0,-1.22513423654956,200,101.262983437804,2
"n500_d4",500,4,100,"gamlss.longitudinal",-1670.20567635464,-2454.54304139119,784.33736503655,-0.835102838177319,200,0.6964659679402,0.5
"n500_d4",500,4,100,"gamlss.longitudinal",-1670.20567635464,-2454.54304139119,784.33736503655,-0.835102838177319,200,41.9693430891094,2
"n500_d4",500,4,100,"gamlss2",-2467.42113909254,-2467.42113909254,0,-1.23371056954627,200,1.13618444715304,0.5
"n500_d4",500,4,100,"gamlss2",-2467.42113909254,-2467.42113909254,0,-1.23371056954627,200,105.425499585395,2
