"scenario","model","n","d","parameter","rep","bias_abs_integrated","irmse","mean_logLik","mean_df"
"n500_d4","gamlss.longitudinal",500,4,"theta",96,0.0448829755356646,0.0546480015755245,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"theta",72,0.068008470435485,0.0748236490823823,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",73,0.0379456198545178,0.056488197407307,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",49,0.0436818759513774,0.0509465165961292,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",73,0.0653694243589929,0.0779098488452751,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"theta",97,0.0272552915838325,0.0408376846727525,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",98,0.0234973889410966,0.0272768155123227,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",74,0.0213831881408652,0.0275222790419977,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",98,0.0284960288445156,0.031259078394787,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",74,0.0664586619752342,0.0755055702261513,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"theta",98,0.0324959759369002,0.0394016497807355,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",99,0.0253769665636001,0.0340783596956975,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",75,0.0293871634814506,0.0369568919958737,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",99,0.0589354360339897,0.066162604866551,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",75,0.0577289741968395,0.0648459266729214,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"theta",99,0.0288253729496983,0.0331171815980446,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",100,0.0321246799352298,0.0463268788785974,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",76,0.0143662390680713,0.0221880877288791,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",100,0.0455831091465006,0.051090939152906,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",76,0.0503937451565356,0.0691859895694631,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"theta",100,0.0158180279086519,0.0180077145848595,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",79,0.031307442565177,0.0394114627069084,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",77,0.0323271786918398,0.0393481848423413,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",82,0.0619065018533896,0.0719103285418622,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",77,0.0426834290094708,0.0510215583667111,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",85,0.0501540608688977,0.0582297222764555,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",80,0.0604953462320021,0.0754223976662078,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",78,0.0361183686974297,0.0490772690861955,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",83,0.0780704196236595,0.0917254822518573,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",78,0.0438021764074811,0.0548716673357071,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",86,0.038064448613368,0.0431653948104614,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",81,0.0459011528068459,0.0527093397391873,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",79,0.0267795189528758,0.0320715053380349,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",84,0.061266262884248,0.0684764328135421,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",82,0.0305843492595772,0.0427408749983892,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",87,0.0467635095731979,0.0533793466198557,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",85,0.0227125626621583,0.0295915872897471,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",80,0.0288822510616557,0.0353384513574989,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",88,0.0295720836564939,0.0371496017424151,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",83,0.0299760804260587,0.0378686782421198,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",88,0.0478779862723206,0.0548554444615222,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",86,0.0327369486097715,0.0470687396991691,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",81,0.0165665916896503,0.0202909889000322,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",89,0.0132868388764552,0.0168155777789496,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",84,0.0298567496740887,0.04248635969649,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",89,0.0517871410486239,0.0575369435384772,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",87,0.0322450344954294,0.0378049778070385,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",92,0.0414495836682816,0.0471898501137414,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",90,0.0196558545033927,0.022042403028977,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",95,0.0468911380209353,0.0598698392918372,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",90,0.0384842140638036,0.043204074126029,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",91,0.0573693101935297,0.0667390784908901,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",93,0.0309180741676155,0.0413922698639274,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",91,0.0183511736978051,0.0224174883883351,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",96,0.0543527672941743,0.0616401295265142,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",97,0.0535782648727086,0.0656708303807609,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",95,0.0215594031461868,0.0275030563092409,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"sigma",94,0.048027912521344,0.0625096035193229,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",92,0.0220174897312001,0.0269335202684618,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",93,0.0243448079810967,0.0304973070649286,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",94,0.021477481899601,0.034898306979787,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",96,0.0297633451489013,0.0381874527382379,-1510.08638146783,NA
"n500_d4","gamlss.longitudinal",500,4,"mu",97,0.0159888997059837,0.0251597000265062,-1510.08638146783,NA
"n500_d4","gamlss2",500,4,"mu",29,0.0183553796915973,0.0219429914600426,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",30,0.0381017505993742,0.0424194249417867,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",31,0.017414658657616,0.0244226830652154,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",4,0.0792088574807475,0.0932656306162674,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",5,0.0684813130370928,0.0970788093012161,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",7,0.0606473902844731,0.072143037622071,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",8,0.0482282118868192,0.0632289325115708,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",32,0.0234048941521878,0.0302753580769792,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",33,0.0173282885237751,0.0193054514959205,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",6,0.0407956118972799,0.0542086358804387,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",4,0.0382798335519062,0.0537771413199822,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",9,0.0689139654288489,0.0851496747009665,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",7,0.0233579649797342,0.026591813186955,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",34,0.0471342841449832,0.0622567602444148,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",10,0.0302765058381908,0.0371740006909447,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",5,0.0440839891998529,0.0509003818549593,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",10,0.0766691982936094,0.0875554837559784,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",8,0.0232102107978141,0.0332703114539249,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",35,0.0235888724237669,0.030953515024205,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",11,0.0278242493672703,0.0311626002114782,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",6,0.0242067713994755,0.0282491046095501,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",11,0.0661521466028614,0.0916678435937632,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",9,0.0167904873663041,0.0185231863798273,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",36,0.0285188028754072,0.0347115043645561,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",12,0.0237544118940677,0.0289247963204119,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",39,0.0238865767335846,0.0297069363374864,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",12,0.0772279925203607,0.0947442776657812,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",42,0.0158385984913276,0.0205433094381364,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",37,0.0220638024664122,0.0300173040902827,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",13,0.0267431642832498,0.0356832909195696,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",40,0.0227763094746679,0.0272377862751187,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",13,0.0839620046190523,0.112930699306604,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",43,0.0279348643431369,0.0338771350624058,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",38,0.0333106615063093,0.0513410210521336,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",14,0.0259296273576605,0.0325970218348517,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",41,0.0367056518038472,0.0515734638800901,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",14,0.0317322159430421,0.0360462560467824,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",44,0.0349726177661501,0.054544068271613,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",17,0.106076364685951,0.120044696720715,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",15,0.0253453837951794,0.0353206175634237,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",20,0.0321516209384406,0.0415246545897703,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",15,0.0279159714389826,0.0500027106366642,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",45,0.0196539708304011,0.0230195071957376,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",18,0.185425439904145,0.205641652789925,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",16,0.0317374736789982,0.040890593052439,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",21,0.0354567631964142,0.0474273068967611,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",16,0.186057913221168,0.207426037560951,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",46,0.0356073321167002,0.0492500632006608,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",19,0.0684246514554562,0.0853343600867089,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",17,0.0256188345918736,0.0322582817332363,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",22,0.042596273628963,0.0675007583877426,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",20,0.0243282612641727,0.0348584765843904,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",47,0.026487349457187,0.0404992450968829,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",23,0.0317232075879504,0.0411057383760318,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",18,0.0340298229819378,0.0416828774819541,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",23,0.0504255751387638,0.058773717624877,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",21,0.0338438790937114,0.042326196860211,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",48,0.0211740467621047,0.0373139381555084,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",24,0.0334019512840274,0.0374787436177907,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",19,0.0184106377568912,0.0223982767080551,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",24,0.185689636556379,0.206242703383017,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",22,0.0274671370721646,0.0304231410986159,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",49,0.0387339840920092,0.0456449965707527,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",25,0.0289779135941106,0.0386771184974312,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",1,0.031970373975126,0.0399653607790447,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",25,0.0535829759236931,0.070192282052605,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",1,0.0545590069463656,0.0641088509519577,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",50,0.0225066479289424,0.0311433506341704,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",26,0.0296616821677678,0.0358939256009241,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",2,0.0190234138179593,0.0238170580835089,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",26,0.0383389795753243,0.0471217742634138,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",2,0.0385061186736953,0.0486361972811854,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",51,0.0281459639302281,0.0340798891927651,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",27,0.0222805865085237,0.0268328692230895,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",3,0.0267127502479081,0.0321935820641954,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",27,0.049422419204288,0.0626960958267111,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",3,0.185595665390559,0.205915753667245,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",52,0.0250060488099246,0.031434984437972,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",28,0.0343636459012049,0.0372759144579542,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",52,0.0338152764162442,0.0423688504775042,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",28,0.0680597758347311,0.0912136889740654,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",77,0.0281909636216148,0.0344890031161824,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",53,0.0330671301329586,0.0398852244426247,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",77,0.0522477253909286,0.0617826130490794,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",53,0.0702629749169861,0.0817488063913484,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",29,0.0632188279081548,0.082375491344247,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",78,0.0371085748956468,0.048541684105265,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",54,0.0254064683661454,0.0359360959585468,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",78,0.061378560979965,0.0715526541693424,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",54,0.0465783663694419,0.0565265537918245,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",30,0.0615603133184063,0.0778494683468801,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",79,0.0274758283310389,0.0354443387112852,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",55,0.027663677119232,0.034796948364784,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",79,0.0554411067339655,0.0670323354715265,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",55,0.0767288585741812,0.0990864587028685,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",31,0.0523202610928503,0.0645946878493263,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",80,0.0244054445462563,0.0280104366700677,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",56,0.0224305180007814,0.0303762892491108,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",80,0.0703368648180855,0.0826969839583188,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",56,0.0680650524757803,0.083332371970994,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",32,0.0662623277865153,0.0802399922567432,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",81,0.0260771032673067,0.0312622067618166,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",57,0.0406907110370106,0.0522554512896141,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",81,0.185645172502342,0.206321557432307,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",57,0.0462048655744981,0.0558435520491401,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",33,0.0352944217902353,0.0376973679596601,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",82,0.0376137558082677,0.0478622071091177,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",58,0.0310982469973021,0.0381746315064369,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",82,0.0427390711655033,0.0499516688141792,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",58,0.0348332491092956,0.0422101744444562,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",34,0.0727190785467183,0.0847056726265176,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",83,0.0401560807326939,0.0507698366130699,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",59,0.0159111196624923,0.0203061695006426,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",83,0.0787722974203433,0.0983522450771695,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",59,0.05557892371736,0.0741964005881131,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",35,0.0878919756091477,0.115531136997791,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",84,0.0274948373837417,0.0338493067286335,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",60,0.0274483704354973,0.0400520643220066,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",84,0.183856626763555,0.203849847994993,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",60,0.0346646668873194,0.0431097480581951,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",36,0.0724968070434862,0.089878953276203,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",85,0.0325284178780229,0.0401380107677324,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",61,0.0286177400878197,0.0337312229781441,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",85,0.0697419591547927,0.0825007443515011,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",61,0.052545107982743,0.0631667916910775,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",37,0.0404672456625466,0.0566838411909353,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",86,0.0307454999429851,0.0465342541293114,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",62,0.0195583664173053,0.0236813807236836,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",86,0.185539291454425,0.205803526695005,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",62,0.186226406099884,0.207920240294772,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",38,0.0610406746904961,0.0719947974489862,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",87,0.029382418890726,0.0385552260088077,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",63,0.0253452272083733,0.030782491060689,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",87,0.185655536427599,0.206373745445862,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",63,0.0756000895076698,0.0956030975842312,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",39,0.0820951479179478,0.108176089551203,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",88,0.0261423540960889,0.0381478653708542,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",64,0.0264355652091457,0.0341261697951972,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",88,0.0486383689811436,0.0565478765655481,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",64,0.0658340831792807,0.0838724622881357,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",40,0.0466004152157163,0.0637584543055001,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",89,0.0263070430529232,0.0347096326347468,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",65,0.0334084820077754,0.0430681986141962,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",89,0.0681321472545981,0.076872914085782,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",65,0.0495660262153368,0.0665260895301657,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",41,0.0516942707080612,0.0682791186560169,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",90,0.0287363811112437,0.0335914935826921,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",66,0.0445083961688224,0.0553665256562498,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",90,0.0638848688467352,0.0725379227529575,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",66,0.0308822918523195,0.0386124145386051,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",42,0.0457448478046926,0.0523262998412438,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",91,0.0172797363369329,0.0209023467545945,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",67,0.02958099095594,0.0376711816162019,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",91,0.0430109637113376,0.0563594149699564,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",67,0.18585931990285,0.206944206911242,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",43,0.0576070012919343,0.0842786631991148,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",92,0.0304450629535217,0.0400665731207119,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",68,0.0475414362191,0.0642888747668594,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",92,0.0571780321979438,0.0689483832136594,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",68,0.185659205756678,0.206022023044811,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",44,0.0572236333562701,0.0639055777657211,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",93,0.0273581072086093,0.0349674230110666,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",69,0.0310295603133734,0.0372844223708379,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",93,0.0435668527184232,0.0579788677739774,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",69,0.0486104789836602,0.0571038814432271,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",45,0.0374785407973826,0.0482862241767522,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",94,0.0263926929457988,0.0343225827728872,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",70,0.0165855086363341,0.0209208930924127,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",94,0.0811259361914598,0.0947826499721134,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",70,0.185496134682586,0.205738328285703,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",46,0.0823633248219291,0.0958257825227827,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",95,0.0266910452484334,0.0363025253702625,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",71,0.0387284917851335,0.0534589872620729,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",95,0.0707120937789632,0.0891889777233247,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",71,0.185686926511226,0.20637444636494,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",47,0.0675087906689825,0.0770233950990863,-2295.71301571873,29.3501924229084
