"scenario","n","d","rep","model","success","logLik","df","converged","hit_outer_limit","hit_max_stall","hit_raw_loglik_deterioration","stop_reason","grad_inf","step_l2","best_raw_loglik","best_raw_loglik_iteration","raw_loglik_drop_from_best","raw_loglik_drop_tol","outer_iterations","outer_log_lik_change","outer_stop_crit","elapsed_sec","error"
"n500_d4",500,4,66,"gamlss.longitudinal",TRUE,-1555.93061604438,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.000812287540611578,0.002,83.4307651519775,NA
"n500_d4",500,4,66,"gamlss2",TRUE,-2265.02712535949,30.9082961106005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21774196624756,NA
"n500_d4",500,4,67,"gamlss.longitudinal",TRUE,-1554.63278515352,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.000846273974957512,0.002,79.3959848880768,NA
"n500_d4",500,4,67,"gamlss2",TRUE,-2522.90457019509,24.0120295661629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04356288909912,NA
"n500_d4",500,4,68,"gamlss.longitudinal",TRUE,-1569.86439192476,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,11,0.00157719734693273,0.002,193.132941007614,NA
"n500_d4",500,4,68,"gamlss2",TRUE,-2469.50064081362,25.8396546858215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.427570104599,NA
"n500_d4",500,4,69,"gamlss.longitudinal",TRUE,-1553.1256574223,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,5,0.000715112777697868,0.002,108.509853839874,NA
"n500_d4",500,4,69,"gamlss2",TRUE,-2316.24811860799,26.7459344804381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95679187774658,NA
"n500_d4",500,4,70,"gamlss.longitudinal",TRUE,-1487.32361289378,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.000798761047690277,0.002,90.9498779773712,NA
"n500_d4",500,4,70,"gamlss2",TRUE,-2265.67533239323,23.764324704414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83574891090393,NA
"n500_d4",500,4,71,"gamlss.longitudinal",TRUE,-1454.69574741168,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.00107424005341272,0.002,83.7717139720917,NA
"n500_d4",500,4,71,"gamlss2",TRUE,-2336.21316436505,25.1236803093336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27863788604736,NA
"n500_d4",500,4,72,"gamlss.longitudinal",TRUE,-1613.2513955561,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.000793086784597108,0.002,91.4311559200287,NA
"n500_d4",500,4,72,"gamlss2",TRUE,-2355.31279060968,32.6801471980735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30517387390137,NA
"n500_d4",500,4,73,"gamlss.longitudinal",TRUE,-1523.68000835355,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.000639630174191552,0.002,108.949630975723,NA
"n500_d4",500,4,73,"gamlss2",TRUE,-2318.37885448699,29.0100763607571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62388300895691,NA
"n500_d4",500,4,74,"gamlss.longitudinal",TRUE,-1548.90433733632,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,6,0.00196847739039185,0.002,113.76678609848,NA
"n500_d4",500,4,74,"gamlss2",TRUE,-2287.89036081547,31.9533416578598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9928178787231,NA
"n500_d4",500,4,75,"gamlss.longitudinal",TRUE,-1549.40946366923,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.00116651456778527,0.002,87.6866579055786,NA
"n500_d4",500,4,75,"gamlss2",TRUE,-2269.58379649541,32.2664149428172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32018899917603,NA
"n500_d4",500,4,76,"gamlss.longitudinal",TRUE,-1459.54176721378,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.00147105742576059,0.002,96.2550859451294,NA
"n500_d4",500,4,76,"gamlss2",TRUE,-2290.80237507938,30.6542720944302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91398215293884,NA
"n500_d4",500,4,77,"gamlss.longitudinal",TRUE,-1445.74706650333,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,5,0.000859075105609008,0.002,97.9402840137482,NA
"n500_d4",500,4,77,"gamlss2",TRUE,-2185.82099831742,25.9879039771243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04782581329346,NA
"n500_d4",500,4,78,"gamlss.longitudinal",TRUE,-1432.15058904064,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.000949931177501639,0.002,86.1843991279602,NA
"n500_d4",500,4,78,"gamlss2",TRUE,-2253.8045389161,28.5567719175718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08386206626892,NA
"n500_d4",500,4,79,"gamlss.longitudinal",TRUE,-1474.38485474992,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.000834926173411077,0.002,94.7555360794067,NA
"n500_d4",500,4,79,"gamlss2",TRUE,-2197.53641243348,29.2494920666719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36275506019592,NA
"n500_d4",500,4,80,"gamlss.longitudinal",TRUE,-1559.96095167779,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.00118118807927203,0.002,77.9418280124664,NA
"n500_d4",500,4,80,"gamlss2",TRUE,-2300.68891143,29.6655779369124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65788602828979,NA
"n500_d4",500,4,81,"gamlss.longitudinal",TRUE,-1484.90804137421,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.000766427191365437,0.002,97.5233891010284,NA
"n500_d4",500,4,81,"gamlss2",TRUE,-2352.88754104466,24.3676135612314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4204580783844,NA
"n500_d4",500,4,82,"gamlss.longitudinal",TRUE,-1265.70545805959,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.0012058032727964,0.002,91.6314311027527,NA
"n500_d4",500,4,82,"gamlss2",TRUE,-2071.74261543133,27.2876265633519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83759689331055,NA
"n500_d4",500,4,83,"gamlss.longitudinal",TRUE,-1340.53258173986,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,5,0.000950761649164633,0.002,96.2830278873444,NA
"n500_d4",500,4,83,"gamlss2",TRUE,-2061.95874895536,31.5521647912258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43493580818176,NA
"n500_d4",500,4,84,"gamlss.longitudinal",TRUE,-1480.80821600377,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.0013579869169007,0.002,79.5758450031281,NA
"n500_d4",500,4,84,"gamlss2",TRUE,-2313.29917230526,26.1757979657455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68210887908936,NA
"n500_d4",500,4,85,"gamlss.longitudinal",TRUE,-1488.22400519333,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.00134077869006433,0.002,79.6549940109253,NA
"n500_d4",500,4,85,"gamlss2",TRUE,-2200.84937650843,30.9894486459758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26616096496582,NA
"n500_d4",500,4,86,"gamlss.longitudinal",TRUE,-1539.44820851997,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,6,0.00105453470428074,0.002,107.139447927475,NA
"n500_d4",500,4,86,"gamlss2",TRUE,-2437.45769375806,23.6019982281922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76445817947388,NA
"n500_d4",500,4,87,"gamlss.longitudinal",TRUE,-1496.33849824092,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.000857935856174663,0.002,106.812027931213,NA
"n500_d4",500,4,87,"gamlss2",TRUE,-2328.81473366462,24.6049262848769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3663330078125,NA
"n500_d4",500,4,88,"gamlss.longitudinal",TRUE,-1545.85948566308,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.00170933467325085,0.002,80.0477800369263,NA
"n500_d4",500,4,88,"gamlss2",TRUE,-2378.33541711424,29.0760704026124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51010203361511,NA
"n500_d4",500,4,89,"gamlss.longitudinal",TRUE,-1550.67075902519,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.00135324726807085,0.002,100.724180936813,NA
"n500_d4",500,4,89,"gamlss2",TRUE,-2377.04989849217,30.4163671281442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78220891952515,NA
"n500_d4",500,4,90,"gamlss.longitudinal",TRUE,-1550.49965270737,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,9,0.00135454531255164,0.002,109.560267925262,NA
"n500_d4",500,4,90,"gamlss2",TRUE,-2266.82750253426,32.8145082004926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28641796112061,NA
"n500_d4",500,4,91,"gamlss.longitudinal",TRUE,-1499.09874302347,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.000707988488329647,0.002,120.628130912781,NA
"n500_d4",500,4,91,"gamlss2",TRUE,-2331.46502019412,29.1986597479894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54250311851501,NA
"n500_d4",500,4,92,"gamlss.longitudinal",TRUE,-1475.98519377291,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.000777863408984558,0.002,101.612713098526,NA
"n500_d4",500,4,92,"gamlss2",TRUE,-2306.77206899646,31.3873733392074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77249908447266,NA
"n500_d4",500,4,93,"gamlss.longitudinal",TRUE,-1518.53155962851,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.000992495021819195,0.002,119.314831972122,NA
"n500_d4",500,4,93,"gamlss2",TRUE,-2293.98084388543,31.9298983830931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01985812187195,NA
"n500_d4",500,4,94,"gamlss.longitudinal",TRUE,-1524.61070659545,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.00139040913200006,0.002,88.9144310951233,NA
"n500_d4",500,4,94,"gamlss2",TRUE,-2314.51744174795,31.604755184348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98140692710876,NA
"n500_d4",500,4,95,"gamlss.longitudinal",TRUE,-1519.62415076826,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,5,0.00153630254817472,0.002,104.093918800354,NA
"n500_d4",500,4,95,"gamlss2",TRUE,-2374.20403803107,32.2169193409805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83142590522766,NA
"n500_d4",500,4,96,"gamlss.longitudinal",TRUE,-1467.12123437173,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,3,0.000582225119842406,0.002,89.3935959339142,NA
"n500_d4",500,4,96,"gamlss2",TRUE,-2257.19757444868,30.5420290520142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23799800872803,NA
"n500_d4",500,4,97,"gamlss.longitudinal",TRUE,-1388.23253204776,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,4,0.00139807699770245,0.002,122.955341100693,NA
"n500_d4",500,4,97,"gamlss2",TRUE,-2174.35105024408,28.8122952314408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65337681770325,NA
"n500_d4",500,4,98,"gamlss.longitudinal",TRUE,-1452.81388284556,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,5,0.00110788594201949,0.002,97.5966811180115,NA
"n500_d4",500,4,98,"gamlss2",TRUE,-2221.09956050227,31.085258767493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25474190711975,NA
"n500_d4",500,4,99,"gamlss.longitudinal",TRUE,-1598.80697019843,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,8,0.0016802755937988,0.002,120.004114866257,NA
"n500_d4",500,4,99,"gamlss2",TRUE,-2358.88416002209,25.6026537805111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36839699745178,NA
"n500_d4",500,4,100,"gamlss.longitudinal",TRUE,-1557.86835754797,NA,TRUE,FALSE,FALSE,FALSE,"tolerance",NA,NA,-Inf,NA,NA,10,5,0.00163818037890451,0.002,102.913866996765,NA
"n500_d4",500,4,100,"gamlss2",TRUE,-2323.61892676886,30.9343202433245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48168301582336,NA
