"model","parameter","term","estimate","std_error","true_value","intercept_includes_fitted_smooth_mean","scenario","n","d","rep"
"gamlss2","theta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,28
"gamlss2","theta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,28
"gamlss2","theta","t",NA,NA,NA,FALSE,"n500_d4",500,4,28
"gamlss2","zeta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,28
"gamlss2","zeta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,28
"gamlss2","zeta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,28
"gamlss2","zeta","t",NA,NA,NA,FALSE,"n500_d4",500,4,28
"gamlss.longitudinal","mu","intercept",0.817972022437028,0.0163881402505652,0.794643128244609,TRUE,"n500_d4",500,4,29
"gamlss.longitudinal","mu","x1",0.122274987909283,0.0104891555729736,0.12,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","mu","x2",-0.092536392766105,0.0225010136869577,-0.1,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","mu","t",0.145047672052895,0.0143913274261667,0.18,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","sigma","intercept",-1.20477656056895,0.0427226746466651,-1.22292379238685,TRUE,"n500_d4",500,4,29
"gamlss.longitudinal","sigma","x1",0.207871519279621,0.0262708071682341,0.18,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","sigma","x2",0.119454914586838,0.0513000003578067,0.12,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","sigma","t",0.142177903921519,0.0330477403186978,0.15,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","nu","intercept",-0.0385120830073241,0.0926541874824803,0,TRUE,"n500_d4",500,4,29
"gamlss.longitudinal","nu","x1",0.148689697179742,0.0456883794629589,0.1,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","nu","x2",-0.071588441485435,0.0996023734169588,-0.08,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","nu","t",0.162403712213856,0.0935944143548667,0.12,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","tau","intercept",0.506038144031222,0.102999071145756,0.5,TRUE,"n500_d4",500,4,29
"gamlss.longitudinal","tau","x1",-0.022760132759346,0.0616072654982986,-0.08,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","tau","x2",0.0373647932943738,0.115157544915415,0.1,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","tau","t",0.210023377053551,0.122644093565125,0.11,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","theta","intercept",1.08523357305761,0.0621396167130184,1.05015852428805,TRUE,"n500_d4",500,4,29
"gamlss.longitudinal","theta","x1",0.282707804240355,0.0358649789138695,0.25,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","theta","x2",-0.0931769042683964,0.0709851609747084,-0.1,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","theta","t",0.0871523383336542,0.10748622613348,0.2,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","zeta","intercept",0.531185744217798,0.590666249577164,0.5,TRUE,"n500_d4",500,4,29
"gamlss.longitudinal","zeta","x1",-0.416200181225699,0.364894551985703,0.12,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","zeta","x2",0.0955651887881007,0.650880986982414,-0.1,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","zeta","t",-0.00845088785752397,1.11060455602249,0.1,FALSE,"n500_d4",500,4,29
"gamlss2","mu","intercept",0.81748759767711,0.0137810368244787,0.794643128244609,FALSE,"n500_d4",500,4,29
"gamlss2","mu","x1",0.123358087439955,0.00711577166610053,0.12,FALSE,"n500_d4",500,4,29
"gamlss2","mu","x2",-0.0935740745554133,0.0147370811530187,-0.1,FALSE,"n500_d4",500,4,29
"gamlss2","mu","t",0.149641750223256,0.0197261327346906,0.18,FALSE,"n500_d4",500,4,29
"gamlss2","sigma","intercept",-1.20146286032411,0.0333460177491241,-1.22292379238685,FALSE,"n500_d4",500,4,29
"gamlss2","sigma","x1",0.195393809630659,0.0177100514855057,0.18,FALSE,"n500_d4",500,4,29
"gamlss2","sigma","x2",0.1116362300364,0.0332121610674514,0.12,FALSE,"n500_d4",500,4,29
"gamlss2","sigma","t",0.128817546404462,0.0427492777106193,0.15,FALSE,"n500_d4",500,4,29
"gamlss2","nu","intercept",-0.0566438215019995,0.10729604722125,0,FALSE,"n500_d4",500,4,29
"gamlss2","nu","x1",0.0846095930305295,0.0480584485902648,0.1,FALSE,"n500_d4",500,4,29
"gamlss2","nu","x2",-0.115322288477395,0.102663792405123,-0.08,FALSE,"n500_d4",500,4,29
"gamlss2","nu","t",0.17274357014124,0.130013091790152,0.12,FALSE,"n500_d4",500,4,29
"gamlss2","tau","intercept",0.505553905146028,0.110053828800851,0.5,FALSE,"n500_d4",500,4,29
"gamlss2","tau","x1",-0.0212890293175304,0.0669376268965977,-0.08,FALSE,"n500_d4",500,4,29
"gamlss2","tau","x2",0.174699722026134,0.118084583197368,0.1,FALSE,"n500_d4",500,4,29
"gamlss2","tau","t",0.194124278519975,0.154235427036968,0.11,FALSE,"n500_d4",500,4,29
"gamlss2","theta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,29
"gamlss2","theta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,29
"gamlss2","theta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,29
"gamlss2","theta","t",NA,NA,NA,FALSE,"n500_d4",500,4,29
"gamlss2","zeta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,29
"gamlss2","zeta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,29
"gamlss2","zeta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,29
"gamlss2","zeta","t",NA,NA,NA,FALSE,"n500_d4",500,4,29
"gamlss.longitudinal","mu","intercept",0.737027009903045,0.0174200320409134,0.757730272672871,TRUE,"n500_d4",500,4,30
"gamlss.longitudinal","mu","x1",0.105213096546868,0.0113880618926878,0.12,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","mu","x2",-0.0739381897442242,0.0238393638730306,-0.1,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","mu","t",0.192013605736022,0.014694263859475,0.18,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","sigma","intercept",-1.20771712447282,0.0410481154420489,-1.20088146869999,TRUE,"n500_d4",500,4,30
"gamlss.longitudinal","sigma","x1",0.157477071856428,0.0277156982706014,0.18,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","sigma","x2",0.115167774508818,0.0523776031842133,0.12,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","sigma","t",0.15924750516799,0.0360856436674584,0.15,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","nu","intercept",-0.0126077593327302,0.0893735405440554,0,TRUE,"n500_d4",500,4,30
"gamlss.longitudinal","nu","x1",0.0800358895591504,0.0524124291130445,0.1,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","nu","x2",-0.057221002852039,0.100840491002975,-0.08,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","nu","t",0.0961207165489067,0.102071229174273,0.12,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","tau","intercept",0.598993722890133,0.0857384282142278,0.5,TRUE,"n500_d4",500,4,30
"gamlss.longitudinal","tau","x1",-0.087716914806827,0.0591457904492123,-0.08,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","tau","x2",-0.0357259688775702,0.10432589428738,0.1,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","tau","t",0.0179297106104698,0.112424300107068,0.11,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","theta","intercept",1.03946826752912,0.0626309091145952,1.03396781970821,TRUE,"n500_d4",500,4,30
"gamlss.longitudinal","theta","x1",0.162808894254203,0.0389615519570834,0.25,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","theta","x2",-0.144832296722825,0.0727122995462214,-0.1,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","theta","t",0.176203393872132,0.111873687548783,0.2,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","zeta","intercept",1.22711047112191,0.628812011651487,0.5,TRUE,"n500_d4",500,4,30
"gamlss.longitudinal","zeta","x1",-0.225139527261563,0.419487220486219,0.12,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","zeta","x2",-0.748936236218465,0.706326251743881,-0.1,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","zeta","t",-0.862384810052486,1.29936381342412,0.1,FALSE,"n500_d4",500,4,30
"gamlss2","mu","intercept",0.740255383108885,0.0140168126803272,0.757730272672871,FALSE,"n500_d4",500,4,30
"gamlss2","mu","x1",0.106209141005827,0.00713312662006524,0.12,FALSE,"n500_d4",500,4,30
"gamlss2","mu","x2",-0.0784178239294251,0.014978048543091,-0.1,FALSE,"n500_d4",500,4,30
"gamlss2","mu","t",0.194345261806942,0.0196284165639686,0.18,FALSE,"n500_d4",500,4,30
"gamlss2","sigma","intercept",-1.23104437979857,0.0317108997726285,-1.20088146869999,FALSE,"n500_d4",500,4,30
"gamlss2","sigma","x1",0.154539389347455,0.0173934707908211,0.18,FALSE,"n500_d4",500,4,30
"gamlss2","sigma","x2",0.135170831402202,0.0347398607095246,0.12,FALSE,"n500_d4",500,4,30
"gamlss2","sigma","t",0.155991243103614,0.0434477985424383,0.15,FALSE,"n500_d4",500,4,30
"gamlss2","nu","intercept",0.0436345570912883,0.102939632293378,0,FALSE,"n500_d4",500,4,30
"gamlss2","nu","x1",-0.0520322314602237,0.0519438345538678,0.1,FALSE,"n500_d4",500,4,30
"gamlss2","nu","x2",-0.061977054687862,0.105893087873292,-0.08,FALSE,"n500_d4",500,4,30
"gamlss2","nu","t",0.0594560654274294,0.133034991994873,0.12,FALSE,"n500_d4",500,4,30
"gamlss2","tau","intercept",0.673149604946511,0.103729723098613,0.5,FALSE,"n500_d4",500,4,30
"gamlss2","tau","x1",0.0230701019767777,0.0550399661816189,-0.08,FALSE,"n500_d4",500,4,30
"gamlss2","tau","x2",-0.0539857917101153,0.113925825468506,0.1,FALSE,"n500_d4",500,4,30
"gamlss2","tau","t",0.011672665658922,0.140677365521937,0.11,FALSE,"n500_d4",500,4,30
"gamlss2","theta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,30
"gamlss2","theta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,30
"gamlss2","theta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,30
"gamlss2","theta","t",NA,NA,NA,FALSE,"n500_d4",500,4,30
"gamlss2","zeta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,30
"gamlss2","zeta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,30
"gamlss2","zeta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,30
"gamlss2","zeta","t",NA,NA,NA,FALSE,"n500_d4",500,4,30
"gamlss.longitudinal","mu","intercept",0.782555272697403,0.0162824105501556,0.799782912534822,TRUE,"n500_d4",500,4,31
"gamlss.longitudinal","mu","x1",0.123384614060494,0.0107629893047634,0.12,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","mu","x2",-0.0808662783369915,0.0231528273634925,-0.1,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","mu","t",0.186007653051184,0.0148977431000388,0.18,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","sigma","intercept",-1.255423470424,0.0418211393943613,-1.19590793382056,TRUE,"n500_d4",500,4,31
"gamlss.longitudinal","sigma","x1",0.160066079250108,0.0238317132404623,0.18,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","sigma","x2",0.155332299011893,0.0488798299906767,0.12,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","sigma","t",0.222127645720992,0.0342763154303291,0.15,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","nu","intercept",-0.0502713300904537,0.0978744658379526,0,TRUE,"n500_d4",500,4,31
"gamlss.longitudinal","nu","x1",0.0782190606809088,0.050888340624841,0.1,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","nu","x2",-0.116595517354724,0.101139580138023,-0.08,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","nu","t",0.326450145293078,0.0924548954385946,0.12,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","tau","intercept",0.465614218839043,0.0905461909401529,0.5,TRUE,"n500_d4",500,4,31
"gamlss.longitudinal","tau","x1",-0.066178286895204,0.0504706459685762,-0.08,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","tau","x2",0.159464306693258,0.103385846826866,0.1,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","tau","t",0.197047927641461,0.109708916361227,0.11,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","theta","intercept",0.943214868844294,0.06206437210309,1.03560515110928,TRUE,"n500_d4",500,4,31
"gamlss.longitudinal","theta","x1",0.185747068307443,0.0343619009012038,0.25,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","theta","x2",-0.0600886282626376,0.0696339967591591,-0.1,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","theta","t",0.39046484063835,0.105904734187534,0.2,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","zeta","intercept",-0.0532716791042338,0.606070287617957,0.5,TRUE,"n500_d4",500,4,31
"gamlss.longitudinal","zeta","x1",-0.100179621524631,0.310228688168989,0.12,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","zeta","x2",0.564645236036271,0.652351459214289,-0.1,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","zeta","t",1.90302288660586,1.21172179282679,0.1,FALSE,"n500_d4",500,4,31
"gamlss2","mu","intercept",0.781282735413475,0.0129712674872809,0.799782912534822,FALSE,"n500_d4",500,4,31
"gamlss2","mu","x1",0.11994324498101,0.00722852360402534,0.12,FALSE,"n500_d4",500,4,31
"gamlss2","mu","x2",-0.0870863922942682,0.0150890470150496,-0.1,FALSE,"n500_d4",500,4,31
"gamlss2","mu","t",0.193637827052274,0.0200861559784041,0.18,FALSE,"n500_d4",500,4,31
"gamlss2","sigma","intercept",-1.24346051016665,0.0364189085421803,-1.19590793382056,FALSE,"n500_d4",500,4,31
"gamlss2","sigma","x1",0.160489028372332,0.0163533328226731,0.18,FALSE,"n500_d4",500,4,31
"gamlss2","sigma","x2",0.137422192001564,0.034698916000503,0.12,FALSE,"n500_d4",500,4,31
"gamlss2","sigma","t",0.208214138741168,0.0454047225048491,0.15,FALSE,"n500_d4",500,4,31
"gamlss2","nu","intercept",-0.105378589578903,0.119944661486835,0,FALSE,"n500_d4",500,4,31
"gamlss2","nu","x1",0.0558564044800394,0.0515018497409894,0.1,FALSE,"n500_d4",500,4,31
"gamlss2","nu","x2",-0.0525491228413053,0.10756928528651,-0.08,FALSE,"n500_d4",500,4,31
"gamlss2","nu","t",0.32262679081266,0.138718384642142,0.12,FALSE,"n500_d4",500,4,31
"gamlss2","tau","intercept",0.341493613154252,0.101434526220514,0.5,FALSE,"n500_d4",500,4,31
"gamlss2","tau","x1",-0.110544373403832,0.049245253368772,-0.08,FALSE,"n500_d4",500,4,31
"gamlss2","tau","x2",0.175553710509288,0.107485199194425,0.1,FALSE,"n500_d4",500,4,31
"gamlss2","tau","t",0.324599661806507,0.134345118995295,0.11,FALSE,"n500_d4",500,4,31
"gamlss2","theta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,31
"gamlss2","theta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,31
"gamlss2","theta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,31
"gamlss2","theta","t",NA,NA,NA,FALSE,"n500_d4",500,4,31
"gamlss2","zeta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,31
"gamlss2","zeta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,31
"gamlss2","zeta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,31
"gamlss2","zeta","t",NA,NA,NA,FALSE,"n500_d4",500,4,31
"gamlss.longitudinal","mu","intercept",0.747232572410674,0.0165626283085405,0.780570836653399,TRUE,"n500_d4",500,4,32
"gamlss.longitudinal","mu","x1",0.113397713766156,0.0105343006670679,0.12,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","mu","x2",-0.0562315696095816,0.0232451657549176,-0.1,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","mu","t",0.200431206640863,0.0133711579272321,0.18,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","sigma","intercept",-1.20985789303558,0.0421763287483646,-1.22469636600746,TRUE,"n500_d4",500,4,32
"gamlss.longitudinal","sigma","x1",0.169447149922351,0.0263106541277422,0.18,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","sigma","x2",0.123447687501594,0.0538707727486568,0.12,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","sigma","t",0.101834339379475,0.0334788891192366,0.15,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","nu","intercept",0.037536528014137,0.0992577001581983,0,TRUE,"n500_d4",500,4,32
"gamlss.longitudinal","nu","x1",0.0962574808196938,0.0549806002645469,0.1,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","nu","x2",-0.116568649312594,0.104406779089992,-0.08,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","nu","t",0.200849382904159,0.105351988372878,0.12,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","tau","intercept",0.603231260230154,0.0996913669446015,0.5,TRUE,"n500_d4",500,4,32
"gamlss.longitudinal","tau","x1",-0.0507048562815263,0.0542474810929306,-0.08,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","tau","x2",0.0243729568176051,0.107725589171769,0.1,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","tau","t",-0.0445716762275311,0.118193743130572,0.11,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","theta","intercept",1.03288699886523,0.0655805943948675,1.04978839156744,TRUE,"n500_d4",500,4,32
"gamlss.longitudinal","theta","x1",0.236854975980339,0.0370091220401506,0.25,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","theta","x2",-0.0892131585753261,0.0746223161587619,-0.1,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","theta","t",0.177513715723345,0.113828100927617,0.2,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","zeta","intercept",-0.0888436921315811,0.847205529664513,0.5,TRUE,"n500_d4",500,4,32
"gamlss.longitudinal","zeta","x1",0.520306376376546,0.546613618138152,0.12,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","zeta","x2",-0.639336767049155,1.00626674985035,-0.1,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","zeta","t",0.181936080244142,1.59079519152112,0.1,FALSE,"n500_d4",500,4,32
"gamlss2","mu","intercept",0.74527911491896,0.0134814157089276,0.780570836653399,FALSE,"n500_d4",500,4,32
"gamlss2","mu","x1",0.119995863852788,0.00692226014215608,0.12,FALSE,"n500_d4",500,4,32
"gamlss2","mu","x2",-0.0638742804641326,0.0150313360317308,-0.1,FALSE,"n500_d4",500,4,32
"gamlss2","mu","t",0.223361079777004,0.0193256021488741,0.18,FALSE,"n500_d4",500,4,32
"gamlss2","sigma","intercept",-1.21920462771986,0.0324691212196572,-1.22469636600746,FALSE,"n500_d4",500,4,32
"gamlss2","sigma","x1",0.162063502495652,0.0164816169864793,0.18,FALSE,"n500_d4",500,4,32
"gamlss2","sigma","x2",0.113291666052573,0.0330855584283185,0.12,FALSE,"n500_d4",500,4,32
"gamlss2","sigma","t",0.0983197194839779,0.0427007946837405,0.15,FALSE,"n500_d4",500,4,32
"gamlss2","nu","intercept",0.122555639366781,0.112695581254811,0,FALSE,"n500_d4",500,4,32
"gamlss2","nu","x1",0.109800021019208,0.0557306466057639,0.1,FALSE,"n500_d4",500,4,32
"gamlss2","nu","x2",-0.280399727542806,0.105426149136071,-0.08,FALSE,"n500_d4",500,4,32
"gamlss2","nu","t",0.207510779214889,0.140575673762109,0.12,FALSE,"n500_d4",500,4,32
"gamlss2","tau","intercept",0.549728426609738,0.108527412765347,0.5,FALSE,"n500_d4",500,4,32
"gamlss2","tau","x1",-0.0360001490436139,0.0606828187329058,-0.08,FALSE,"n500_d4",500,4,32
"gamlss2","tau","x2",0.235755964075456,0.117580336101631,0.1,FALSE,"n500_d4",500,4,32
"gamlss2","tau","t",0.077019746355306,0.151181390359771,0.11,FALSE,"n500_d4",500,4,32
"gamlss2","theta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,32
"gamlss2","theta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,32
"gamlss2","theta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,32
"gamlss2","theta","t",NA,NA,NA,FALSE,"n500_d4",500,4,32
"gamlss2","zeta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,32
"gamlss2","zeta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,32
"gamlss2","zeta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,32
"gamlss2","zeta","t",NA,NA,NA,FALSE,"n500_d4",500,4,32
"gamlss.longitudinal","mu","intercept",0.769549905817649,0.015636935780649,0.780196921555194,TRUE,"n500_d4",500,4,33
"gamlss.longitudinal","mu","x1",0.11531254471514,0.0108655663074754,0.12,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","mu","x2",-0.102698508484799,0.02137541172214,-0.1,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","mu","t",0.18787605523333,0.0143547007541671,0.18,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","sigma","intercept",-1.19265985151772,0.0453550271198311,-1.19672223855532,TRUE,"n500_d4",500,4,33
"gamlss.longitudinal","sigma","x1",0.202042824050874,0.0247984957320906,0.18,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","sigma","x2",0.0766106136335529,0.0513600071880473,0.12,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","sigma","t",0.132168348301654,0.0346870176900897,0.15,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","nu","intercept",0.0163034415367621,0.0959354062374657,0,TRUE,"n500_d4",500,4,33
"gamlss.longitudinal","nu","x1",0.0906385108862923,0.0582997051805251,0.1,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","nu","x2",-0.0767338743562648,0.105420087475086,-0.08,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","nu","t",0.17723589041836,0.0893029136810372,0.12,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","tau","intercept",0.35664075324169,0.0834275923231684,0.5,TRUE,"n500_d4",500,4,33
"gamlss.longitudinal","tau","x1",-0.182275051318676,0.0583956290836997,-0.08,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","tau","x2",0.219289621543263,0.105097598793994,0.1,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","tau","t",0.238193738039698,0.102869591195454,0.11,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","theta","intercept",1.08792373830965,0.0623152167570826,1.03094304990632,TRUE,"n500_d4",500,4,33
"gamlss.longitudinal","theta","x1",0.229894522433182,0.0379847027064122,0.25,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","theta","x2",-0.224997480923828,0.0717099043865936,-0.1,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","theta","t",0.0695638521175897,0.109100171041545,0.2,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","zeta","intercept",0.856069797546342,0.636542213222386,0.5,TRUE,"n500_d4",500,4,33
"gamlss.longitudinal","zeta","x1",-0.602068852321086,0.466584900937337,0.12,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","zeta","x2",-1.37605330188323,0.918019294643016,-0.1,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","zeta","t",-0.0402125845810349,1.29130216238972,0.1,FALSE,"n500_d4",500,4,33
"gamlss2","mu","intercept",0.771969814556925,0.0139605459419298,0.780196921555194,FALSE,"n500_d4",500,4,33
"gamlss2","mu","x1",0.114776236700741,0.00753390597741841,0.12,FALSE,"n500_d4",500,4,33
"gamlss2","mu","x2",-0.11213295144074,0.0145336967459961,-0.1,FALSE,"n500_d4",500,4,33
"gamlss2","mu","t",0.189325344681465,0.0193263765006206,0.18,FALSE,"n500_d4",500,4,33
"gamlss2","sigma","intercept",-1.20056347078643,0.0343337432275901,-1.19672223855532,FALSE,"n500_d4",500,4,33
"gamlss2","sigma","x1",0.191240233080941,0.017895191892869,0.18,FALSE,"n500_d4",500,4,33
"gamlss2","sigma","x2",0.0742861262822886,0.034461657543796,0.12,FALSE,"n500_d4",500,4,33
"gamlss2","sigma","t",0.128676219572744,0.0441588026055439,0.15,FALSE,"n500_d4",500,4,33
"gamlss2","nu","intercept",-0.0730030019210566,0.112526438167101,0,FALSE,"n500_d4",500,4,33
"gamlss2","nu","x1",0.138771368332011,0.0610337631079286,0.1,FALSE,"n500_d4",500,4,33
"gamlss2","nu","x2",-0.134029067458245,0.107204905132745,-0.08,FALSE,"n500_d4",500,4,33
"gamlss2","nu","t",0.24602294804442,0.135955911845366,0.12,FALSE,"n500_d4",500,4,33
"gamlss2","tau","intercept",0.50119656292817,0.0952509558614416,0.5,FALSE,"n500_d4",500,4,33
"gamlss2","tau","x1",-0.128802007020994,0.058884871654245,-0.08,FALSE,"n500_d4",500,4,33
"gamlss2","tau","x2",0.014260626886981,0.105095820209551,0.1,FALSE,"n500_d4",500,4,33
"gamlss2","tau","t",0.190557072020081,0.132148104943398,0.11,FALSE,"n500_d4",500,4,33
"gamlss2","theta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,33
"gamlss2","theta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,33
"gamlss2","theta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,33
"gamlss2","theta","t",NA,NA,NA,FALSE,"n500_d4",500,4,33
"gamlss2","zeta","intercept",NA,NA,NA,FALSE,"n500_d4",500,4,33
"gamlss2","zeta","x1",NA,NA,NA,FALSE,"n500_d4",500,4,33
"gamlss2","zeta","x2",NA,NA,NA,FALSE,"n500_d4",500,4,33
"gamlss2","zeta","t",NA,NA,NA,FALSE,"n500_d4",500,4,33
"gamlss.longitudinal","mu","intercept",0.789373421546783,0.019032428908948,0.796510569380286,TRUE,"n500_d4",500,4,34
"gamlss.longitudinal","mu","x1",0.125488222060997,0.0115291879446432,0.12,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","mu","x2",-0.106422041550741,0.0234180371366242,-0.1,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","mu","t",0.171818182725687,0.0146179412169192,0.18,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","sigma","intercept",-1.07960304443821,0.0441498722430753,-1.2083546728727,TRUE,"n500_d4",500,4,34
"gamlss.longitudinal","sigma","x1",0.223935522861954,0.0264186541518758,0.18,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","sigma","x2",-0.00232527548328809,0.0507426606841902,0.12,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","sigma","t",0.165496934719205,0.0319912341015228,0.15,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","nu","intercept",-0.042569400632937,0.0869844850305721,0,TRUE,"n500_d4",500,4,34
"gamlss.longitudinal","nu","x1",0.10797597760229,0.050667358340476,0.1,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","nu","x2",-0.0683204628385233,0.0932352104249121,-0.08,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","nu","t",0.145387631894881,0.0865681533403017,0.12,FALSE,"n500_d4",500,4,34
"gamlss.longitudinal","tau","intercept",0.422138908832017,0.084500861670188,0.5,TRUE,"n500_d4",500,4,34
"gamlss.longitudinal","tau","x1",-0.113825497502762,0.0527842096661113,-0.08,FALSE,"n500_d4",500,4,34
