"generating_copula","tau_label","n_subject","rep","fit_id","margin_family","capability_registry_version","producer_sha256","package_source_sha256","configuration_sha256","stage","fitted_copula","correctly_specified","target_tau","n_time","seed","dataset_seed","attempted","success","converged","retained","stop_reason","failure_type","error","warnings","marginal_loglik","copula_loglik","joint_loglik","aic_joint","bic_joint","elapsed_sec","n_parameters","fitted_mu","fitted_sigma","mu_bias","sigma_bias","margin_param_rmse","mu_covered_95","sigma_covered_95","fitted_copula_tau","tau_abs_error","benchmark_mae","benchmark_rmse","benchmark_mean_bias","benchmark_mean_mae","benchmark_mean_rmse","benchmark_q90_mae","benchmark_neg_log_score","benchmark_upper_tail_error_90","benchmark_interval_coverage_95","benchmark_interval_width_95","benchmark_pit_ks_p_value","benchmark_pit_mean_abs_error","benchmark_tail_error_lower_05","benchmark_tail_error_upper_05","correct_joint_loglik","correct_copula_loglik","correct_tau_abs_error","correct_margin_param_rmse","correct_elapsed_sec","delta_joint_loglik_vs_correct","delta_copula_loglik_vs_correct","delta_tau_abs_error_vs_correct","delta_margin_rmse_vs_correct","delta_elapsed_sec_vs_correct"
"N","moderate",50,1,"gen-N__fit-N__tau-moderate__n-50__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,20971136,20971136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-253.029125821291,7.95363806703324,-245.075487754258,496.150975508516,506.04592760816,6.58,3,2.12322976521132,0.432936976318502,0.123229765211323,-0.0670630236814981,0.0992043955158814,TRUE,FALSE,0.209092088647725,0.0409079113522751,0.697326622689197,0.895953340449148,0.123229765211323,0.123229765211323,0.123229765211323,0.0128978298223847,1.26514562910646,0.00183115709216009,0.94,3.5464403830727,0.824527899238341,0.00168969888800385,0.015,0.01,-245.075487754258,7.95363806703324,0.0409079113522751,0.0992043955158814,6.58,0,0,0,0,0
"N","moderate",50,1,"gen-N__fit-C__tau-moderate__n-50__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,20971143,20971136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-253.048714127877,4.40085217366565,-248.647861954212,503.295723908423,513.190676008067,6.55,3,2.12932229992149,0.434490480020608,0.129322299921488,-0.0655095199793918,0.102507937411972,TRUE,FALSE,0.126959256014145,0.123040743985855,0.69781402546601,0.896034327716406,0.129322299921488,0.129322299921488,0.129322299921488,0.0270129485127164,1.26524357063939,0.00383957106895105,0.945,3.56898631087005,0.819769344516256,0.000130025539726408,0.015,0.01,-245.075487754258,7.95363806703324,0.0409079113522751,0.0992043955158814,6.58,-3.572374199954,-3.55278589336759,0.0821328326335799,0.00330354189609061,-0.0300000000000002
"C","moderate",50,1,"gen-C__fit-N__tau-moderate__n-50__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,20971236,20971243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-264.930217373273,19.9527871088801,-244.977430264393,495.954860528786,505.84981262843,9.43,3,1.97763031960163,0.498002755292143,-0.0223696803983726,-0.00199724470785656,0.0158806735932138,TRUE,TRUE,0.299460024135021,0.0494600241350214,0.772600573311979,0.982656582150272,-0.0223696803983726,0.0223696803983726,0.0223696803983726,0.0426967572646437,1.32465108686637,-0.00528505883042951,0.95,3.78120388008492,0.986229665033074,0.00158988806437754,0.02,-0.02,-242.623507123851,22.4450939277502,0.00541891833680835,0.00490933332421468,11.93,-2.35392314054201,-2.4923068188701,0.044041105798213,0.0109713402689991,-2.5
"C","moderate",50,1,"gen-C__fit-C__tau-moderate__n-50__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,20971243,20971243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-265.068601051601,22.4450939277502,-242.623507123851,491.247014247702,501.141966347347,11.93,3,1.99832116602732,0.493263188894687,-0.00167883397268032,-0.00673681110531266,0.00490933332421468,TRUE,TRUE,0.255418918336808,0.00541891833680835,0.775279262895474,0.982961175336327,-0.00167883397268032,0.00167883397268032,0.00167883397268032,0.0209923703713315,1.32534300525801,-0.00263476042363509,0.95,3.78581394818951,0.988512901587768,0.00501403185889587,0.02,-0.02,-242.623507123851,22.4450939277502,0.00541891833680835,0.00490933332421468,11.93,0,0,0,0,0
"N","high",50,1,"gen-N__fit-N__tau-high__n-50__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,20971137,20971137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-286.247497131242,79.5545283051559,-206.692968826086,419.385937652171,429.280889751815,10.64,3,2.2423643556532,0.500258711897228,0.242364355653196,0.000258711897228037,0.171377577038297,TRUE,TRUE,0.597318847071755,0.0473188470717549,0.870979479595958,1.09425724292224,0.242364355653196,0.242364355653196,0.242364355653196,0.405579396640141,1.43123748565621,0.0550129701369216,0.945,4.3060249806388,0.432138296738047,0.0136800548438558,0.01,0,-206.692968826086,79.5545283051559,0.0473188470717549,0.171377577038297,10.64,0,0,0,0,0
"N","high",50,1,"gen-N__fit-C__tau-high__n-50__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,20971144,20971137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-287.720221606144,63.5393397356471,-224.180881870497,454.361763740994,464.256715840638,10.27,3,2.34005457810676,0.517280995979233,0.340054578106758,0.0172809959792332,0.240765185308632,FALSE,TRUE,0.474584493383288,0.0754155066167122,0.89810115518073,1.10327084258089,0.340054578106758,0.340054578106758,0.340054578106758,0.622515185391835,1.43860110803072,0.084195870726861,0.97,4.64018021180788,0.0706524104572541,0.0327289915944609,0.01,-0.02,-206.692968826086,79.5545283051559,0.0473188470717549,0.171377577038297,10.64,-17.487913044411,-16.0151885695088,0.0280966595449573,0.069387608270335,-0.370000000000001
"C","high",50,1,"gen-C__fit-N__tau-high__n-50__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,20971237,20971244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-257.733800901971,46.3235702088943,-211.410230693076,428.820461386153,438.715413485797,13.02,3,1.99304500998266,0.465007440320426,-0.00695499001733646,-0.0349925596795741,0.0252274762815249,TRUE,TRUE,0.459285436081195,0.0907145639188048,0.742169586698428,0.939120476863386,-0.00695499001733646,0.00695499001733646,0.00695499001733646,0.105978245872408,1.28866900450985,-0.0136447623276483,0.945,3.56724959097179,0.796672891983708,0.00765591928555909,-0.01,0.005,-194.591614244847,63.1045582609758,0.0651602664847455,0.024609016693318,10.69,-16.818616448229,-16.7809880520815,0.0255542974340593,0.000618459588206898,2.33
"C","high",50,1,"gen-C__fit-C__tau-high__n-50__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,20971244,20971244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-257.696172505822,63.1045582609758,-194.591614244847,395.183228489693,405.078180589337,10.69,3,2.00046842567381,0.465200747384288,0.000468425673806561,-0.0347992526157118,0.024609016693318,TRUE,TRUE,0.484839733515255,0.0651602664847455,0.742911928267543,0.93895680440488,0.000468425673806561,0.000468425673806561,0.000468425673806561,0.0934070752181642,1.28848086252911,-0.0120686009506885,0.945,3.58197294788963,0.854839044766642,0.00551126404196989,-0.01,0.005,-194.591614244847,63.1045582609758,0.0651602664847455,0.024609016693318,10.69,0,0,0,0,0
"N","moderate",150,1,"gen-N__fit-N__tau-moderate__n-150__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,20972136,20972136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-796.114431269041,39.0153862187897,-757.099045050251,1520.1980901005,1533.38887906615,7.3,3,2.04891687360802,0.482804963580741,0.0489168736080154,-0.0171950364192587,0.0366642182586932,TRUE,TRUE,0.261626212043916,0.0116262120439157,0.773316031663744,0.987204804926573,0.0489168736080154,0.0489168736080154,0.0489168736080154,0.0340744401328972,1.3268573854484,0.00442009749002292,0.956666666666667,3.8024604917284,0.887580591293097,0.00153210598561548,-0.00666666666666667,-0.00166666666666667,-757.099045050251,39.0153862187897,0.0116262120439157,0.0366642182586932,7.3,0,0,0,0,0
"N","moderate",150,1,"gen-N__fit-C__tau-moderate__n-150__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,20972143,20972136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-796.204306637521,28.1000379246225,-768.104268712899,1542.2085374258,1555.39932639145,8.06,3,2.06397303230225,0.486839790888611,0.0639730323022492,-0.0131602091113888,0.0461830053472059,TRUE,TRUE,0.190157455996761,0.0598425440032386,0.775388565555248,0.987273297195649,0.0639730323022492,0.0639730323022492,0.0639730323022492,0.0701367185429276,1.3270071777292,0.00911327398048112,0.96,3.86120699019882,0.725195482760941,0.00185076538384066,-0.00833333333333334,-0.005,-757.099045050251,39.0153862187897,0.0116262120439157,0.0366642182586932,7.3,-11.0052236626481,-10.9153482941672,0.0482163319593229,0.0095187870885127,0.760000000000001
"C","moderate",150,1,"gen-C__fit-N__tau-moderate__n-150__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,20972236,20972243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-840.880455488215,51.7484375346898,-789.132017953525,1584.26403590705,1597.4548248727,10.25,3,2.05498031697116,0.529998014427978,0.0549803169711636,0.0299980144279779,0.0442872223325802,TRUE,TRUE,0.296497214702562,0.046497214702562,0.848869716842678,1.06826656386565,0.0549803169711636,0.0549803169711636,0.0549803169711636,0.17492851126993,1.40146742581369,0.0215246514413372,0.948333333333333,4.1707255291893,0.701123131204081,0.000110529944349791,0.015,-0.00166666666666667,-790.417517231642,50.5856565804309,0.0159396274640924,0.0514255431013858,10.83,1.28549927811707,1.1627809542589,0.0305575872384696,-0.0071383207688056,-0.58
"C","moderate",150,1,"gen-C__fit-C__tau-moderate__n-150__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,20972243,20972243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-841.003173812073,50.5856565804309,-790.417517231642,1586.83503446328,1600.02582342893,10.83,3,2.06702686315167,0.528223617461138,0.0670268631516673,0.0282236174611379,0.0514255431013858,TRUE,TRUE,0.234060372535908,0.0159396274640924,0.850552988807215,1.06845256210508,0.0670268631516673,0.0670268631516673,0.0670268631516673,0.190600694409739,1.40167195635346,0.0235974124815436,0.948333333333333,4.18174225380408,0.855907210288359,0.00344229547810437,0.015,-0.00166666666666667,-790.417517231642,50.5856565804309,0.0159396274640924,0.0514255431013858,10.83,0,0,0,0,0
"N","high",150,1,"gen-N__fit-N__tau-high__n-150__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,20972137,20972137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-771.368925773107,186.399733177455,-584.969192595652,1175.9383851913,1189.12917415695,8.58,3,2.04956178554432,0.467051791878831,0.0495617855443236,-0.0329482081211687,0.0420829835250387,TRUE,TRUE,0.550617635061413,0.000617635061413102,0.758681460210127,0.946243246973215,0.0495617855443236,0.0495617855443236,0.0495617855443236,0.00858192459457419,1.28561487628851,-0.00113294952359555,0.946666666666667,3.68396846241839,0.478473691863968,0.00187865780946778,-0.00333333333333333,0.00333333333333333,-584.969192595652,186.399733177455,0.000617635061413102,0.0420829835250387,8.58,0,0,0,0,0
"N","high",150,1,"gen-N__fit-C__tau-high__n-150__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,20972144,20972137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-774.441216587896,146.944592871263,-627.496623716633,1260.99324743327,1274.18403639891,12.28,3,2.1178834639266,0.485276674288042,0.117883463926595,-0.0147233257119583,0.0840038314226003,FALSE,TRUE,0.453461587784458,0.0965384122155423,0.767764034312863,0.949106017570273,0.117883463926595,0.117883463926595,0.117883463926595,0.154741053919907,1.29073536097983,0.0205738191872489,0.961666666666667,3.94981838915324,0.201814029150002,0.017124247782784,-0.00833333333333334,-0.0116666666666667,-584.969192595652,186.399733177455,0.000617635061413102,0.0420829835250387,8.58,-42.5274311209811,-39.455140306192,0.0959207771541292,0.0419208478975616,3.7
"C","high",150,1,"gen-C__fit-N__tau-high__n-150__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,20972237,20972244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-779.090280734069,204.045807198704,-575.044473535365,1156.08894707073,1169.27973603638,10.56,3,2.02404611033162,0.473538471812613,0.0240461103316187,-0.0264615281873869,0.0252826807923156,TRUE,TRUE,0.558406554379273,0.00840655437927285,0.748850751307828,0.947492836032888,0.0240461103316187,0.0240461103316187,0.0240461103316187,0.0322752679250398,1.29848380122345,-0.00418243837898247,0.963333333333333,3.68682511738176,0.946876833723181,0.000339612715265614,0.00333333333333333,-0.00333333333333333,-520.645869752268,258.436494146873,0.014873963119535,0.0247085589836433,10.41,-54.398603783097,-54.390686948169,-0.00646740874026215,0.0005741218086723,0.15
"C","high",150,1,"gen-C__fit-C__tau-high__n-150__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,20972244,20972244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-779.082363899141,258.436494146873,-520.645869752268,1047.29173950454,1060.48252847018,10.41,3,2.02470325152486,0.475286134697382,0.0247032515248584,-0.0247138653026179,0.0247085589836433,TRUE,TRUE,0.564873963119535,0.014873963119535,0.74893451361112,0.947496288747037,0.0247032515248584,0.0247032515248584,0.0247032515248584,0.0264096385003154,1.29847060649857,-0.00341714403070836,0.963333333333333,3.70114088840605,0.961290855359894,0.000481100268424073,0.00333333333333333,-0.00333333333333333,-520.645869752268,258.436494146873,0.014873963119535,0.0247085589836433,10.41,0,0,0,0,0
"N","moderate",500,1,"gen-N__fit-N__tau-moderate__n-500__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,20975636,20975636,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2657.72079480866,113.970947464766,-2543.7498473439,5093.4996946878,5110.30240206642,11.91,3,1.99030766044723,0.502489616001126,-0.00969233955277282,0.00248961600112552,0.00707600289143895,TRUE,TRUE,0.246703615234493,0.00329638476550675,0.783040766705563,1.01956250304224,-0.00969233955277282,0.00969233955277282,0.00969233955277282,0.00949697366327573,1.32886039740433,-0.00117656120902387,0.953,3.83836330324867,0.485811480956495,0.00343023523104846,-0.001,0.007,-2543.7498473439,113.970947464766,0.00329638476550675,0.00707600289143895,11.91,0,0,0,0,0
"N","moderate",500,1,"gen-N__fit-C__tau-moderate__n-500__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,20975643,20975636,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2658.41626853054,76.3611341015638,-2582.05513442898,5170.11026885796,5186.91297623658,14.55,3,2.0002184879973,0.510746858338485,0.000218487997297512,0.0107468583384847,0.00760074671175208,TRUE,TRUE,0.187474269050108,0.0625257309498918,0.784617045953437,1.01961771822294,0.000218487997297512,0.000218487997297512,0.000218487997297512,0.0293779429596652,1.32920813426527,0.00362253903627607,0.9565,3.91827549531784,0.213751918094592,0.00445236869156246,-0.00600000000000001,0.005,-2543.7498473439,113.970947464766,0.00329638476550675,0.00707600289143895,11.91,-38.3052870850802,-37.6098133632022,0.0592293461843851,0.00052474382031313,2.64
"C","moderate",500,1,"gen-C__fit-N__tau-moderate__n-500__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,20975736,20975743,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2609.04299359377,155.176388313649,-2453.86660528012,4913.73321056024,4930.53591793887,16.86,3,1.90538403180164,0.512416370799268,-0.0946159681983567,0.0124163707992676,0.0674772098635434,FALSE,TRUE,0.282538500262967,0.0325385002629667,0.770904229825024,0.97457411673287,-0.0946159681983567,0.0946159681983567,0.0946159681983567,0.126099524875126,1.30452149679689,-0.0149069980966828,0.9555,3.74419889256141,0.636898138804799,0.0016581754087226,-0.001,5e-04,-2420.85937106387,188.293027544297,0.0253794605608674,0.062345010694937,20.12,-33.0072342162498,-33.116639230648,0.0071590397020993,0.0051321991686064,-3.26
"C","moderate",500,1,"gen-C__fit-C__tau-moderate__n-500__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,20975743,20975743,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,"Analytical Hessian vcov failed; falling back to numerical Hessian. Reason: Hessian-based inference is unavailable (information_not_positive_definite). The fitted model is unchanged.",-2609.15239860817,188.293027544297,-2420.85937106387,4847.71874212774,4864.52144950637,20.12,3,1.91338279292303,0.516469977391866,-0.086617207076972,0.0164699773918658,0.062345010694937,FALSE,TRUE,0.275379460560867,0.0253794605608674,0.77193684162356,0.974558508220539,-0.086617207076972,0.086617207076972,0.086617207076972,0.102149353860497,1.30457619930408,-0.0120747279474499,0.9565,3.78841791485051,0.858251634985606,0.000213709397489659,-0.0015,0,-2420.85937106387,188.293027544297,0.0253794605608674,0.062345010694937,20.12,0,0,0,0,0
"N","high",500,1,"gen-N__fit-N__tau-high__n-500__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,20975637,20975637,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2597.53723088474,626.590189343899,-1970.94704154084,3947.89408308167,3964.6967904603,11.98,3,1.98049435138227,0.487535132207452,-0.0195056486177252,-0.0124648677925481,0.0163683117193538,TRUE,TRUE,0.543230026398856,0.00676997360114417,0.756939514937574,0.971945613932446,-0.0195056486177252,0.0195056486177252,0.0195056486177252,0.0659417628088605,1.29876861544237,-0.00825826611953973,0.955,3.71012941549115,0.950473445039639,2.58027157876706e-05,0.005,0,-1970.94704154084,626.590189343899,0.00676997360114417,0.0163683117193538,11.98,0,0,0,0,0
"N","high",500,1,"gen-N__fit-C__tau-high__n-500__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,20975644,20975637,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2605.86660460721,499.253329140735,-2106.61327546648,4219.22655093296,4236.02925831158,20.61,3,2.05146007804154,0.507405648103106,0.0514600780415404,0.00740564810310584,0.0367626390229841,TRUE,TRUE,0.449294986031719,0.100705013968281,0.767737609440232,0.974529081613169,0.0514600780415404,0.0514600780415404,0.0514600780415404,0.106457541281459,1.30293330230361,0.0134399239444976,0.9665,3.99343591134255,0.032373737458175,0.0155532713783136,0.0025,-0.015,-1970.94704154084,626.590189343899,0.00676997360114417,0.0163683117193538,11.98,-135.66623392564,-127.336860203164,0.0939350403671368,0.0203943273036303,8.63
"C","high",500,1,"gen-C__fit-N__tau-high__n-500__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,20975737,20975744,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2643.65181359772,631.789600479757,-2011.86221311796,4029.72442623593,4046.52713361456,20.69,3,1.97278301961952,0.50971663627582,-0.0272169803804825,0.0097166362758202,0.0204349827691162,TRUE,TRUE,0.548813835702537,0.00118616429746277,0.779251682117523,0.999600791835878,-0.0272169803804825,0.0272169803804825,0.0272169803804825,0.0195841154798519,1.32182590679886,-0.00239056049086694,0.944,3.85705601055408,0.334080389939801,0.00393289082239312,0.00149999999999999,-5e-04,-1806.92547635481,836.686989321473,0.0186722553988706,0.024861411208461,22.08,-204.93673676315,-204.897388841716,-0.0174860911014078,-0.0044264284393448,-1.39
"C","high",500,1,"gen-C__fit-C__tau-high__n-500__rep-001","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,20975744,20975744,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2643.61246567629,836.686989321473,-1806.92547635481,3619.85095270963,3636.65366008825,22.08,3,1.96664244703025,0.511110949303395,-0.0333575529697512,0.0111109493033953,0.024861411208461,TRUE,TRUE,0.568672255398871,0.0186722553988706,0.778257437874844,0.999543083057215,-0.0333575529697512,0.0333575529697512,0.0333575529697512,0.0262218598894308,1.32180623283814,-0.0031880569490832,0.9445,3.85513586918053,0.483106068274023,0.00198734167595588,0,-5e-04,-1806.92547635481,836.686989321473,0.0186722553988706,0.024861411208461,22.08,0,0,0,0,0
"N","moderate",50,2,"gen-N__fit-N__tau-moderate__n-50__rep-002","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,20981136,20981136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-265.342870844601,13.9668409087378,-251.376029935863,508.752059871727,518.647011971371,6.82,3,1.9285816003456,0.519525408697346,-0.0714183996544011,0.0195254086973458,0.0523537457780919,TRUE,TRUE,0.278222763026238,0.0282227630262381,0.778465296183238,1.047516650345,-0.0714183996544011,0.0714183996544011,0.0714183996544011,0.0684859056388825,1.32671435422301,-0.00812580580726663,0.945,3.84014687169145,0.93569997570417,0.000714929243763263,0.005,-0.01,-251.376029935863,13.9668409087378,0.0282227630262381,0.0523537457780919,6.82,0,0,0,0,0
