"generating_copula","tau_label","n_subject","rep","fit_id","margin_family","capability_registry_version","producer_sha256","package_source_sha256","configuration_sha256","stage","fitted_copula","correctly_specified","target_tau","n_time","seed","dataset_seed","attempted","success","converged","retained","stop_reason","failure_type","error","warnings","marginal_loglik","copula_loglik","joint_loglik","aic_joint","bic_joint","elapsed_sec","n_parameters","fitted_mu","fitted_sigma","mu_bias","sigma_bias","margin_param_rmse","mu_covered_95","sigma_covered_95","fitted_copula_tau","tau_abs_error","benchmark_mae","benchmark_rmse","benchmark_mean_bias","benchmark_mean_mae","benchmark_mean_rmse","benchmark_q90_mae","benchmark_neg_log_score","benchmark_upper_tail_error_90","benchmark_interval_coverage_95","benchmark_interval_width_95","benchmark_pit_ks_p_value","benchmark_pit_mean_abs_error","benchmark_tail_error_lower_05","benchmark_tail_error_upper_05","correct_joint_loglik","correct_copula_loglik","correct_tau_abs_error","correct_margin_param_rmse","correct_elapsed_sec","delta_joint_loglik_vs_correct","delta_copula_loglik_vs_correct","delta_tau_abs_error_vs_correct","delta_margin_rmse_vs_correct","delta_elapsed_sec_vs_correct"
"C","high",150,5,"gen-C__fit-N__tau-high__n-150__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,21012237,21012244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-767.605362600396,178.733413893467,-588.871948706929,1183.74389741386,1196.93468637951,11.88,3,2.0021083401086,0.47644599739194,0.00210834010860417,-0.0235540026080597,0.0167217842480106,TRUE,TRUE,0.537675567498974,0.0123244325010256,0.733439624936337,0.944119685871144,0.00210834010860417,0.00210834010860417,0.00210834010860417,0.0602483051824017,1.27934227100066,-0.00770534939903889,0.945,3.6684441752775,0.76429278501121,0.00228811271239976,0.01,-0.00166666666666667,-531.219678388616,236.333309352564,0.00455938793156319,0.0178164496199151,10.86,-57.652270318313,-57.599895459097,0.00776504456946241,-0.0010946653719045,1.02
"C","high",150,5,"gen-C__fit-C__tau-high__n-150__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,21012244,21012244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-767.55298774118,236.333309352564,-531.219678388616,1068.43935677723,1081.63014574288,10.86,3,1.99058774505806,0.476627768377285,-0.00941225494194087,-0.0233722316227154,0.0178164496199151,TRUE,TRUE,0.554559387931563,0.00455938793156319,0.73218046673453,0.944030209752181,-0.00941225494194087,0.00941225494194087,0.00941225494194087,0.0786331391343471,1.27925497956863,-0.0100002500397595,0.945,3.64867594734871,0.590537925538191,0.00108491177527048,0.01,-0.00166666666666667,-531.219678388616,236.333309352564,0.00455938793156319,0.0178164496199151,10.86,0,0,0,0,0
"N","moderate",500,5,"gen-N__fit-N__tau-moderate__n-500__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,21015636,21015636,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2706.08335104684,100.808541550548,-2605.27480949629,5216.54961899258,5233.3523263712,12.83,3,1.9928465163288,0.517409957168948,-0.00715348367119573,0.0174099571689483,0.0133093752155892,TRUE,FALSE,0.232070165968263,0.017929834031737,0.809637593512755,1.04127139868354,-0.00715348367119573,0.00715348367119573,0.00715348367119573,0.0348610819273549,1.35304167552342,0.00425547052134556,0.9535,3.95263235011527,0.467790707190207,0.0015971858092928,0.004,-0.001,-2605.27480949629,100.808541550548,0.017929834031737,0.0133093752155892,12.83,0,0,0,0,0
"N","moderate",500,5,"gen-N__fit-C__tau-moderate__n-500__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,21015643,21015636,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2706.44521925371,80.503781452819,-2625.9414378009,5257.88287560179,5274.68558298042,13.84,3,1.99953369225513,0.523431912042071,-0.000466307744874994,0.023431912042071,0.016572144472884,TRUE,FALSE,0.18898853210688,0.06101146789312,0.810549938807018,1.04130671048193,-0.000466307744874994,0.000466307744874994,0.000466307744874994,0.0624080081652463,1.35322260962686,0.0075876622475376,0.9565,4.01008251316834,0.534232948670751,0.00218430529281077,-0.001,-0.004,-2605.27480949629,100.808541550548,0.017929834031737,0.0133093752155892,12.83,-20.6666283046102,-20.304760097729,0.043081633861383,0.0032627692572948,1.01
"C","moderate",500,5,"gen-C__fit-N__tau-moderate__n-500__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,21015736,21015743,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2647.89966442383,116.579170736983,-2531.32049368685,5068.6409873737,5085.44369475233,17.81,3,1.97397294361066,0.504233992750371,-0.026027056389341,0.00423399275037106,0.0186458354452694,TRUE,TRUE,0.247238818071577,0.00276118192842278,0.787712350250783,1.02476559675621,-0.026027056389341,0.026027056389341,0.026027056389341,0.0321854760843547,1.32394983221192,-0.00395273449851852,0.9475,3.8195461160748,0.518031483121179,0.00484076879643025,-0.005,0.0075,-2489.6078640979,158.639980067251,0.0157635046949933,0.0208158950238962,19.96,-41.7126295889502,-42.060809330268,-0.0130023227665705,-0.0021700595786268,-2.15
"C","moderate",500,5,"gen-C__fit-C__tau-moderate__n-500__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,21015743,21015743,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2648.24784416515,158.639980067251,-2489.6078640979,4985.2157281958,5002.01843557443,19.96,3,1.97252469185656,0.510569314723036,-0.0274753081434429,0.0105693147230362,0.0208158950238962,TRUE,TRUE,0.265763504694993,0.0157635046949933,0.787515388012225,1.0247669359777,-0.0274753081434429,0.0274753081434429,0.0274753081434429,0.0177501860033731,1.32412392208258,-0.00216457568237016,0.95,3.86273746164334,0.435705670066994,0.0031478083500221,-0.00650000000000001,0.007,-2489.6078640979,158.639980067251,0.0157635046949933,0.0208158950238962,19.96,0,0,0,0,0
"N","high",500,5,"gen-N__fit-N__tau-high__n-500__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,21015637,21015637,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2721.83128947614,675.774182820713,-2046.05710665543,4098.11421331086,4114.91692068949,12.39,3,2.02855442245237,0.509369807034066,0.0285544224523706,0.0093698070340662,0.0212502744152174,TRUE,TRUE,0.558269500189448,0.00826950018944816,0.798659922259979,1.00226091401553,0.0285544224523706,0.0285544224523706,0.0285544224523706,0.0733473882173139,1.36091564473807,0.009159120933529,0.952,3.96350839009524,0.236448219114345,0.00495282712835798,0,-0.00650000000000001,-2046.05710665543,675.774182820713,0.00826950018944816,0.0212502744152174,12.39,0,0,0,0,0
"N","high",500,5,"gen-N__fit-C__tau-high__n-500__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,21015644,21015637,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2727.41114900267,536.358010031564,-2191.05313897111,4388.10627794222,4404.90898532085,15.43,3,2.10738485836478,0.515548213965436,0.107384858364783,0.0155482139654356,0.0767243597677412,FALSE,TRUE,0.434557364457223,0.115442635542777,0.809645423765708,1.00532870196401,0.107384858364783,0.107384858364783,0.107384858364783,0.223564767503589,1.36370557450134,0.0284963290032421,0.9555,4.16539838054877,0.198824525008082,0.0142780937515602,0.0025,-0.02,-2046.05710665543,675.774182820713,0.00826950018944816,0.0212502744152174,12.39,-144.99603231568,-139.416172789149,0.107173135353329,0.0554740853525238,3.04
"C","high",500,5,"gen-C__fit-N__tau-high__n-500__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,21015737,21015744,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2641.56561413645,619.4908748678,-2022.07473926865,4050.14947853731,4066.95218591593,18.12,3,1.98237707454458,0.503226311579753,-0.0176229254554221,0.00322631157975306,0.0126683974522631,TRUE,TRUE,0.541649289003904,0.00835071099609652,0.789640309585635,0.999028211120639,-0.0176229254554221,0.0176229254554221,0.0176229254554221,0.0207975716675866,1.32078280706823,-0.00256598240413897,0.955,3.82844947034322,0.452897639908701,0.00448068758160053,-0.0025,0.0025,-1850.37497024707,791.625494479235,0.00493162502891475,0.010669088789538,20.48,-171.69976902158,-172.134619611435,0.00341908596718177,0.0019993086627251,-2.36
"C","high",500,5,"gen-C__fit-C__tau-high__n-500__rep-005","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,21015744,21015744,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2642.00046472631,791.625494479235,-1850.37497024707,3706.74994049414,3723.55264787277,20.48,3,1.98750790169812,0.508462055968521,-0.012492098301875,0.0084620559685209,0.010669088789538,TRUE,TRUE,0.554931625028915,0.00493162502891475,0.79045310979463,0.99908280629148,-0.012492098301875,0.012492098301875,0.012492098301875,0.00183850644681849,1.32100023236315,0.000226087785206719,0.959,3.8766713399531,0.40080423281998,0.00481611124936165,-0.0045,0.000999999999999994,-1850.37497024707,791.625494479235,0.00493162502891475,0.010669088789538,20.48,0,0,0,0,0
"N","moderate",50,6,"gen-N__fit-N__tau-moderate__n-50__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,21021136,21021136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-253.939669925824,6.7047888480209,-247.234881077803,500.469762155606,510.36471425525,6.12,3,2.01431670203283,0.461521360907508,0.014316702032827,-0.0384786390924916,0.0290307907531553,TRUE,TRUE,0.193890703350806,0.0561092966491943,0.709382503314361,0.90793219542628,0.014316702032827,0.014316702032827,0.014316702032827,0.080975561467421,1.26969834962912,-0.0105719603381061,0.94,3.57922626084489,0.929037318081289,0.00523185285924621,0.02,-0.01,-247.234881077803,6.7047888480209,0.0561092966491943,0.0290307907531553,6.12,0,0,0,0,0
"N","moderate",50,6,"gen-N__fit-C__tau-moderate__n-50__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,21021143,21021136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-253.940390965207,7.76309495788204,-246.177296007325,498.35459201465,508.249544114294,6.65,3,2.01611665286896,0.459785648160102,0.0161166528689605,-0.0402143518398979,0.0306344625675208,TRUE,TRUE,0.153402315089973,0.0965976849100272,0.709562498397974,0.907934027550804,0.0161166528689605,0.0161166528689605,0.0161166528689605,0.0828072986921362,1.26970195482604,-0.0108391226724389,0.94,3.56941235334291,0.950279347454598,0.00438349026154417,0.02,-0.01,-247.234881077803,6.7047888480209,0.0561092966491943,0.0290307907531553,6.12,1.05758507047801,1.05830610986114,0.0404883882608329,0.0016036718143655,0.53
"C","moderate",50,6,"gen-C__fit-N__tau-moderate__n-50__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,21021236,21021243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-276.248965337574,5.3458186382859,-270.903146699288,547.806293398576,557.70124549822,10.68,3,2.08989047801262,0.506899844090499,0.0898904780126206,0.00689984409049882,0.0637491407228781,TRUE,TRUE,0.168411808039186,0.0815881919608143,0.833268857186899,1.0472592054854,0.0898904780126206,0.0898904780126206,0.0898904780126206,0.16960161027352,1.38124482668787,0.0217257010876276,0.96,4.06435493920437,0.960740207418444,0.00175489955845143,0,-0.02,-268.717741050697,7.53262853394036,0.0863707411991265,0.0617414198763961,10.83,-2.18540564859103,-2.18680989565446,-0.0047825492383122,0.002007720846482,-0.15
"C","moderate",50,6,"gen-C__fit-C__tau-moderate__n-50__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,21021243,21021243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-276.250369584637,7.53262853394036,-268.717741050697,543.435482101393,553.330434201038,10.83,3,2.08717521964882,0.504948427617698,0.0871752196488158,0.00494842761769798,0.0617414198763961,TRUE,TRUE,0.163629258800874,0.0863707411991265,0.832888721015967,1.04723228081864,0.0871752196488158,0.0871752196488158,0.0871752196488158,0.159544428116353,1.38125184792319,0.0204670326603483,0.955,4.04407891985507,0.953248720945589,0.00141941791906008,0,-0.02,-268.717741050697,7.53262853394036,0.0863707411991265,0.0617414198763961,10.83,0,0,0,0,0
"N","high",50,6,"gen-N__fit-N__tau-high__n-50__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,21021137,21021137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-254.843383258487,57.4261236986471,-197.41725955984,400.83451911968,410.729471219324,8.69,3,1.90164149171271,0.492525058970051,-0.0983585082872869,-0.00747494102994928,0.0697505229224179,TRUE,TRUE,0.515165030206204,0.0348349697937963,0.767837871671491,1.05039223183508,-0.0983585082872869,0.0983585082872869,0.0983585082872869,0.183483602019713,1.27421691629244,-0.0220253446674309,0.95,3.59747163463507,0.421817258682165,0.0166270157690213,-0.02,0,-197.41725955984,57.4261236986471,0.0348349697937963,0.0697505229224179,8.69,0,0,0,0,0
"N","high",50,6,"gen-N__fit-C__tau-high__n-50__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,21021144,21021137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-257.692334470354,41.0548983153892,-216.637436154965,439.27487230993,449.169824409574,10.5,3,1.99406518644912,0.550273978314433,-0.00593481355087677,0.0502739783144333,0.0357959139249424,TRUE,TRUE,0.460356106406085,0.0896438935939152,0.791826353560849,1.05457812896369,-0.00593481355087677,0.00593481355087677,0.00593481355087677,0.125039138058804,1.28846167235177,0.0147242251794164,0.975,4.19479323838442,0.145533920092155,0.0276320827268882,-0.03,-0.015,-197.41725955984,57.4261236986471,0.0348349697937963,0.0697505229224179,8.69,-19.220176595125,-16.3712253832579,0.0548089238001189,-0.0339546089974755,1.81
"C","high",50,6,"gen-C__fit-N__tau-high__n-50__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,21021237,21021244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-252.31959484448,62.4953905420153,-189.824204302464,385.648408604929,395.543360704573,9.75,3,2.1528163840666,0.424362100110624,0.152816384066605,-0.0756378998893762,0.120569355847303,TRUE,FALSE,0.54549125363235,0.00450874636765031,0.686710127040602,0.858599845900389,0.152816384066605,0.152816384066605,0.152816384066605,0.0345446236337348,1.2615979742224,0.00502606196503097,0.95,3.52675842783324,0.859176759125722,0.0107929982454021,0.005,-0.015,-186.32011507347,66.0431017786153,0.0688271651687319,0.129242032276768,13.31,-3.50408922899402,-3.54771123659999,-0.0643184188010816,-0.00867267642946501,-3.56
"C","high",50,6,"gen-C__fit-C__tau-high__n-50__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,21021244,21021244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-252.363216852085,66.0431017786153,-186.32011507347,378.64023014694,388.535182246584,13.31,3,2.1625517787923,0.416430118909283,0.162551778792303,-0.0835698810907167,0.129242032276768,TRUE,FALSE,0.481172834831268,0.0688271651687319,0.687683666513172,0.858645998847255,0.162551778792303,0.162551778792303,0.162551778792303,0.0264923353940056,1.26181608426043,0.0039099647587667,0.95,3.47839134605289,0.975495748940183,0.00649318149395472,0.015,-0.015,-186.32011507347,66.0431017786153,0.0688271651687319,0.129242032276768,13.31,0,0,0,0,0
"N","moderate",150,6,"gen-N__fit-N__tau-moderate__n-150__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,21022136,21022136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-804.537588171241,32.2777443141524,-772.259843857089,1550.51968771418,1563.71047667983,7.75,3,2.00158403406825,0.5062524785362,0.0015840340682538,0.00625247853619959,0.0045608470581146,TRUE,TRUE,0.239061735249676,0.0109382647503244,0.79915148678026,0.989822804902075,0.0015840340682538,0.0015840340682538,0.0015840340682538,0.0195413800347723,1.3408959802854,0.00242261906770946,0.961666666666667,3.88784935599512,0.633697819583307,0.00224760346235742,-0.01,-0.00333333333333333,-772.259843857089,32.2777443141524,0.0109382647503244,0.0045608470581146,7.75,0,0,0,0,0
"N","moderate",150,6,"gen-N__fit-C__tau-moderate__n-150__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,21022143,21022136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-804.608475477941,24.3333429385748,-780.275132539366,1566.55026507873,1579.74105404438,8.59,3,2.01628814595505,0.507838818049099,0.0162881459550523,0.00783881804909892,0.0127818380341007,TRUE,TRUE,0.167345652542633,0.082654347457367,0.800945947357743,0.989935271102605,0.0162881459550523,0.0162881459550523,0.0162881459550523,0.0485404019867808,1.34101412579657,0.00604284910564146,0.961666666666667,3.92818350804855,0.83589450230997,0.00137370489131772,-0.01,-0.005,-772.259843857089,32.2777443141524,0.0109382647503244,0.0045608470581146,7.75,-8.01528868227706,-7.9444013755776,0.0717160827070426,0.0082209909759861,0.84
"C","moderate",150,6,"gen-C__fit-N__tau-moderate__n-150__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,21022236,21022243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-790.564885008227,47.0811059050443,-743.483779103182,1492.96755820636,1506.15834717201,10.05,3,1.91547757594283,0.519858365809299,-0.0845224240571665,0.0198583658092988,0.061393789837065,TRUE,TRUE,0.287349545056608,0.0373495450566084,0.786454391477191,1.00525906022884,-0.0845224240571665,0.0845224240571665,0.0845224240571665,0.0898580903669979,1.31760814168038,-0.0105982370473974,0.953333333333333,3.81639523807816,0.940223455756926,0.00222152696960476,-0.00833333333333334,-0.005,-725.224364925136,65.3872576745218,0.0478034434470686,0.0628934395762558,10.87,-18.259414178046,-18.3061517694775,-0.0104538983904602,-0.0014996497391908,-0.819999999999999
"C","moderate",150,6,"gen-C__fit-C__tau-moderate__n-150__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,21022243,21022243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,"Analytical Hessian vcov failed; falling back to numerical Hessian. Reason: Hessian-based inference is unavailable (information_not_positive_definite). The fitted model is unchanged.",-790.611622599658,65.3872576745218,-725.224364925136,1456.44872985027,1469.63951881592,10.87,3,1.91428011903064,0.523733341316886,-0.0857198809693556,0.0237333413168855,0.0628934395762558,TRUE,TRUE,0.297803443447069,0.0478034434470686,0.786294730555565,1.00525998592997,-0.0857198809693556,0.0857198809693556,0.0857198809693556,0.0818992350470746,1.3176860376661,-0.00961954630805262,0.953333333333333,3.84122165818663,0.980376936136627,0.00112015572662966,-0.0116666666666667,-0.005,-725.224364925136,65.3872576745218,0.0478034434470686,0.0628934395762558,10.87,0,0,0,0,0
"N","high",150,6,"gen-N__fit-N__tau-high__n-150__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,21022137,21022137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-785.178906633234,192.852320421905,-592.326586211329,1190.65317242266,1203.84396138831,8.08,3,1.99564449830227,0.486715995728395,-0.00435550169772769,-0.0132840042716046,0.00988522039529011,TRUE,TRUE,0.544010389037732,0.00598961096226791,0.760468394054018,0.975553540785278,-0.00435550169772769,0.00435550169772769,0.00435550169772769,0.0431041224992481,1.30863151105539,-0.00543994649414237,0.948333333333333,3.73246695376635,0.997686192575142,0.00170415071427932,0.005,0.00333333333333333,-592.326586211329,192.852320421905,0.00598961096226791,0.00988522039529011,8.08,0,0,0,0,0
"N","high",150,6,"gen-N__fit-C__tau-high__n-150__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,21022144,21022137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-787.164013638581,162.273427562046,-624.890586076535,1255.78117215307,1268.97196111872,10.83,3,2.06759792200944,0.500818734156302,0.0675979220094409,0.00081873415630207,0.0478024548826373,TRUE,TRUE,0.450975634207362,0.0990243657926382,0.771305541160829,0.978556557671544,0.0675979220094409,0.0675979220094409,0.0675979220094409,0.11518787761428,1.31194002273097,0.0147445662948948,0.96,3.97468822764354,0.198916630966154,0.0185755376367934,0.005,-0.01,-592.326586211329,192.852320421905,0.00598961096226791,0.00988522039529011,8.08,-32.563999865206,-30.578892859859,0.0930347548303703,0.0379172344873472,2.75
"C","high",150,6,"gen-C__fit-N__tau-high__n-150__rep-006","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,21022237,21022244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-724.683686780191,151.83750538597,-572.846181394222,1151.69236278844,1164.88315175409,11.96,3,1.9192933790239,0.455834842683633,-0.080706620976102,-0.0441651573163672,0.0650542842177195,TRUE,FALSE,0.495344608401788,0.0546553915982125,0.677710399882556,0.891721637425321,-0.080706620976102,0.080706620976102,0.080706620976102,0.249534171642478,1.20780614463365,-0.0311124429303692,0.948333333333333,3.36977973441301,0.950643606464888,0.00323583035769454,-0.00666666666666667,-0.00666666666666667,-505.596090577006,219.114308763971,0.0118567474730913,0.0680297935707743,10.65,-67.2500908172159,-67.276803378001,0.0427986441251212,-0.00297550935305479,1.31
