"execution_schema_version","study","stage","execution_started_at_utc","execution_completed_at_utc","git_sha","git_state","r_version","platform","os","package_version","dependency_versions","dependency_versions_sha256","workers_requested","base_seed","seed_min","seed_max","dataset_seed_count","fit_seed_count","planned_fit_rows","result_rows","producer_sha256","package_source_sha256","configuration_sha256","results_sha256","paired_effects_sha256","warning_audit_sha256","selection_attempts_sha256","selection_sha256","expected_warning_events","nonconvergence_warning_events","unexpected_warning_events"
1,"copula-misspecification","full","2026-09-02T07:37:37Z","2026-09-02T12:01:52Z","b4bc0aec0623b19bf719020f551e47d2a4aec2c1","clean","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","0.1.0","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;VineCopula=2.5.0;ggplot2=3.5.1;callr=3.7.6;digest=0.6.36;openssl=2.2.2;sodium=1.4.0","67afdcc5adf175205124d1d3db99de3668c722027c81b6f22e33881eceb5d280",4,20960528,20971136,21965744,1200,2400,2400,2400,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","7bc62c81acc7e121c820d50d61e2b9229c46e85e81d2bd6fd6d0ce2589f3e080","8f88f9c8ccb36827c6d8199f85729a9fd41ed790f9e0fc23a5a02350638e131c","17b903da6d3fc084cd51978e8b4924634f90f6fad2027ec9721862a91ad79f02","0786fb56af837b85ea523f4fc240342d6ab532187abc78e45f3f7beb75d74eaa","7335a8146235d9033e316c356dfa1c14ecc0194718f85bb5a5411136ada85afa",163,0,0
