"generating_copula","tau_label","target_tau","n_subject","rep","n_candidates_expected","n_candidate_rows","n_candidates_attempted","n_candidates_usable","n_candidates_failed","all_candidates_present_once","selection_eligible","missing_candidates","duplicate_candidates","failed_candidates","failure_reasons","best_aic_copula","best_bic_copula","best_loglik_copula","aic_gap_to_runner_up","close_aic"
"C","high",0.55,500,37,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",455.488508191249,FALSE
"C","high",0.55,500,38,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",395.90449854768,FALSE
"C","high",0.55,500,39,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",387.33946789349,FALSE
"C","high",0.55,500,40,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",455.16832957957,FALSE
"C","high",0.55,500,41,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",386.455900995541,FALSE
"C","high",0.55,500,42,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",436.81981064051,FALSE
"C","high",0.55,500,43,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",409.60621632052,FALSE
"C","high",0.55,500,44,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",413.1212009255,FALSE
"C","high",0.55,500,45,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",491.98478333291,FALSE
"C","high",0.55,500,46,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",380.82003662871,FALSE
"C","high",0.55,500,47,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",419.10782784726,FALSE
"C","high",0.55,500,48,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",476.804974761731,FALSE
"C","high",0.55,500,49,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",416.92369809559,FALSE
"C","high",0.55,500,50,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",484.76824429543,FALSE
"C","high",0.55,500,51,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",430.09318612847,FALSE
"C","high",0.55,500,52,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",410.52852581369,FALSE
"C","high",0.55,500,53,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",462.94525540443,FALSE
"C","high",0.55,500,54,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",442.91659990311,FALSE
"C","high",0.55,500,55,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",432.96066054676,FALSE
"C","high",0.55,500,56,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",356.51373203674,FALSE
"C","high",0.55,500,57,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",453.37986805822,FALSE
"C","high",0.55,500,58,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",423.72819497497,FALSE
"C","high",0.55,500,59,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",451.831599552961,FALSE
"C","high",0.55,500,60,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",428.84966013351,FALSE
"C","high",0.55,500,61,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",374.53712036081,FALSE
"C","high",0.55,500,62,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",390.02556198192,FALSE
"C","high",0.55,500,63,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",398.93708936014,FALSE
"C","high",0.55,500,64,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",480.34627727786,FALSE
"C","high",0.55,500,65,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",476.69654639554,FALSE
"C","high",0.55,500,66,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",518.07228781145,FALSE
"C","high",0.55,500,67,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",410.44109645215,FALSE
"C","high",0.55,500,68,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",353.81471645395,FALSE
"C","high",0.55,500,69,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",355.726813615719,FALSE
"C","high",0.55,500,70,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",381.81034633733,FALSE
"C","high",0.55,500,71,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",465.23871523176,FALSE
"C","high",0.55,500,72,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",515.4819454595,FALSE
"C","high",0.55,500,73,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",504.0126373795,FALSE
"C","high",0.55,500,74,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",510.25130694951,FALSE
"C","high",0.55,500,75,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",418.28254643137,FALSE
"C","high",0.55,500,76,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",415.38643289992,FALSE
"C","high",0.55,500,77,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",427.24535898112,FALSE
"C","high",0.55,500,78,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",399.04979606506,FALSE
"C","high",0.55,500,79,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",426.49386349162,FALSE
"C","high",0.55,500,80,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",394.44337893039,FALSE
"C","high",0.55,500,81,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",434.07712233259,FALSE
"C","high",0.55,500,82,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",362.191922144189,FALSE
"C","high",0.55,500,83,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",525.44143793815,FALSE
"C","high",0.55,500,84,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",438.95281226717,FALSE
"C","high",0.55,500,85,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",401.84477735708,FALSE
"C","high",0.55,500,86,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",427.04635650728,FALSE
"C","high",0.55,500,87,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",389.99631969944,FALSE
"C","high",0.55,500,88,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",363.16591601742,FALSE
"C","high",0.55,500,89,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",511.36239097149,FALSE
"C","high",0.55,500,90,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",450.20836508397,FALSE
"C","high",0.55,500,91,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",444.32008065668,FALSE
"C","high",0.55,500,92,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",385.38088211548,FALSE
"C","high",0.55,500,93,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",358.22226039162,FALSE
"C","high",0.55,500,94,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",466.88721041998,FALSE
"C","high",0.55,500,95,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",487.79390520245,FALSE
"C","high",0.55,500,96,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",495.6208723882,FALSE
"C","high",0.55,500,97,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",387.73845677454,FALSE
"C","high",0.55,500,98,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",447.33720455552,FALSE
"C","high",0.55,500,99,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",393.70318323756,FALSE
"C","high",0.55,500,100,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",444.83189007554,FALSE
"C","moderate",0.25,50,1,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",4.70784628108402,FALSE
"C","moderate",0.25,50,2,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",7.51926425635401,FALSE
"C","moderate",0.25,50,3,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",1.30177009738395,TRUE
"C","moderate",0.25,50,4,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.91403946487901,FALSE
"C","moderate",0.25,50,5,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",9.60068969445297,FALSE
"C","moderate",0.25,50,6,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",4.37081129718308,FALSE
"C","moderate",0.25,50,7,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",11.966607726138,FALSE
"C","moderate",0.25,50,8,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",13.937640401861,FALSE
"C","moderate",0.25,50,9,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.70680843404307,FALSE
"C","moderate",0.25,50,10,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.30552048599804,FALSE
"C","moderate",0.25,50,11,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",3.14225408309903,FALSE
"C","moderate",0.25,50,12,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",17.60166789055,FALSE
"C","moderate",0.25,50,13,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",7.98340536817801,FALSE
"C","moderate",0.25,50,14,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",9.56194789168103,FALSE
"C","moderate",0.25,50,15,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",0.558267527281942,TRUE
"C","moderate",0.25,50,16,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",4.07919542121999,FALSE
"C","moderate",0.25,50,17,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",14.029840570774,FALSE
"C","moderate",0.25,50,18,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",9.41004106661302,FALSE
"C","moderate",0.25,50,19,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",10.5911435672219,FALSE
"C","moderate",0.25,50,20,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.91876593455697,FALSE
"C","moderate",0.25,50,21,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.44737071094403,FALSE
"C","moderate",0.25,50,22,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.057883044741,FALSE
"C","moderate",0.25,50,23,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",9.83547114272699,FALSE
"C","moderate",0.25,50,24,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.67621136496905,FALSE
"C","moderate",0.25,50,25,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",13.155694840023,FALSE
"C","moderate",0.25,50,26,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",11.113097721011,FALSE
"C","moderate",0.25,50,27,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",22.18584503123,FALSE
"C","moderate",0.25,50,28,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.83317335249001,FALSE
"C","moderate",0.25,50,29,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",1.08067534988299,TRUE
"C","moderate",0.25,50,30,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.24263143963304,FALSE
"C","moderate",0.25,50,31,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.03257155987797,FALSE
"C","moderate",0.25,50,32,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.45615842517395,FALSE
"C","moderate",0.25,50,33,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",9.84867407966595,FALSE
"C","moderate",0.25,50,34,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",0.0637052160250278,TRUE
"C","moderate",0.25,50,35,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.03237182987505,FALSE
"C","moderate",0.25,50,36,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",7.13318195896898,FALSE
"C","moderate",0.25,50,37,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.59726409957398,FALSE
"C","moderate",0.25,50,38,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",2.88638948051801,FALSE
"C","moderate",0.25,50,39,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.45372394525009,FALSE
"C","moderate",0.25,50,40,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",10.516895681277,FALSE
"C","moderate",0.25,50,41,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.55105299378704,FALSE
"C","moderate",0.25,50,42,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",14.1537594832361,FALSE
"C","moderate",0.25,50,43,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",13.714702466808,FALSE
"C","moderate",0.25,50,44,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",7.00347262273601,FALSE
"C","moderate",0.25,50,45,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",4.39720299497799,FALSE
"C","moderate",0.25,50,46,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",0.845161348927036,TRUE
"C","moderate",0.25,50,47,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",15.432936179894,FALSE
"C","moderate",0.25,50,48,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.62448746566798,FALSE
"C","moderate",0.25,50,49,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.78959322442302,FALSE
"C","moderate",0.25,50,50,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",0.336792704295931,TRUE
"C","moderate",0.25,50,51,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.20033701364105,FALSE
"C","moderate",0.25,50,52,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",2.95647580591401,FALSE
"C","moderate",0.25,50,53,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.74094894267699,FALSE
"C","moderate",0.25,50,54,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.52244963482201,FALSE
"C","moderate",0.25,50,55,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",19.307809711155,FALSE
"C","moderate",0.25,50,56,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",1.62122335513698,TRUE
"C","moderate",0.25,50,57,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",7.68202812529296,FALSE
"C","moderate",0.25,50,58,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",0.433215183268999,TRUE
"C","moderate",0.25,50,59,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",12.392688760844,FALSE
"C","moderate",0.25,50,60,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",22.732495013861,FALSE
"C","moderate",0.25,50,61,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.51429560671102,FALSE
"C","moderate",0.25,50,62,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",1.17157396971203,TRUE
"C","moderate",0.25,50,63,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",1.46671281631393,TRUE
"C","moderate",0.25,50,64,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",14.955224042296,FALSE
"C","moderate",0.25,50,65,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.59052733942895,FALSE
"C","moderate",0.25,50,66,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.243653790802,FALSE
"C","moderate",0.25,50,67,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",10.587198087464,FALSE
"C","moderate",0.25,50,68,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.14437133634499,FALSE
"C","moderate",0.25,50,69,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",3.17860105,FALSE
"C","moderate",0.25,50,70,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",0.341346101602028,TRUE
"C","moderate",0.25,50,71,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.21849160739805,FALSE
"C","moderate",0.25,50,72,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",16.919296139905,FALSE
"C","moderate",0.25,50,73,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",3.37169466742699,FALSE
"C","moderate",0.25,50,74,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",4.58294067655697,FALSE
"C","moderate",0.25,50,75,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.97645519687001,FALSE
"C","moderate",0.25,50,76,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",16.133898009497,FALSE
"C","moderate",0.25,50,77,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",14.828477931739,FALSE
"C","moderate",0.25,50,78,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",6.66273453983001,FALSE
"C","moderate",0.25,50,79,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",1.36888474445595,TRUE
"C","moderate",0.25,50,80,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",18.834817428393,FALSE
"C","moderate",0.25,50,81,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",16.196275522894,FALSE
"C","moderate",0.25,50,82,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.02358363251096,FALSE
"C","moderate",0.25,50,83,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",11.184047795438,FALSE
"C","moderate",0.25,50,84,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.98539732752602,FALSE
"C","moderate",0.25,50,85,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",16.758328975647,FALSE
"C","moderate",0.25,50,86,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",5.66446581794798,FALSE
"C","moderate",0.25,50,87,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",2.52851600505301,FALSE
"C","moderate",0.25,50,88,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",9.87081243488694,FALSE
"C","moderate",0.25,50,89,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",0.0146263487329747,TRUE
"C","moderate",0.25,50,90,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",10.323723708359,FALSE
"C","moderate",0.25,50,91,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.62853071520101,FALSE
"C","moderate",0.25,50,92,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",0.964259580640032,TRUE
"C","moderate",0.25,50,93,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",19.3003184322231,FALSE
"C","moderate",0.25,50,94,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",21.638332981457,FALSE
"C","moderate",0.25,50,95,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",5.98229516343298,FALSE
"C","moderate",0.25,50,96,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",4.25486987011698,FALSE
"C","moderate",0.25,50,97,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.946688893241,FALSE
"C","moderate",0.25,50,98,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",10.39040272073,FALSE
"C","moderate",0.25,50,99,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",12.1675458024599,FALSE
"C","moderate",0.25,50,100,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",17.7967934208621,FALSE
"C","moderate",0.25,150,1,2,2,2,2,0,TRUE,TRUE,"","","","","N","N","N",2.57099855623005,FALSE
"C","moderate",0.25,150,2,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",18.48350700234,FALSE
"C","moderate",0.25,150,3,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",9.04362131655989,FALSE
"C","moderate",0.25,150,4,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",43.3369041194501,FALSE
"C","moderate",0.25,150,5,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",32.2523179377299,FALSE
"C","moderate",0.25,150,6,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",36.5188283560901,FALSE
"C","moderate",0.25,150,7,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",36.42948458711,FALSE
"C","moderate",0.25,150,8,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",33.0393809247498,FALSE
"C","moderate",0.25,150,9,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",24.6367698218701,FALSE
"C","moderate",0.25,150,10,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",38.50481671531,FALSE
"C","moderate",0.25,150,11,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",8.92917044752994,FALSE
"C","moderate",0.25,150,12,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",25.2799006990099,FALSE
"C","moderate",0.25,150,13,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",39.9333419495799,FALSE
"C","moderate",0.25,150,14,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",29.2473480497199,FALSE
"C","moderate",0.25,150,15,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",23.9135179754699,FALSE
"C","moderate",0.25,150,16,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",31.9076074034001,FALSE
"C","moderate",0.25,150,17,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",7.2827892933999,FALSE
"C","moderate",0.25,150,18,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",14.1863439454,FALSE
"C","moderate",0.25,150,19,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",34.28600957853,FALSE
"C","moderate",0.25,150,20,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",46.96421997163,FALSE
"C","moderate",0.25,150,21,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",44.2835741971799,FALSE
"C","moderate",0.25,150,22,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",21.4545205213799,FALSE
"C","moderate",0.25,150,23,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",21.13106622942,FALSE
"C","moderate",0.25,150,24,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",7.67066650684001,FALSE
"C","moderate",0.25,150,25,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",32.4752289954201,FALSE
"C","moderate",0.25,150,26,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",36.5051963179199,FALSE
"C","moderate",0.25,150,27,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",41.36274022977,FALSE
"C","moderate",0.25,150,28,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",45.58343384097,FALSE
"C","moderate",0.25,150,29,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",19.1382354515899,FALSE
"C","moderate",0.25,150,30,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",18.8796453217501,FALSE
"C","moderate",0.25,150,31,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",40.68613699108,FALSE
"C","moderate",0.25,150,32,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",34.0720414873999,FALSE
"C","moderate",0.25,150,33,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",41.90727370532,FALSE
"C","moderate",0.25,150,34,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",16.6872982622901,FALSE
"C","moderate",0.25,150,35,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",19.0553840954999,FALSE
"C","moderate",0.25,150,36,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",11.7853885463701,FALSE
"C","moderate",0.25,150,37,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",23.0184772222201,FALSE
"C","moderate",0.25,150,38,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",19.5782475803499,FALSE
"C","moderate",0.25,150,39,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",35.6127861725599,FALSE
"C","moderate",0.25,150,40,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",20.1776953880601,FALSE
"C","moderate",0.25,150,41,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",23.7781112023799,FALSE
"C","moderate",0.25,150,42,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",46.6337270731499,FALSE
"C","moderate",0.25,150,43,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",29.2852414911199,FALSE
"C","moderate",0.25,150,44,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",13.6138335309699,FALSE
"C","moderate",0.25,150,45,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",14.4974448668199,FALSE
"C","moderate",0.25,150,46,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",35.2948936424,FALSE
"C","moderate",0.25,150,47,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",18.70624730806,FALSE
"C","moderate",0.25,150,48,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",21.3271842801098,FALSE
"C","moderate",0.25,150,49,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",30.72337151278,FALSE
"C","moderate",0.25,150,50,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",21.0302134378901,FALSE
"C","moderate",0.25,150,51,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",50.2408613678499,FALSE
"C","moderate",0.25,150,52,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",35.5373168583301,FALSE
"C","moderate",0.25,150,53,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",19.55147531788,FALSE
"C","moderate",0.25,150,54,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",35.11905812856,FALSE
"C","moderate",0.25,150,55,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",29.4048884923302,FALSE
"C","moderate",0.25,150,56,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",27.8796146652401,FALSE
"C","moderate",0.25,150,57,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",24.9666984401199,FALSE
"C","moderate",0.25,150,58,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",11.61880389573,FALSE
"C","moderate",0.25,150,59,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",21.8453298996899,FALSE
"C","moderate",0.25,150,60,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",26.9639072489499,FALSE
"C","moderate",0.25,150,61,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",38.8046353623699,FALSE
"C","moderate",0.25,150,62,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",29.0029893503399,FALSE
"C","moderate",0.25,150,63,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",35.44747404901,FALSE
"C","moderate",0.25,150,64,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",38.61593335162,FALSE
"C","moderate",0.25,150,65,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",26.9437947394301,FALSE
"C","moderate",0.25,150,66,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",23.3223820375699,FALSE
"C","moderate",0.25,150,67,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",37.69346905323,FALSE
"C","moderate",0.25,150,68,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",4.52510070937001,FALSE
"C","moderate",0.25,150,69,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",27.4774977182999,FALSE
"C","moderate",0.25,150,70,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",26.90408843161,FALSE
"C","moderate",0.25,150,71,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",23.5551307924302,FALSE
"C","moderate",0.25,150,72,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",12.35101419636,FALSE
"C","moderate",0.25,150,73,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",24.68269756937,FALSE
"C","moderate",0.25,150,74,2,2,2,2,0,TRUE,TRUE,"","","","","C","C","C",21.8553597720102,FALSE
