"generator","scenario","correlation","correlation_level","n_time","family","gamlss_family","rep","seed","method","success","fit_success","sandwich_success","elapsed_sec","fit_elapsed_sec","sandwich_elapsed_sec","error","warning"
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",11,20261003,"rs_joint_sandwich",TRUE,TRUE,TRUE,148.607636213303,111.89182806015,36.7158081531525,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",12,20261004,"rs_joint_sandwich",TRUE,TRUE,TRUE,256.309981822968,214.822443962097,41.4875378608704,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",13,20261005,"rs_joint_sandwich",TRUE,TRUE,TRUE,143.606605052948,102.44669008255,41.1599149703979,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",14,20261006,"rs_joint_sandwich",TRUE,TRUE,TRUE,185.727952957153,144.088877916336,41.6390750408173,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",15,20261007,"rs_joint_sandwich",TRUE,TRUE,TRUE,164.42998290062,121.78560090065,42.6443819999695,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",16,20261008,"rs_joint_sandwich",TRUE,TRUE,TRUE,161.783556938171,119.671792984009,42.1117639541626,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",17,20261009,"rs_joint_sandwich",TRUE,TRUE,TRUE,180.398916959763,138.569097995758,41.8298189640045,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",18,20261010,"rs_joint_sandwich",TRUE,TRUE,TRUE,178.116927146912,135.876470088959,42.2404570579529,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",19,20261011,"rs_joint_sandwich",TRUE,TRUE,TRUE,257.693901062012,214.529314994812,43.1645860671997,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",1,20261013,"rs_joint_sandwich",TRUE,TRUE,TRUE,7.80735492706299,6.03108811378479,1.7762668132782,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",2,20261014,"rs_joint_sandwich",TRUE,TRUE,TRUE,13.3064811229706,11.6823010444641,1.62418007850647,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",3,20261015,"rs_joint_sandwich",TRUE,TRUE,TRUE,8.52845072746277,7.59840679168701,0.930043935775757,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",4,20261016,"rs_joint_sandwich",TRUE,TRUE,TRUE,14.5194900035858,13.3765890598297,1.1429009437561,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",5,20261017,"rs_joint_sandwich",TRUE,TRUE,TRUE,13.6516737937927,11.9463918209076,1.70528197288513,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",6,20261018,"rs_joint_sandwich",TRUE,TRUE,TRUE,8.41219186782837,6.78906607627869,1.62312579154968,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",7,20261019,"rs_joint_sandwich",TRUE,TRUE,TRUE,18.7430608272552,16.9961278438568,1.74693298339844,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",8,20261020,"rs_joint_sandwich",TRUE,TRUE,TRUE,12.6517610549927,11.1837739944458,1.46798706054688,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",9,20261021,"rs_joint_sandwich",TRUE,TRUE,TRUE,16.4229679107666,14.6529128551483,1.77005505561829,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",10,20261022,"rs_joint_sandwich",TRUE,TRUE,TRUE,14.4449019432068,12.9195170402527,1.5253849029541,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",11,20261023,"rs_joint_sandwich",TRUE,TRUE,TRUE,16.8369288444519,15.2291588783264,1.60776996612549,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",12,20261024,"rs_joint_sandwich",TRUE,TRUE,TRUE,9.60393118858337,8.39808320999146,1.20584797859192,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",13,20261025,"rs_joint_sandwich",TRUE,TRUE,TRUE,8.57925486564636,7.42461895942688,1.15463590621948,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",14,20261026,"rs_joint_sandwich",TRUE,TRUE,TRUE,14.0741972923279,12.4830951690674,1.5911021232605,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",15,20261027,"rs_joint_sandwich",TRUE,TRUE,TRUE,16.1958429813385,14.6472380161285,1.54860496520996,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",16,20261028,"rs_joint_sandwich",TRUE,TRUE,TRUE,13.36106300354,12.094703912735,1.26635909080505,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",17,20261029,"rs_joint_sandwich",TRUE,TRUE,TRUE,9.76853394508362,8.30451393127441,1.4640200138092,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",18,20261030,"rs_joint_sandwich",TRUE,TRUE,TRUE,12.8892571926117,11.7449960708618,1.14426112174988,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",19,20261031,"rs_joint_sandwich",TRUE,TRUE,TRUE,12.2276039123535,10.5439670085907,1.68363690376282,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gaussian","NO",20,20261032,"rs_joint_sandwich",TRUE,TRUE,TRUE,10.6046500205994,9.39824104309082,1.20640897750854,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",1,20261033,"rs_joint_sandwich",TRUE,TRUE,TRUE,19.4720098972321,17.9876909255981,1.48431897163391,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",2,20261034,"rs_joint_sandwich",TRUE,TRUE,TRUE,16.8020796775818,15.4968988895416,1.30518078804016,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",3,20261035,"rs_joint_sandwich",TRUE,TRUE,TRUE,21.3698852062225,20.3571770191193,1.01270818710327,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",4,20261036,"rs_joint_sandwich",TRUE,TRUE,TRUE,12.4550318717957,11.0162239074707,1.43880796432495,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",5,20261037,"rs_joint_sandwich",TRUE,TRUE,TRUE,17.209125995636,14.8865919113159,2.32253408432007,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",6,20261038,"rs_joint_sandwich",TRUE,TRUE,TRUE,20.2403280735016,18.6189680099487,1.62136006355286,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",7,20261039,"rs_joint_sandwich",TRUE,TRUE,TRUE,21.7864141464233,20.5606532096863,1.22576093673706,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",8,20261040,"rs_joint_sandwich",TRUE,TRUE,TRUE,17.6427159309387,16.528018951416,1.11469697952271,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",9,20261041,"rs_joint_sandwich",TRUE,TRUE,TRUE,19.0932579040527,17.6266849040985,1.46657299995422,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",10,20261042,"rs_joint_sandwich",TRUE,TRUE,TRUE,13.6449320316315,11.8934218883514,1.75151014328003,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",11,20261043,"rs_joint_sandwich",TRUE,TRUE,TRUE,22.4035649299622,20.9889390468597,1.41462588310242,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",12,20261044,"rs_joint_sandwich",TRUE,TRUE,TRUE,16.2836949825287,14.6164870262146,1.66720795631409,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",13,20261045,"rs_joint_sandwich",TRUE,TRUE,TRUE,14.7170157432556,13.0122308731079,1.70478487014771,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",14,20261046,"rs_joint_sandwich",TRUE,TRUE,TRUE,21.2104477882385,19.4474258422852,1.76302194595337,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",15,20261047,"rs_joint_sandwich",TRUE,TRUE,TRUE,20.3906443119049,18.698902130127,1.69174218177795,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",16,20261048,"rs_joint_sandwich",TRUE,TRUE,TRUE,24.3108961582184,23.1116120815277,1.19928407669067,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",17,20261049,"rs_joint_sandwich",TRUE,TRUE,TRUE,20.5214948654175,18.7782900333405,1.74320483207703,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",18,20261050,"rs_joint_sandwich",TRUE,TRUE,TRUE,18.386773109436,16.8812921047211,1.50548100471497,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",19,20261051,"rs_joint_sandwich",TRUE,TRUE,TRUE,17.923327922821,16.2321510314941,1.6911768913269,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"gamma","GA",20,20261052,"rs_joint_sandwich",TRUE,TRUE,TRUE,18.174889087677,16.4777121543884,1.69717693328857,,""
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",1,20261073,"rs_joint_sandwich",TRUE,TRUE,TRUE,29.1682441234589,22.0827848911285,7.08545923233032,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",2,20261074,"rs_joint_sandwich",TRUE,TRUE,TRUE,34.7077651023865,27.273106098175,7.43465900421143,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",3,20261075,"rs_joint_sandwich",TRUE,TRUE,TRUE,29.8515040874481,22.1866660118103,7.66483807563782,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",4,20261076,"rs_joint_sandwich",TRUE,TRUE,TRUE,40.1668939590454,32.8014590740204,7.36543488502502,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",5,20261077,"rs_joint_sandwich",TRUE,TRUE,TRUE,30.3003029823303,22.98268699646,7.31761598587036,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",6,20261078,"rs_joint_sandwich",TRUE,TRUE,TRUE,39.0403470993042,31.2474009990692,7.79294610023499,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",7,20261079,"rs_joint_sandwich",TRUE,TRUE,TRUE,42.5906200408936,35.3074719905853,7.28314805030823,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",8,20261080,"rs_joint_sandwich",TRUE,TRUE,TRUE,45.1818838119507,36.2196350097656,8.96224880218506,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",9,20261081,"rs_joint_sandwich",TRUE,TRUE,TRUE,39.8094050884247,30.6435930728912,9.16581201553345,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",10,20261082,"rs_joint_sandwich",TRUE,TRUE,TRUE,33.1619689464569,25.0920000076294,8.06996893882751,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",11,20261083,"rs_joint_sandwich",TRUE,TRUE,TRUE,46.0142590999603,38.4278559684753,7.58640313148499,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",12,20261084,"rs_joint_sandwich",TRUE,TRUE,TRUE,37.3836390972137,28.8531880378723,8.53045105934143,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",13,20261085,"rs_joint_sandwich",TRUE,TRUE,TRUE,50.0993721485138,41.5107700824738,8.58860206604004,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",14,20261086,"rs_joint_sandwich",TRUE,TRUE,TRUE,41.6638698577881,33.4705557823181,8.19331407546997,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",15,20261087,"rs_joint_sandwich",TRUE,TRUE,TRUE,46.5190939903259,38.7017369270325,7.81735706329346,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",16,20261088,"rs_joint_sandwich",TRUE,TRUE,TRUE,56.2407631874084,43.3978190422058,12.8429441452026,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",17,20261089,"rs_joint_sandwich",TRUE,TRUE,TRUE,50.1074929237366,40.310399055481,9.79709386825562,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",18,20261090,"rs_joint_sandwich",TRUE,TRUE,TRUE,40.8465130329132,30.8492519855499,9.99726104736328,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",19,20261091,"rs_joint_sandwich",TRUE,TRUE,TRUE,41.4385681152344,32.6389811038971,8.79958701133728,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_covariate_dependent_high_t20","covariate_dependent_adjacent","moderate_high",20,"binary","BI",20,20261092,"rs_joint_sandwich",TRUE,TRUE,TRUE,41.7350487709045,32.4119589328766,9.32308983802795,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
"internal","internal_time_varying_high_t20","time_varying_adjacent","moderate_high",20,"binary","BI",20,20261012,"rs_joint_sandwich",TRUE,TRUE,TRUE,107.531224012375,89.7095749378204,17.8216490745544,,"Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian. | Analytical Hessian for zero-heavy discrete margins may be numerically delicate; Analytical Hessian is not yet implemented for exact discrete rectangle likelihoods; falling back to numerical Hessian."
