"case_id","hypothesis_role","joint_review_rep","family","copula","design","n","time_points","n_subject","n_time","total_observations","mu_strength","sigma_strength","theta_strength","time_shape","dependence","missingness","start_mode","rs_joint_success","rs_separate_success","delta_joint_loglik","delta_copula_loglik","delta_marginal_loglik","delta_elapsed_sec","delta_train_joint_loglik","delta_train_copula_loglik","delta_train_marginal_loglik","delta_train_rmse_mu","delta_train_rmse_sigma","delta_train_rmse_theta","delta_train_rmse_tau","delta_test_joint_log_score","delta_test_log_score_per_obs","delta_test_marginal_log_score","delta_test_copula_log_score","delta_heldout_variogram_score_p05","delta_heldout_variogram_score_p2","delta_benchmark_mean_rmse","delta_benchmark_neg_log_score","delta_benchmark_variogram_score_p05","delta_benchmark_variogram_score_p2","delta_benchmark_theta_time_abs_error"
"JVS06","larger_sample_same_T_nbi",1,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.16734726688401,2.892883569541,-1.72553630265804,51.06,1.16734726688401,2.892883569541,-1.72553630265804,0.105373604704342,-0.000187582086778201,0.00790784818997697,0.00483467493207002,-0.611662204652021,-0.00152915551162991,2.261185650529,-2.8728478551811,1.73618916258798,-1036.36004,0.105373604704342,0.00152915551162991,1.73618916258798,-1036.36004,0.00483467493207002
"JVS06","larger_sample_same_T_nbi",2,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,3.52897400142399,11.6241171229833,-8.09514312155795,90.51,3.52897400142399,11.6241171229833,-8.09514312155795,0.03330993865583,-0.00439914575381839,0.024214975889982,0.014591013573754,-10.540374486414,-0.0263509362160401,-4.60530826808906,-5.9350662183252,1.957458058144,-2362.41932999998,0.03330993865583,0.0263509362160401,1.957458058144,-2362.41932999998,0.014591013573754
"JVS06","larger_sample_same_T_nbi",3,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.71484324732103,4.98116420316761,-3.26632095584603,76.42,1.71484324732103,4.98116420316761,-3.26632095584603,0.071132911052657,-0.0250236872615344,0.00863302411182798,0.005934780863385,-2.74723041727896,-0.00686807604320006,-0.451467358564969,-2.2957630587139,-4.523863755696,-4717.31487999999,0.071132911052657,0.00686807604320006,-4.523863755696,-4717.31487999999,0.005934780863385
"JVS06","larger_sample_same_T_nbi",4,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.49453111521007,3.9218549389328,-2.42732382372299,70.58,1.49453111521007,3.9218549389328,-2.42732382372299,0.050373180969765,-0.0032379257431734,0.006951028966656,0.00540956148051497,-4.45830344558601,-0.0111457586139698,1.20072397936508,-5.65902742495149,-2.08694241770999,-3899.90113000001,0.050373180969765,0.0111457586139698,-2.08694241770999,-3899.90113000001,0.00540956148051497
"JVS06","larger_sample_same_T_nbi",5,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.297000471509932,0.731587480995898,-0.434587009485995,23.0500000000002,0.297000471509932,0.731587480995898,-0.434587009485995,-0.00401286683384894,-0.014330120038637,0.000734497405810997,0.000364372559388981,-1.58072447040797,-0.00395181117601995,0.485535529458957,-2.0662599998674,-0.453841203560984,627.95040999999,-0.00401286683384894,0.00395181117601995,-0.453841203560984,627.95040999999,0.000364372559388981
"JVS06","larger_sample_same_T_nbi",6,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,4.00703960092403,12.348872696103,-8.34183309517903,87.4899999999998,4.00703960092403,12.348872696103,-8.34183309517903,0.017200441985205,-0.11419752034573,0.011757700562177,0.00610696372674596,-14.626235824019,-0.0365655895600501,12.1124159232161,-26.7386517472345,1.98553237733501,-980.057359999992,0.017200441985205,0.0365655895600501,1.98553237733501,-980.057359999992,0.00610696372674596
"JVS06","larger_sample_same_T_nbi",7,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.26251876432593,3.20475149846121,-1.94223273413604,67.9299999999998,1.26251876432593,3.20475149846121,-1.94223273413604,-0.196984951136886,-0.0048710302757871,0.00596977571861296,0.00506360549303903,-0.851721110420044,-0.00212930277605006,4.69522627848505,-5.54694738890526,-6.46449811333801,-5014.48061,-0.196984951136886,0.00212930277605006,-6.46449811333801,-5014.48061,0.00506360549303903
"JVS06","larger_sample_same_T_nbi",8,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.673389376960017,2.90909487114679,-2.23570549418696,82.8200000000001,0.673389376960017,2.90909487114679,-2.23570549418696,-0.018415510121516,-0.143301203638576,-0.00511628406547104,-0.00512922232749902,-16.0905672351901,-0.0402264180879701,4.56066884458903,-20.651236079777,-5.50509604233199,-7665.27356999999,-0.018415510121516,0.0402264180879701,-5.50509604233199,-7665.27356999999,-0.00512922232749902
"JVS06","larger_sample_same_T_nbi",9,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.826015041280016,1.985085554056,-1.159070512776,44.0600000000001,0.826015041280016,1.985085554056,-1.159070512776,0.017746407671097,0.006467569923433,0.001822185197563,0.000461987799636965,-1.76686457111305,-0.00441716142778015,-1.037328975332,-0.729535595780661,0.54105743675899,-509.125220000002,0.017746407671097,0.00441716142778015,0.54105743675899,-509.125220000002,0.000461987799636965
"JVS06","larger_sample_same_T_nbi",10,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.782085301539951,2.45408507969499,-1.67199977815403,63.0200000000003,0.782085301539951,2.45408507969499,-1.67199977815403,-0.075250359916609,0.0274599336805408,0.027560157161353,0.020055193232578,-6.24740077253,-0.0156185019313297,-2.16377498608801,-4.0836257864422,-4.191994824825,-4603.30920999998,-0.075250359916609,0.0156185019313297,-4.191994824825,-4603.30920999998,0.020055193232578
"JVS06","larger_sample_same_T_nbi",11,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.736164173310044,2.0456432304135,-1.309479057104,54.4,0.736164173310044,2.0456432304135,-1.309479057104,-0.092928238956577,-0.009550500527543,0.00121167869576699,0.000991791075016013,-1.817578639364,-0.00454394659840984,-5.96386417629003,4.1462855369269,2.995994417595,2878.09353999999,-0.092928238956577,0.00454394659840984,2.995994417595,2878.09353999999,0.000991791075016013
"JVS06","larger_sample_same_T_nbi",12,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,2.53300435283006,8.9588474485445,-6.42584309571498,101.95,2.53300435283006,8.9588474485445,-6.42584309571498,-0.29420710166366,-0.0490536986499111,0.009539917670422,0.00753206801528,7.08839770273698,0.0177209942568402,23.12113264472,-16.0327349419834,2.48308444515399,340.726030000005,-0.29420710166366,-0.0177209942568402,2.48308444515399,340.726030000005,0.00753206801528
"JVS06","larger_sample_same_T_nbi",13,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.50127268952804,4.6814081942364,-3.18013550470903,103.01,1.50127268952804,4.6814081942364,-3.18013550470903,0.042252543226401,-0.0068643443890745,-0.00513633179179401,-0.006279281418127,-5.14894759420599,-0.0128723689855104,-3.81467787343399,-1.3342697207726,-1.986954436823,121.721139999994,0.042252543226401,0.0128723689855104,-1.986954436823,121.721139999994,-0.006279281418127
"JVS06","larger_sample_same_T_nbi",14,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.221460419342975,0.476821089856699,-0.255360670514051,27.8099999999995,0.221460419342975,0.476821089856699,-0.255360670514051,-0.034992884560174,-0.005345815374635,0.00469352422151198,0.004084564321922,1.61594153124099,0.0040398538280999,1.52122354451694,0.0947179867243975,-0.39263075910398,1179.08214,-0.034992884560174,-0.0040398538280999,-0.39263075910398,1179.08214,0.004084564321922
"JVS06","larger_sample_same_T_nbi",15,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,4.21542027849694,10.911850224892,-6.69642994639389,187.3,4.21542027849694,10.911850224892,-6.69642994639389,-0.063755932772951,0.101747762992846,0.044737295565925,0.034927737431514,-16.8500330802291,-0.0421250827005704,-4.45642849848502,-12.3936045817435,1.28136766135898,2320.33039,-0.063755932772951,0.0421250827005704,1.28136766135898,2320.33039,0.034927737431514
"JVS06","larger_sample_same_T_nbi",16,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,3.824787316624,11.5653243369934,-7.74053702036997,109.97,3.824787316624,11.5653243369934,-7.74053702036997,-0.240295154329016,-0.0312630554194078,0.038670731212223,0.028881134703202,-2.96086089654,-0.0074021522413501,7.00348053574794,-9.9643414322891,-2.63045685061201,-5412.88852000001,-0.240295154329016,0.0074021522413501,-2.63045685061201,-5412.88852000001,0.028881134703202
"JVS06","larger_sample_same_T_nbi",17,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,3.15644341426696,7.8517658773757,-4.69532246310894,61.7800000000006,3.15644341426696,7.8517658773757,-4.69532246310894,-0.345743589872121,0.00226927519837702,0.0413837744271259,0.032306304056339,-27.450219025236,-0.0686255475630997,8.83245364338597,-36.2826726686254,0.304841990693006,97.7086600000039,-0.345743589872121,0.0686255475630997,0.304841990693006,97.7086600000039,0.032306304056339
"JVS06","larger_sample_same_T_nbi",18,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.542407881780036,1.40035329010151,-0.857945408321029,32.5500000000002,0.542407881780036,1.40035329010151,-0.857945408321029,-0.039951633119678,-0.0281399561194569,0.00610518167815999,0.00525875873746595,5.23273323813305,0.0130818330953399,18.13369579402,-12.90096255588,1.90894084257499,2187.21286000003,-0.039951633119678,-0.0130818330953399,1.90894084257499,2187.21286000003,0.00525875873746595
"JVS06","larger_sample_same_T_nbi",19,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.127041025192057,0.282635786658595,-0.155594761467,17.6499999999996,0.127041025192057,0.282635786658595,-0.155594761467,-0.010416397576649,0.00249916624686999,0.00194294739687101,0.00180419432225704,651.791070048122,1.62947767512031,1.43442838367901,650.356641664442,-1.02023610387698,1399.23716999999,-0.010416397576649,-1.62947767512031,-1.02023610387698,1399.23716999999,0.00180419432225704
"JVS06","larger_sample_same_T_nbi",20,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,0.55706753081995,1.8671177470689,-1.31005021624901,23.6400000000003,0.55706753081995,1.8671177470689,-1.31005021624901,-0.02411372267643,-0.0062655025140886,0.006666600577584,0.00467123007326098,-2.50523121500407,-0.00626307803750015,-2.30588947388799,-0.19934174111499,-2.35596598401099,-2318.47052,-0.02411372267643,0.00626307803750015,-2.35596598401099,-2318.47052,0.00467123007326098
"JVS06","larger_sample_same_T_nbi",21,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.21377431982501,3.493740855963,-2.27996653613798,114.58,1.21377431982501,3.493740855963,-2.27996653613798,-0.239044312305657,0.0130093716329442,0.00504236979315098,0.00203073395484599,-3.5817626635901,-0.0089544066589502,0.137751449143025,-3.71951411272561,3.33827351475199,2440.79532999999,-0.239044312305657,0.0089544066589502,3.33827351475199,2440.79532999999,0.00203073395484599
"JVS06","larger_sample_same_T_nbi",22,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.00362637214698,2.002521133342,-0.998894761195061,85.3799999999996,1.00362637214698,2.002521133342,-0.998894761195061,0.034931669631136,0.021109206141047,0.008809723512957,0.00714154403650497,-3.49851415392493,-0.00874628538480993,2.663673462117,-6.1621876160409,-1.80894936248001,-1284.18630999999,0.034931669631136,0.00874628538480993,-1.80894936248001,-1284.18630999999,0.00714154403650497
"JVS06","larger_sample_same_T_nbi",23,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.21247790803693,3.1966571029845,-1.98417919494807,37.3199999999994,1.21247790803693,3.1966571029845,-1.98417919494807,-0.220094396112587,-0.0153412206588447,0.00649440844510596,0.00380755527021301,3.46223111844097,0.00865557779609993,7.48951408631603,-4.02728296787529,-2.67592651655502,-4020.44034,-0.220094396112587,-0.00865557779609993,-2.67592651655502,-4020.44034,0.00380755527021301
"JVS06","larger_sample_same_T_nbi",24,"NBI","N","seven_case",20,20,20,20,400,0,0.375,1.75,"sigmoid","case_specific","none","default",TRUE,TRUE,1.64600631389101,4.05002105046451,-2.40401473657403,34.8799999999993,1.64600631389101,4.05002105046451,-2.40401473657403,-0.086406977982493,-0.00247190842520961,0.00874083620173599,0.00552444926406798,0.277175537089079,0.000692938842729696,2.18037388438097,-1.90319834729147,1.809404631891,1340.85438,-0.086406977982493,-0.000692938842729696,1.809404631891,1340.85438,0.00552444926406798
