"model","parameter","term","rep","estimate","std_error","true_value"
"gamlss","mu","x2",23,-0.124270626702784,0.0440945599831291,-0.12
"gamlss","mu","time_scaled",23,0.0976992848783323,0.058665115529619,0.1
"gamlss","sigma","intercept",23,-0.223465088403528,0.112259226012573,-0.45
"gamlss","sigma","x1",23,0.189744763581941,0.0501926117138832,0.1
"gamlss","sigma","time_scaled",23,-0.165654640233656,0.139659470302344,0.08
"ours_rs_joint","mu","intercept",23,1.14806257081412,0.0535668104916232,1.1
"ours_rs_joint","mu","x1",23,0.19766724738631,0.032789562476281,0.18
"ours_rs_joint","mu","x2",23,-0.131129986888073,0.063698439786204,-0.12
"ours_rs_joint","mu","time_scaled",23,0.0941037901226469,0.0526302482199635,0.1
"ours_rs_joint","sigma","intercept",23,-0.414608932619357,0.0942835264052108,-0.45
"ours_rs_joint","sigma","x1",23,0.217759445201496,0.0548902870869959,0.1
"ours_rs_joint","sigma","time_scaled",23,-0.182364703674617,0.138229590525208,0.08
"ours_rs_joint","theta","intercept",23,0.692838961081197,0.0445924884205549,0.7
"ours_rs_joint","theta","time_scaled",23,0.33856928990982,0.0972186606148803,0.2
"gamlss","mu","intercept",24,1.76542827931606,0.0577756589363796,1.1
"gamlss","mu","x1",24,0.183812263183316,0.0217376090722254,0.18
"gamlss","mu","x2",24,-0.0801743207438553,0.0431060583482523,-0.12
"gamlss","mu","time_scaled",24,0.104000078487268,0.0577731763243887,0.1
"gamlss","sigma","intercept",24,-0.420219266305532,0.115613694138455,-0.45
"gamlss","sigma","x1",24,0.148888891164589,0.0528225140584888,0.1
"gamlss","sigma","time_scaled",24,0.00358704393235225,0.141724143972788,0.08
"ours_rs_joint","mu","intercept",24,1.10340868857907,0.052497851363465,1.1
"ours_rs_joint","mu","x1",24,0.173672563510588,0.033582746032339,0.18
"ours_rs_joint","mu","x2",24,-0.0683645284872561,0.0642542034739444,-0.12
"ours_rs_joint","mu","time_scaled",24,0.113389480574975,0.0509183750403016,0.1
"ours_rs_joint","sigma","intercept",24,-0.508189391397255,0.0957456518207404,-0.45
"ours_rs_joint","sigma","x1",24,0.0687892655227747,0.0553067339174094,0.1
"ours_rs_joint","sigma","time_scaled",24,0.0271815598969997,0.135499880530833,0.08
"ours_rs_joint","theta","intercept",24,0.703776027376704,0.0446862888956517,0.7
"ours_rs_joint","theta","time_scaled",24,0.435470002100773,0.0967177180453166,0.2
"gamlss","mu","intercept",25,1.60761437235904,0.0553151765185003,1.1
"gamlss","mu","x1",25,0.200674801420503,0.0215718280549424,0.18
"gamlss","mu","x2",25,-0.113944857630554,0.0429558067214121,-0.12
"gamlss","mu","time_scaled",25,0.150410973490053,0.0575089135679145,0.1
"gamlss","sigma","intercept",25,-0.575342477040297,0.116337115955407,-0.45
"gamlss","sigma","x1",25,-0.046901392394452,0.0528706388646794,0.1
"gamlss","sigma","time_scaled",25,0.236471907650853,0.141407482801278,0.08
"ours_rs_joint","mu","intercept",25,1.11121416018654,0.0506738722319704,1.1
"ours_rs_joint","mu","x1",25,0.229634892636524,0.0321839320597236,0.18
"ours_rs_joint","mu","x2",25,-0.114506137683688,0.0625434381694343,-0.12
"ours_rs_joint","mu","time_scaled",25,0.14774355643522,0.0516480148137353,0.1
"ours_rs_joint","sigma","intercept",25,-0.678672435050254,0.101485056637407,-0.45
"ours_rs_joint","sigma","x1",25,0.0505631035250149,0.0565866258868784,0.1
"ours_rs_joint","sigma","time_scaled",25,0.269238846396516,0.139837309770969,0.08
"ours_rs_joint","theta","intercept",25,0.673656504467316,0.0440218363985742,0.7
"ours_rs_joint","theta","time_scaled",25,0.433619062997998,0.0971602679714185,0.2
"gamlss","mu","intercept",26,1.54893841439812,0.0580404297480294,1.1
"gamlss","mu","x1",26,0.16331373674367,0.0227397594357803,0.18
"gamlss","mu","x2",26,0.0465016668122722,0.0460252163956248,-0.12
"gamlss","mu","time_scaled",26,0.0553447138240175,0.0611369346797569,0.1
"gamlss","sigma","intercept",26,-0.572777507382124,0.117289043790212,-0.45
"gamlss","sigma","x1",26,0.170888135696408,0.0534104722130115,0.1
"gamlss","sigma","time_scaled",26,0.417352194031871,0.140286378298995,0.08
"ours_rs_joint","mu","intercept",26,1.0151715599657,0.0547577099663891,1.1
"ours_rs_joint","mu","x1",26,0.157059945461603,0.0343099785271551,0.18
"ours_rs_joint","mu","x2",26,-0.00164247045877788,0.0670331578959543,-0.12
"ours_rs_joint","mu","time_scaled",26,0.0646019624054462,0.0558844643796481,0.1
"ours_rs_joint","sigma","intercept",26,-0.554734473240469,0.0996860464763895,-0.45
"ours_rs_joint","sigma","x1",26,0.127475579198241,0.056260692386256,0.1
"ours_rs_joint","sigma","time_scaled",26,0.400372510738517,0.134734981515839,0.08
"ours_rs_joint","theta","intercept",26,0.722359613346654,0.045323004576539,0.7
"ours_rs_joint","theta","time_scaled",26,0.376469157446421,0.0993534668686327,0.2
"gamlss","mu","intercept",27,1.71736114783299,0.0580154578278027,1.1
"gamlss","mu","x1",27,0.150299712318018,0.023380484471391,0.18
"gamlss","mu","x2",27,-0.119521056904606,0.045052383248579,-0.12
"gamlss","mu","time_scaled",27,0.126583302798058,0.060434089700097,0.1
"gamlss","sigma","intercept",27,-0.570082084367709,0.111589563663774,-0.45
"gamlss","sigma","x1",27,0.0412351140393712,0.053660797536227,0.1
"gamlss","sigma","time_scaled",27,0.247206369034851,0.136439698039618,0.08
"ours_rs_joint","mu","intercept",27,1.11128461060709,0.0544046335617832,1.1
"ours_rs_joint","mu","x1",27,0.141522741188572,0.0345199743705241,0.18
"ours_rs_joint","mu","x2",27,-0.115890685407092,0.0647568588394856,-0.12
"ours_rs_joint","mu","time_scaled",27,0.151075289296762,0.0549741345927441,0.1
"ours_rs_joint","sigma","intercept",27,-0.509379566043045,0.0953004406602649,-0.45
"ours_rs_joint","sigma","x1",27,-0.0113314128116655,0.0571240448916948,0.1
"ours_rs_joint","sigma","time_scaled",27,0.281531534901352,0.133826558949114,0.08
"ours_rs_joint","theta","intercept",27,0.660501046431647,0.0451115308249185,0.7
"ours_rs_joint","theta","time_scaled",27,0.403526046236477,0.0999886650979149,0.2
"gamlss","mu","intercept",28,1.75458306148241,0.0561598366248407,1.1
"gamlss","mu","x1",28,0.199954516881356,0.0210739825746477,0.18
"gamlss","mu","x2",28,-0.116447503151326,0.0429723677989787,-0.12
"gamlss","mu","time_scaled",28,0.0265458273375234,0.0575512239138626,0.1
"gamlss","sigma","intercept",28,-0.691156226972175,0.121157879145494,-0.45
"gamlss","sigma","x1",28,0.0400253430544179,0.0522729589129381,0.1
"gamlss","sigma","time_scaled",28,-0.111297318570243,0.14020421665694,0.08
"ours_rs_joint","mu","intercept",28,1.16640410993454,0.054454924793536,1.1
"ours_rs_joint","mu","x1",28,0.217934075482166,0.0327437614837597,0.18
"ours_rs_joint","mu","x2",28,-0.11566466336409,0.0641637397048277,-0.12
"ours_rs_joint","mu","time_scaled",28,0.0489292704098193,0.0499331165845786,0.1
"ours_rs_joint","sigma","intercept",28,-0.440321326540102,0.0957436653378917,-0.45
"ours_rs_joint","sigma","x1",28,0.102516126432477,0.0553496705743009,0.1
"ours_rs_joint","sigma","time_scaled",28,-0.0962381948688741,0.136557500851183,0.08
"ours_rs_joint","theta","intercept",28,0.78693118204148,0.0447372505511958,0.7
"ours_rs_joint","theta","time_scaled",28,0.338549512294613,0.0972995077841065,0.2
"gamlss","mu","intercept",29,1.49131800132548,0.0579746742562047,1.1
"gamlss","mu","x1",29,0.160379523960135,0.0226670537095966,0.18
"gamlss","mu","x2",29,-0.00976650136989404,0.0456822242756619,-0.12
"gamlss","mu","time_scaled",29,0.181883547617671,0.0612452261514604,0.1
"gamlss","sigma","intercept",29,-0.664808813383725,0.121553594925078,-0.45
"gamlss","sigma","x1",29,0.0896829158789683,0.0517854475248679,0.1
"gamlss","sigma","time_scaled",29,0.344988803453508,0.140141744561149,0.08
"ours_rs_joint","mu","intercept",29,0.979713330548326,0.0524149065594837,1.1
"ours_rs_joint","mu","x1",29,0.162915941346917,0.0326695032463448,0.18
"ours_rs_joint","mu","x2",29,-0.00237764842906324,0.0646429130316355,-0.12
"ours_rs_joint","mu","time_scaled",29,0.177969902541142,0.0551550146354486,0.1
"ours_rs_joint","sigma","intercept",29,-0.523670655929288,0.0967199533038954,-0.45
"ours_rs_joint","sigma","x1",29,0.0853593127583192,0.054235651665916,0.1
"ours_rs_joint","sigma","time_scaled",29,0.317953519661086,0.135605714947539,0.08
"ours_rs_joint","theta","intercept",29,0.636056329599876,0.0439133208115376,0.7
"ours_rs_joint","theta","time_scaled",29,0.47741140705976,0.0963301583867617,0.2
"gamlss","mu","intercept",30,1.6482582818548,0.0575675018192952,1.1
"gamlss","mu","x1",30,0.145040694162564,0.0212793432921197,0.18
"gamlss","mu","x2",30,-0.133135444107206,0.0432924002759978,-0.12
"gamlss","mu","time_scaled",30,0.132399530283186,0.0575101266688694,0.1
"gamlss","sigma","intercept",30,-0.609173194514116,0.121424361326532,-0.45
"gamlss","sigma","x1",30,0.240389184117957,0.0538054451180845,0.1
"gamlss","sigma","time_scaled",30,0.395292151883091,0.142959867434087,0.08
"ours_rs_joint","mu","intercept",30,1.13321975969853,0.0534987817097693,1.1
"ours_rs_joint","mu","x1",30,0.144543548688753,0.0326276067725105,0.18
"ours_rs_joint","mu","x2",30,-0.145506030048097,0.0640817324542721,-0.12
"ours_rs_joint","mu","time_scaled",30,0.147073071498068,0.0515863247058553,0.1
"ours_rs_joint","sigma","intercept",30,-0.66505057348823,0.100191194387205,-0.45
"ours_rs_joint","sigma","x1",30,0.187579284777522,0.056382848379927,0.1
"ours_rs_joint","sigma","time_scaled",30,0.356198642102448,0.136894669617666,0.08
"ours_rs_joint","theta","intercept",30,0.702092640657105,0.0449323575607165,0.7
"ours_rs_joint","theta","time_scaled",30,0.448942071259153,0.0968735883536343,0.2
"gamlss","mu","intercept",31,1.82930614030639,0.0577524018309455,1.1
"gamlss","mu","x1",31,0.157873708170382,0.0220435791508333,0.18
"gamlss","mu","x2",31,-0.130068294087761,0.0428750943214271,-0.12
"gamlss","mu","time_scaled",31,0.0540593034095739,0.0569356564458823,0.1
"gamlss","sigma","intercept",31,-0.484167290975502,0.118636777837398,-0.45
"gamlss","sigma","x1",31,0.153941035742617,0.0543327526788086,0.1
"gamlss","sigma","time_scaled",31,0.0172014050117198,0.142217386437266,0.08
"ours_rs_joint","mu","intercept",31,1.17379323525781,0.0540240882437603,1.1
"ours_rs_joint","mu","x1",31,0.158024368863661,0.033373139338191,0.18
"ours_rs_joint","mu","x2",31,-0.114583173066614,0.0627556231827484,-0.12
"ours_rs_joint","mu","time_scaled",31,0.0599359183102376,0.0512307121377369,0.1
"ours_rs_joint","sigma","intercept",31,-0.572750880170691,0.0976162982103956,-0.45
"ours_rs_joint","sigma","x1",31,0.189865653784928,0.057850105487466,0.1
"ours_rs_joint","sigma","time_scaled",31,-0.00768750310953171,0.138254155371586,0.08
"ours_rs_joint","theta","intercept",31,0.793590366272029,0.0444652422021389,0.7
"ours_rs_joint","theta","time_scaled",31,0.101890533946497,0.0963604697276359,0.2
"gamlss","mu","intercept",32,1.68784095854812,0.0597639698509508,1.1
"gamlss","mu","x1",32,0.146677972063774,0.0208345401348074,0.18
"gamlss","mu","x2",32,-0.0500587303339663,0.0447459924206761,-0.12
"gamlss","mu","time_scaled",32,0.0827741538383592,0.0598216967511137,0.1
"gamlss","sigma","intercept",32,-0.19605606635062,0.115386988799556,-0.45
"gamlss","sigma","x1",32,0.0421274913558217,0.0488245236413768,0.1
"gamlss","sigma","time_scaled",32,-0.0301170065576544,0.137886874283401,0.08
"ours_rs_joint","mu","intercept",32,1.09788043815368,0.0555706194149939,1.1
"ours_rs_joint","mu","x1",32,0.150156087686372,0.0322969524087928,0.18
"ours_rs_joint","mu","x2",32,-0.0702150209642578,0.0654209210041291,-0.12
"ours_rs_joint","mu","time_scaled",32,0.0717785547985146,0.053367048850891,0.1
"ours_rs_joint","sigma","intercept",32,-0.399098762978008,0.0983082560185094,-0.45
"ours_rs_joint","sigma","x1",32,0.0835324200521863,0.0547325496239265,0.1
"ours_rs_joint","sigma","time_scaled",32,-0.0398741107801332,0.136711112172172,0.08
"ours_rs_joint","theta","intercept",32,0.748881735227276,0.0453183052963871,0.7
"ours_rs_joint","theta","time_scaled",32,0.206671893955727,0.0976028502093116,0.2
"gamlss","mu","intercept",33,1.67914545036697,0.0583776340437806,1.1
"gamlss","mu","x1",33,0.185046161058965,0.0237828914840112,0.18
"gamlss","mu","x2",33,-0.208167739809397,0.0460723877659973,-0.12
"gamlss","mu","time_scaled",33,0.105927740928292,0.0613969330590127,0.1
"gamlss","sigma","intercept",33,-0.421405072800432,0.117635009825681,-0.45
"gamlss","sigma","x1",33,0.0730730691473897,0.0537511015809334,0.1
"gamlss","sigma","time_scaled",33,0.270781435749611,0.137519254101213,0.08
"ours_rs_joint","mu","intercept",33,1.14953004168901,0.055914837620804,1.1
"ours_rs_joint","mu","x1",33,0.201446671531698,0.0351716183301387,0.18
"ours_rs_joint","mu","x2",33,-0.175782978788182,0.0663229165521078,-0.12
"ours_rs_joint","mu","time_scaled",33,0.1087336109613,0.0544146115928071,0.1
"ours_rs_joint","sigma","intercept",33,-0.515596989419129,0.0966941384101082,-0.45
"ours_rs_joint","sigma","x1",33,0.124010810218923,0.0574229910217313,0.1
"ours_rs_joint","sigma","time_scaled",33,0.224405760344264,0.132970548865351,0.08
"ours_rs_joint","theta","intercept",33,0.717525966944973,0.0443501668458995,0.7
"ours_rs_joint","theta","time_scaled",33,0.374019841829766,0.0959155363274344,0.2
"gamlss","mu","intercept",34,1.60087216603861,0.057097258782562,1.1
"gamlss","mu","x1",34,0.205647848482516,0.022940983903617,0.18
"gamlss","mu","x2",34,-0.080150680021283,0.0459105191064111,-0.12
"gamlss","mu","time_scaled",34,0.106610131806597,0.0615452430416445,0.1
"gamlss","sigma","intercept",34,-0.258180433689248,0.107449775153301,-0.45
"gamlss","sigma","x1",34,0.0690833688715198,0.0514688588837333,0.1
"gamlss","sigma","time_scaled",34,0.13762884706425,0.134538925577968,0.08
"ours_rs_joint","mu","intercept",34,1.10644040664387,0.0544946640573871,1.1
"ours_rs_joint","mu","x1",34,0.199060180052006,0.0347351101780954,0.18
"ours_rs_joint","mu","x2",34,-0.112045015985427,0.0669619616663964,-0.12
"ours_rs_joint","mu","time_scaled",34,0.100673433529786,0.0536964645126396,0.1
"ours_rs_joint","sigma","intercept",34,-0.435831277002295,0.0939290593100117,-0.45
"ours_rs_joint","sigma","x1",34,0.0727776229348958,0.054932356129859,0.1
"ours_rs_joint","sigma","time_scaled",34,0.181390581100918,0.131879625302365,0.08
"ours_rs_joint","theta","intercept",34,0.707949682069572,0.0449202231650352,0.7
"ours_rs_joint","theta","time_scaled",34,0.455150955922741,0.0981307349603865,0.2
"gamlss","mu","intercept",35,1.73014906527047,0.0555079030437766,1.1
"gamlss","mu","x1",35,0.249653007361322,0.0211621828703882,0.18
"gamlss","mu","x2",35,-0.164552374494971,0.0422883290393978,-0.12
"gamlss","mu","time_scaled",35,0.0939581146540392,0.0562406953851732,0.1
"gamlss","sigma","intercept",35,-0.567721829310962,0.115270415544031,-0.45
"gamlss","sigma","x1",35,0.141326288984991,0.0505932810637565,0.1
"gamlss","sigma","time_scaled",35,0.237743790586781,0.136016587905381,0.08
"ours_rs_joint","mu","intercept",35,1.23740033899867,0.0503371861184148,1.1
"ours_rs_joint","mu","x1",35,0.246546164567921,0.0320714649051963,0.18
"ours_rs_joint","mu","x2",35,-0.147151495678336,0.0621180810122995,-0.12
"ours_rs_joint","mu","time_scaled",35,0.123798764836319,0.0516567125269903,0.1
"ours_rs_joint","sigma","intercept",35,-0.63542949091037,0.0965148164340414,-0.45
"ours_rs_joint","sigma","x1",35,0.105425881731826,0.0531677420549611,0.1
"ours_rs_joint","sigma","time_scaled",35,0.249602991201978,0.131923959956812,0.08
"ours_rs_joint","theta","intercept",35,0.68839469688453,0.0442897592121712,0.7
"ours_rs_joint","theta","time_scaled",35,0.329451397168569,0.0976662687797223,0.2
"gamlss","mu","intercept",36,1.71046845452299,0.0559050914069053,1.1
"gamlss","mu","x1",36,0.192376941611746,0.0202169959487649,0.18
"gamlss","mu","x2",36,-0.0964056151019534,0.0435873229714282,-0.12
"gamlss","mu","time_scaled",36,0.169234054826318,0.0585424827466593,0.1
"gamlss","sigma","intercept",36,-0.588484650660078,0.11748062146723,-0.45
"gamlss","sigma","x1",36,0.0941912559230908,0.0491865600713595,0.1
"gamlss","sigma","time_scaled",36,0.24527820255493,0.140684878832555,0.08
"ours_rs_joint","mu","intercept",36,1.05656385835072,0.0509829159725908,1.1
"ours_rs_joint","mu","x1",36,0.18150689941707,0.0314536094867223,0.18
"ours_rs_joint","mu","x2",36,-0.0866378750450435,0.0638699487278987,-0.12
"ours_rs_joint","mu","time_scaled",36,0.163472527185056,0.0506654039981609,0.1
"ours_rs_joint","sigma","intercept",36,-0.602573085582096,0.0991709197846,-0.45
"ours_rs_joint","sigma","x1",36,0.0797982030629247,0.0544946289891363,0.1
"ours_rs_joint","sigma","time_scaled",36,0.212752730334206,0.135736607797556,0.08
"ours_rs_joint","theta","intercept",36,0.716605723737968,0.0441793411010424,0.7
"ours_rs_joint","theta","time_scaled",36,0.406106823128412,0.0952653977650959,0.2
"gamlss","mu","intercept",37,1.72014464801086,0.0553605280994951,1.1
"gamlss","mu","x1",37,0.178446852550751,0.0221056939346989,0.18
"gamlss","mu","x2",37,-0.0637317670375466,0.0449586233530193,-0.12
"gamlss","mu","time_scaled",37,-0.0246438682724024,0.0598145012366635,0.1
"gamlss","sigma","intercept",37,-0.616954652811612,0.117820631542517,-0.45
"gamlss","sigma","x1",37,0.0405747452801061,0.0529215416878172,0.1
"gamlss","sigma","time_scaled",37,0.0956384451267903,0.140221730359736,0.08
"ours_rs_joint","mu","intercept",37,1.10351164248326,0.0524319753260726,1.1
"ours_rs_joint","mu","x1",37,0.168705525763022,0.0329006675843279,0.18
"ours_rs_joint","mu","x2",37,-0.0313422818104183,0.0647134999673807,-0.12
"ours_rs_joint","mu","time_scaled",37,-0.0070379256332886,0.0539572025121412,0.1
"ours_rs_joint","sigma","intercept",37,-0.482018306740887,0.0943365082508991,-0.45
"ours_rs_joint","sigma","x1",37,0.0282369088947682,0.0547187198929019,0.1
"ours_rs_joint","sigma","time_scaled",37,0.0793555392579868,0.135744101233698,0.08
"ours_rs_joint","theta","intercept",37,0.749069455719735,0.0444869365764981,0.7
"ours_rs_joint","theta","time_scaled",37,0.215333490276947,0.0969330596772793,0.2
"gamlss","mu","intercept",38,1.55424807028272,0.0572465270438321,1.1
"gamlss","mu","x1",38,0.220948673258776,0.0229690336281779,0.18
"gamlss","mu","x2",38,-0.0588548626198433,0.0441654091103272,-0.12
"gamlss","mu","time_scaled",38,0.0781923579077151,0.0594996931932647,0.1
"gamlss","sigma","intercept",38,-0.478826549116405,0.116680448048206,-0.45
"gamlss","sigma","x1",38,0.106613757360604,0.051503625940002,0.1
"gamlss","sigma","time_scaled",38,0.230611466313699,0.138522061888057,0.08
"ours_rs_joint","mu","intercept",38,1.11469157284593,0.0527516557531918,1.1
"ours_rs_joint","mu","x1",38,0.213814633389903,0.0334052134344708,0.18
"ours_rs_joint","mu","x2",38,-0.0502542152305188,0.063852676965957,-0.12
"ours_rs_joint","mu","time_scaled",38,0.0734814893221367,0.0532458929710189,0.1
"ours_rs_joint","sigma","intercept",38,-0.575583773066015,0.0959854785581424,-0.45
"ours_rs_joint","sigma","x1",38,0.0942173481507334,0.0534036671363462,0.1
"ours_rs_joint","sigma","time_scaled",38,0.26992306703729,0.136701101077075,0.08
"ours_rs_joint","theta","intercept",38,0.688995124621624,0.0440570961519195,0.7
"ours_rs_joint","theta","time_scaled",38,0.361190314777418,0.096566885747656,0.2
"gamlss","mu","intercept",39,1.63542014825595,0.0575095165112227,1.1
"gamlss","mu","x1",39,0.167889258689415,0.0229910729870389,0.18
"gamlss","mu","x2",39,-0.102237181239872,0.0457311934213099,-0.12
"gamlss","mu","time_scaled",39,0.077430362121916,0.0608621026269229,0.1
"gamlss","sigma","intercept",39,-0.330498491325811,0.113637344521521,-0.45
"gamlss","sigma","x1",39,0.0510412948481813,0.0515239820061729,0.1
"gamlss","sigma","time_scaled",39,0.08440404849061,0.136391326331258,0.08
"ours_rs_joint","mu","intercept",39,1.13058451937059,0.0537493738937238,1.1
"ours_rs_joint","mu","x1",39,0.163713379263582,0.0340575114633111,0.18
"ours_rs_joint","mu","x2",39,-0.109610723488928,0.0662540268205085,-0.12
"ours_rs_joint","mu","time_scaled",39,0.079659167093239,0.0544313208311722,0.1
"ours_rs_joint","sigma","intercept",39,-0.417185028943986,0.0950274706709517,-0.45
"ours_rs_joint","sigma","x1",39,0.0807916170695809,0.0535339497387494,0.1
"ours_rs_joint","sigma","time_scaled",39,0.107514730889502,0.134051152119913,0.08
"ours_rs_joint","theta","intercept",39,0.736773740777106,0.044150014808727,0.7
"ours_rs_joint","theta","time_scaled",39,0.306054907537908,0.0971584065337138,0.2
"gamlss","mu","intercept",40,1.5573872240042,0.06074126256743,1.1
"gamlss","mu","x1",40,0.177901432804343,0.0225487058515221,0.18
"gamlss","mu","x2",40,-0.0925333159117314,0.0461424621072309,-0.12
"gamlss","mu","time_scaled",40,0.0590706134243391,0.0612652029429544,0.1
"gamlss","sigma","intercept",40,-0.273420085327947,0.113152887579824,-0.45
"gamlss","sigma","x1",40,0.0554592349955625,0.0505565057431438,0.1
"gamlss","sigma","time_scaled",40,-0.126173752246051,0.135345123354022,0.08
"ours_rs_joint","mu","intercept",40,1.08001040189616,0.0566804183290018,1.1
"ours_rs_joint","mu","x1",40,0.177848258418027,0.0348716766928546,0.18
"ours_rs_joint","mu","x2",40,-0.0975130952216844,0.0678319884247808,-0.12
"ours_rs_joint","mu","time_scaled",40,0.0598125820495647,0.055078387947538,0.1
"ours_rs_joint","sigma","intercept",40,-0.24106592567428,0.0917987105745211,-0.45
"ours_rs_joint","sigma","x1",40,0.0780760829786612,0.0538571630425589,0.1
"ours_rs_joint","sigma","time_scaled",40,-0.121033113985722,0.134589184845175,0.08
"ours_rs_joint","theta","intercept",40,0.72984747662154,0.046205377331833,0.7
"ours_rs_joint","theta","time_scaled",40,0.335087159055555,0.100595738079132,0.2
"gamlss","mu","intercept",41,1.74935332806614,0.0563196067279342,1.1
"gamlss","mu","x1",41,0.141306948135305,0.0210351368325962,0.18
"gamlss","mu","x2",41,-0.126426062838335,0.0428424587840623,-0.12
"gamlss","mu","time_scaled",41,0.00133332560180447,0.0567946039895121,0.1
"gamlss","sigma","intercept",41,-0.521820055531482,0.119234836473173,-0.45
"gamlss","sigma","x1",41,0.211521115441344,0.0521952581870839,0.1
"gamlss","sigma","time_scaled",41,0.235074470334351,0.144852826673658,0.08
"ours_rs_joint","mu","intercept",41,1.17129101412337,0.0518128026551551,1.1
"ours_rs_joint","mu","x1",41,0.142207048215083,0.0322776562960997,0.18
"ours_rs_joint","mu","x2",41,-0.128374927731535,0.0625229537674094,-0.12
"ours_rs_joint","mu","time_scaled",41,0.0124988819844564,0.0509894207765884,0.1
"ours_rs_joint","sigma","intercept",41,-0.688376350062976,0.101066737330346,-0.45
"ours_rs_joint","sigma","x1",41,0.201761788370851,0.0578538328493708,0.1
"ours_rs_joint","sigma","time_scaled",41,0.179954723431089,0.141090432186225,0.08
"ours_rs_joint","theta","intercept",41,0.776124245119051,0.0444055942682267,0.7
"ours_rs_joint","theta","time_scaled",41,0.175251215120375,0.0961351025429994,0.2
"gamlss","mu","intercept",42,1.54921188642838,0.0566600727061183,1.1
"gamlss","mu","x1",42,0.22816224269195,0.0231166006694679,0.18
"gamlss","mu","x2",42,-0.0721551650159106,0.0457793875431499,-0.12
"gamlss","mu","time_scaled",42,0.12042989573615,0.0604855482862867,0.1
"gamlss","sigma","intercept",42,-0.360431937209746,0.113828083478375,-0.45
"gamlss","sigma","x1",42,0.0593569897336681,0.0518113744160417,0.1
"gamlss","sigma","time_scaled",42,0.0242402559612873,0.138354716978277,0.08
"ours_rs_joint","mu","intercept",42,1.04729165682329,0.0526097968692542,1.1
"ours_rs_joint","mu","x1",42,0.238245424094927,0.0357520726396446,0.18
"ours_rs_joint","mu","x2",42,-0.0957586159969085,0.0668075821228447,-0.12
"ours_rs_joint","mu","time_scaled",42,0.128366107659043,0.0550830874953293,0.1
"ours_rs_joint","sigma","intercept",42,-0.409107663831669,0.0961664380245923,-0.45
"ours_rs_joint","sigma","x1",42,0.0433844758509005,0.0557853300993621,0.1
"ours_rs_joint","sigma","time_scaled",42,0.0656307800922016,0.138047628432979,0.08
"ours_rs_joint","theta","intercept",42,0.70557043719454,0.0456351624070713,0.7
"ours_rs_joint","theta","time_scaled",42,0.334899730872416,0.100515065093344,0.2
"gamlss","mu","intercept",43,1.62249400204961,0.0529428624522021,1.1
"gamlss","mu","x1",43,0.212370821826893,0.0219957491632348,0.18
"gamlss","mu","x2",43,-0.0403200797241145,0.0406302824536105,-0.12
"gamlss","mu","time_scaled",43,0.121151603838697,0.0546096570865917,0.1
"gamlss","sigma","intercept",43,-0.974147532563364,0.129170209428526,-0.45
"gamlss","sigma","x1",43,0.370759839061318,0.0653590960017618,0.1
"gamlss","sigma","time_scaled",43,0.370528801264613,0.155043260363396,0.08
"ours_rs_joint","mu","intercept",43,1.08048599834761,0.0483327508685455,1.1
"ours_rs_joint","mu","x1",43,0.201584163128813,0.0312383734840342,0.18
"ours_rs_joint","mu","x2",43,-0.0705524848262474,0.0593517161627723,-0.12
"ours_rs_joint","mu","time_scaled",43,0.111237162248683,0.0508649205686367,0.1
"ours_rs_joint","sigma","intercept",43,-0.872419637610061,0.110820842873278,-0.45
"ours_rs_joint","sigma","x1",43,0.278390587380283,0.0647303406338644,0.1
"ours_rs_joint","sigma","time_scaled",43,0.374442366693569,0.15513408374448,0.08
"ours_rs_joint","theta","intercept",43,0.6318107769604,0.0447952696558573,0.7
"ours_rs_joint","theta","time_scaled",43,0.359805400905838,0.100098008176383,0.2
"gamlss","mu","intercept",44,1.62214996437524,0.0608758156589277,1.1
"gamlss","mu","x1",44,0.201344375734487,0.0242158007433586,0.18
"gamlss","mu","x2",44,-0.084988020662433,0.0463607816869173,-0.12
"gamlss","mu","time_scaled",44,0.153178138198235,0.0617541186044818,0.1
"gamlss","sigma","intercept",44,-0.366765460067062,0.114939438059039,-0.45
"gamlss","sigma","x1",44,0.194818185972389,0.0551504517913175,0.1
"gamlss","sigma","time_scaled",44,0.183154773127208,0.136824522817247,0.08
"ours_rs_joint","mu","intercept",44,1.02795310619943,0.0555340317997412,1.1
"ours_rs_joint","mu","x1",44,0.195534017074888,0.0363477394103995,0.18
"ours_rs_joint","mu","x2",44,-0.0544457761400986,0.0677968822382981,-0.12
"ours_rs_joint","mu","time_scaled",44,0.154060638631784,0.0542750557345678,0.1
"ours_rs_joint","sigma","intercept",44,-0.420167197625731,0.0973814262512607,-0.45
"ours_rs_joint","sigma","x1",44,0.134913373168108,0.0569089297425951,0.1
"ours_rs_joint","sigma","time_scaled",44,0.144710912980639,0.133524074744195,0.08
"ours_rs_joint","theta","intercept",44,0.761855934308684,0.0457526398035178,0.7
"ours_rs_joint","theta","time_scaled",44,0.347215545668972,0.0986892411387609,0.2
"gamlss","mu","intercept",45,1.64381009326649,0.0595058117803101,1.1
"gamlss","mu","x1",45,0.248376297805518,0.0214959532487909,0.18
"gamlss","mu","x2",45,-0.090543609573339,0.0447516455917613,-0.12
"gamlss","mu","time_scaled",45,0.123296082800883,0.0601594065382314,0.1
"gamlss","sigma","intercept",45,-0.572559340074731,0.118433823597301,-0.45
