"model","parameter","term","rep","estimate","std_error","true_value"
"gamlss","sigma","x1",45,0.149727352026035,0.0515894090907076,0.1
"gamlss","sigma","time_scaled",45,0.160746531847008,0.141567941572002,0.08
"ours_rs_joint","mu","intercept",45,1.07166269210869,0.0549024505186662,1.1
"ours_rs_joint","mu","x1",45,0.244343848492697,0.0324244481151496,0.18
"ours_rs_joint","mu","x2",45,-0.0969727859446556,0.0653345316841854,-0.12
"ours_rs_joint","mu","time_scaled",45,0.121534137174692,0.0530480231183527,0.1
"ours_rs_joint","sigma","intercept",45,-0.508825213251771,0.100065168881485,-0.45
"ours_rs_joint","sigma","x1",45,0.113600443952555,0.0542278853024866,0.1
"ours_rs_joint","sigma","time_scaled",45,0.11031169821005,0.136803454246718,0.08
"ours_rs_joint","theta","intercept",45,0.775331826706567,0.0442728909437616,0.7
"ours_rs_joint","theta","time_scaled",45,0.221263833783252,0.0950393030306955,0.2
"gamlss","mu","intercept",46,1.55979176781405,0.0606705918032576,1.1
"gamlss","mu","x1",46,0.192132583288513,0.023117065929132,0.18
"gamlss","mu","x2",46,-0.0689903185802733,0.0453650728017853,-0.12
"gamlss","mu","time_scaled",46,0.100297697576123,0.0606928190961834,0.1
"gamlss","sigma","intercept",46,-0.383881400569196,0.12104486351442,-0.45
"gamlss","sigma","x1",46,0.183912724961497,0.0546235186693338,0.1
"gamlss","sigma","time_scaled",46,-0.0564700375968508,0.140927350800038,0.08
"ours_rs_joint","mu","intercept",46,1.00985508217495,0.0569038225436457,1.1
"ours_rs_joint","mu","x1",46,0.189571892875948,0.0345281516318014,0.18
"ours_rs_joint","mu","x2",46,-0.0649061079449107,0.066412016442459,-0.12
"ours_rs_joint","mu","time_scaled",46,0.119766225007899,0.0537598932555834,0.1
"ours_rs_joint","sigma","intercept",46,-0.370647988231355,0.0972400047266798,-0.45
"ours_rs_joint","sigma","x1",46,0.157029471439577,0.056365712795218,0.1
"ours_rs_joint","sigma","time_scaled",46,-0.0441968732198467,0.136970864732003,0.08
"ours_rs_joint","theta","intercept",46,0.738917032431291,0.0447294016174945,0.7
"ours_rs_joint","theta","time_scaled",46,0.321227963566364,0.0973593202295417,0.2
"gamlss","mu","intercept",47,1.76057248534794,0.0603512576527408,1.1
"gamlss","mu","x1",47,0.160046334901375,0.0243481449715789,0.18
"gamlss","mu","x2",47,-0.156689708609423,0.0478380915587588,-0.12
"gamlss","mu","time_scaled",47,0.0329131824223329,0.0631042503196458,0.1
"gamlss","sigma","intercept",47,-0.271626125795359,0.11078103554272,-0.45
"gamlss","sigma","x1",47,0.0614476497997191,0.0518229104144275,0.1
"gamlss","sigma","time_scaled",47,0.0513839869821027,0.131796219699524,0.08
"ours_rs_joint","mu","intercept",47,1.16009528918801,0.0565185648382756,1.1
"ours_rs_joint","mu","x1",47,0.158642351284087,0.0366959300375388,0.18
"ours_rs_joint","mu","x2",47,-0.140479998433993,0.0695610892723143,-0.12
"ours_rs_joint","mu","time_scaled",47,0.0330197328667058,0.0556985497094711,0.1
"ours_rs_joint","sigma","intercept",47,-0.251689606113367,0.0898640232917118,-0.45
"ours_rs_joint","sigma","x1",47,0.0608007881229731,0.0543467930383838,0.1
"ours_rs_joint","sigma","time_scaled",47,0.0239685449373213,0.125206560944538,0.08
"ours_rs_joint","theta","intercept",47,0.77436256779103,0.0453898186657559,0.7
"ours_rs_joint","theta","time_scaled",47,0.297710780886628,0.0977405977852808,0.2
"gamlss","mu","intercept",48,1.5382453640125,0.0578911381638067,1.1
"gamlss","mu","x1",48,0.200915345551173,0.022709830831134,0.18
"gamlss","mu","x2",48,-0.185159358145156,0.0469235739563909,-0.12
"gamlss","mu","time_scaled",48,0.170758428271327,0.0626518167349149,0.1
"gamlss","sigma","intercept",48,-0.458736316229123,0.116136878958522,-0.45
"gamlss","sigma","x1",48,0.158634277390668,0.0497751168557796,0.1
"gamlss","sigma","time_scaled",48,0.221494601225451,0.133781568449809,0.08
"ours_rs_joint","mu","intercept",48,1.1044860636498,0.0546723864331596,1.1
"ours_rs_joint","mu","x1",48,0.1930202642156,0.0352913003272446,0.18
"ours_rs_joint","mu","x2",48,-0.174680449957826,0.0691078060422911,-0.12
"ours_rs_joint","mu","time_scaled",48,0.167363878394376,0.0543668996461401,0.1
"ours_rs_joint","sigma","intercept",48,-0.390777431251421,0.0957935450248404,-0.45
"ours_rs_joint","sigma","x1",48,0.0668095838600638,0.0531770868164522,0.1
"ours_rs_joint","sigma","time_scaled",48,0.223839838719868,0.128944817824865,0.08
"ours_rs_joint","theta","intercept",48,0.802268941988502,0.0455132187324239,0.7
"ours_rs_joint","theta","time_scaled",48,0.279454289553647,0.0982481946029504,0.2
"gamlss","mu","intercept",49,1.52897325164623,0.0585613727778415,1.1
"gamlss","mu","x1",49,0.165575201708125,0.0236220776488455,0.18
"gamlss","mu","x2",49,-0.111366110505295,0.046200767975848,-0.12
"gamlss","mu","time_scaled",49,0.0773441630555639,0.0618896163898383,0.1
"gamlss","sigma","intercept",49,-0.466383168893782,0.115112121580791,-0.45
"gamlss","sigma","x1",49,0.0151828787081358,0.0516543129403461,0.1
"gamlss","sigma","time_scaled",49,0.131506978245766,0.138560811454016,0.08
"ours_rs_joint","mu","intercept",49,1.08646698020511,0.0548351469599111,1.1
"ours_rs_joint","mu","x1",49,0.172103226803788,0.0361908812782996,0.18
"ours_rs_joint","mu","x2",49,-0.121835038482957,0.0679506903279048,-0.12
"ours_rs_joint","mu","time_scaled",49,0.083932113491422,0.055857873283103,0.1
"ours_rs_joint","sigma","intercept",49,-0.365274662607632,0.0968261527728272,-0.45
"ours_rs_joint","sigma","x1",49,0.0410647278371779,0.0546849952952475,0.1
"ours_rs_joint","sigma","time_scaled",49,0.159971835546911,0.135125038333899,0.08
"ours_rs_joint","theta","intercept",49,0.744186423695303,0.0455407810621645,0.7
"ours_rs_joint","theta","time_scaled",49,0.275785891895212,0.100372436499963,0.2
"gamlss","mu","intercept",50,1.60203053339494,0.0584042574198323,1.1
"gamlss","mu","x1",50,0.207107314976811,0.0234842229881211,0.18
"gamlss","mu","x2",50,-0.242830440839218,0.0447033942003036,-0.12
"gamlss","mu","time_scaled",50,0.0298799010423761,0.0590709579348829,0.1
"gamlss","sigma","intercept",50,-0.316758822566142,0.121407924564946,-0.45
"gamlss","sigma","x1",50,0.0146867928230451,0.0581164376805769,0.1
"gamlss","sigma","time_scaled",50,-0.0660316476884169,0.145861006198887,0.08
"ours_rs_joint","mu","intercept",50,1.12497239665414,0.0542312275445907,1.1
"ours_rs_joint","mu","x1",50,0.212704427624251,0.0357538988932605,0.18
"ours_rs_joint","mu","x2",50,-0.214391207901198,0.0655728068341707,-0.12
"ours_rs_joint","mu","time_scaled",50,0.0258474621575788,0.0540965357927448,0.1
"ours_rs_joint","sigma","intercept",50,-0.411005161104582,0.0992219323197458,-0.45
"ours_rs_joint","sigma","x1",50,0.0171071497521723,0.0603839111672333,0.1
"ours_rs_joint","sigma","time_scaled",50,-0.0491533275450157,0.14527863475752,0.08
"ours_rs_joint","theta","intercept",50,0.712499839653871,0.0459759098322664,0.7
"ours_rs_joint","theta","time_scaled",50,0.293805526370384,0.101045121763823,0.2
"gamlss","mu","intercept",51,1.69802089196667,0.056798857419452,1.1
"gamlss","mu","x1",51,0.203157221268523,0.0215162877952783,0.18
"gamlss","mu","x2",51,-0.14351425233011,0.0439389088784278,-0.12
"gamlss","mu","time_scaled",51,0.085643375309771,0.0581648248933091,0.1
"gamlss","sigma","intercept",51,-0.524954065628192,0.127078562250234,-0.45
"gamlss","sigma","x1",51,0.00971555867518198,0.0539241495310131,0.1
"gamlss","sigma","time_scaled",51,0.235136304632237,0.146691019583648,0.08
"ours_rs_joint","mu","intercept",51,1.06485348392901,0.050637796348672,1.1
"ours_rs_joint","mu","x1",51,0.204073746145441,0.0330319289311073,0.18
"ours_rs_joint","mu","x2",51,-0.140316683603386,0.0635092288356692,-0.12
"ours_rs_joint","mu","time_scaled",51,0.0839464167110214,0.0528767423302672,0.1
"ours_rs_joint","sigma","intercept",51,-0.681370380890571,0.102653394616807,-0.45
"ours_rs_joint","sigma","x1",51,0.0469415137754536,0.0579067251747233,0.1
"ours_rs_joint","sigma","time_scaled",51,0.277098336202725,0.140434274930746,0.08
"ours_rs_joint","theta","intercept",51,0.709888074947233,0.0445767280364959,0.7
"ours_rs_joint","theta","time_scaled",51,0.313136328987046,0.0979566034451461,0.2
"gamlss","mu","intercept",52,1.63724424953747,0.0558303278715281,1.1
"gamlss","mu","x1",52,0.183804402609345,0.0200788863940896,0.18
"gamlss","mu","x2",52,-0.021382805877433,0.0423098932759559,-0.12
"gamlss","mu","time_scaled",52,0.101580959507335,0.0568489761912164,0.1
"gamlss","sigma","intercept",52,-0.867380841931145,0.122597960854623,-0.45
"gamlss","sigma","x1",52,0.00357608985356221,0.0508877931747358,0.1
"gamlss","sigma","time_scaled",52,0.140186745788271,0.141381486732563,0.08
"ours_rs_joint","mu","intercept",52,1.08535816555408,0.0510090669371219,1.1
"ours_rs_joint","mu","x1",52,0.175244602396876,0.0304942312447463,0.18
"ours_rs_joint","mu","x2",52,-0.0389593652663063,0.0617380065142128,-0.12
"ours_rs_joint","mu","time_scaled",52,0.0882503620258659,0.0503404224691538,0.1
"ours_rs_joint","sigma","intercept",52,-0.589482623910766,0.0990125066652811,-0.45
"ours_rs_joint","sigma","x1",52,0.0385673754907052,0.0540927571917178,0.1
"ours_rs_joint","sigma","time_scaled",52,0.181585336044639,0.141097019798887,0.08
"ours_rs_joint","theta","intercept",52,0.689149009514715,0.0442205521564192,0.7
"ours_rs_joint","theta","time_scaled",52,0.421903479981929,0.0977088883928996,0.2
"gamlss","mu","intercept",53,1.43774331253866,0.0573078784131812,1.1
"gamlss","mu","x1",53,0.188872857527357,0.021627921451026,0.18
"gamlss","mu","x2",53,0.00503224108593717,0.0424843761502612,-0.12
"gamlss","mu","time_scaled",53,0.0957278476299152,0.0566219421885118,0.1
"gamlss","sigma","intercept",53,-0.440874642815754,0.129384687252104,-0.45
"gamlss","sigma","x1",53,0.110451398936891,0.0589351208604946,0.1
"gamlss","sigma","time_scaled",53,0.0104972442872683,0.158389790424095,0.08
"ours_rs_joint","mu","intercept",53,0.94925145051713,0.0524021492258341,1.1
"ours_rs_joint","mu","x1",53,0.187390303637903,0.0322433235788956,0.18
"ours_rs_joint","mu","x2",53,0.00117726833993245,0.0615692307761986,-0.12
"ours_rs_joint","mu","time_scaled",53,0.101289784391906,0.0523470998718634,0.1
"ours_rs_joint","sigma","intercept",53,-0.745812060370952,0.10865384889417,-0.45
"ours_rs_joint","sigma","x1",53,0.166112599266038,0.0629785861562725,0.1
"ours_rs_joint","sigma","time_scaled",53,0.0582389117966007,0.157947646019245,0.08
"ours_rs_joint","theta","intercept",53,0.687579381538398,0.0440524090842323,0.7
"ours_rs_joint","theta","time_scaled",53,0.225884325074436,0.0981700714256354,0.2
"gamlss","mu","intercept",54,1.69147126687784,0.0606675639454426,1.1
"gamlss","mu","x1",54,0.145438029134663,0.0240035694760721,0.18
"gamlss","mu","x2",54,-0.193377301785316,0.047914053288746,-0.12
"gamlss","mu","time_scaled",54,0.0471147324563993,0.0639140368716503,0.1
"gamlss","sigma","intercept",54,-0.473351762622617,0.118148309356923,-0.45
"gamlss","sigma","x1",54,0.141785942810444,0.0538303733674386,0.1
"gamlss","sigma","time_scaled",54,0.163595274538744,0.139648145322863,0.08
"ours_rs_joint","mu","intercept",54,1.08888171372967,0.0564456990067488,1.1
"ours_rs_joint","mu","x1",54,0.130764632728975,0.0369686243129332,0.18
"ours_rs_joint","mu","x2",54,-0.197502359909744,0.0700727885932107,-0.12
"ours_rs_joint","mu","time_scaled",54,0.0299679350814287,0.0562744744265965,0.1
"ours_rs_joint","sigma","intercept",54,-0.344552034744705,0.0950886128344924,-0.45
"ours_rs_joint","sigma","x1",54,0.0866116092056944,0.0578779737946001,0.1
"ours_rs_joint","sigma","time_scaled",54,0.157169106590681,0.136146549553072,0.08
"ours_rs_joint","theta","intercept",54,0.743487051956117,0.0456957079822715,0.7
"ours_rs_joint","theta","time_scaled",54,0.387087496623379,0.100581080979318,0.2
"gamlss","mu","intercept",55,1.66867734826377,0.0572557538634371,1.1
"gamlss","mu","x1",55,0.161603764209717,0.0212727794406123,0.18
"gamlss","mu","x2",55,-0.115424101223571,0.0431688605902718,-0.12
"gamlss","mu","time_scaled",55,0.111120170013528,0.0577624259180669,0.1
"gamlss","sigma","intercept",55,-0.447584741961412,0.120046341449201,-0.45
"gamlss","sigma","x1",55,0.189174704395388,0.0543129533874559,0.1
"gamlss","sigma","time_scaled",55,-0.0287113576189856,0.143255531741579,0.08
"ours_rs_joint","mu","intercept",55,1.15079249422623,0.053111866257009,1.1
"ours_rs_joint","mu","x1",55,0.152319590488433,0.0319559206782932,0.18
"ours_rs_joint","mu","x2",55,-0.12788712909614,0.0623409615574564,-0.12
"ours_rs_joint","mu","time_scaled",55,0.100411789064544,0.0526832066624929,0.1
"ours_rs_joint","sigma","intercept",55,-0.559414181256989,0.0981913343467346,-0.45
"ours_rs_joint","sigma","x1",55,0.158285034037097,0.0572612033246731,0.1
"ours_rs_joint","sigma","time_scaled",55,0.0227200581531982,0.141384426566519,0.08
"ours_rs_joint","theta","intercept",55,0.699782912559483,0.0438521368674518,0.7
"ours_rs_joint","theta","time_scaled",55,0.20690101198743,0.0972205559766114,0.2
"gamlss","mu","intercept",56,1.58749010988727,0.0556285798002478,1.1
"gamlss","mu","x1",56,0.178801188346408,0.0218830234088192,0.18
"gamlss","mu","x2",56,-0.00209728102593597,0.0428052100859225,-0.12
"gamlss","mu","time_scaled",56,0.070141274723061,0.0570535930719835,0.1
"gamlss","sigma","intercept",56,-0.503589096874514,0.120096062589732,-0.45
"gamlss","sigma","x1",56,0.0846821801002375,0.0549013756026268,0.1
"gamlss","sigma","time_scaled",56,0.233314219291596,0.140506738902836,0.08
"ours_rs_joint","mu","intercept",56,1.08455164369771,0.0514435538467209,1.1
"ours_rs_joint","mu","x1",56,0.186008385940551,0.0329747790968931,0.18
"ours_rs_joint","mu","x2",56,-0.00878231524756658,0.0625321776160207,-0.12
"ours_rs_joint","mu","time_scaled",56,0.0677163642575198,0.0521986419834285,0.1
"ours_rs_joint","sigma","intercept",56,-0.6295204874861,0.0997080783386424,-0.45
"ours_rs_joint","sigma","x1",56,0.0599040513662529,0.0568706696966687,0.1
"ours_rs_joint","sigma","time_scaled",56,0.23054203922513,0.137154081349463,0.08
"ours_rs_joint","theta","intercept",56,0.722981289021529,0.0445285775475747,0.7
"ours_rs_joint","theta","time_scaled",56,0.252975192697776,0.0969913299147447,0.2
"gamlss","mu","intercept",57,1.59999676316385,0.059280598105809,1.1
"gamlss","mu","x1",57,0.146330950732354,0.0217822245139691,0.18
"gamlss","mu","x2",57,-0.038274907025931,0.0453577962757684,-0.12
"gamlss","mu","time_scaled",57,0.0759248365421118,0.0599018508624413,0.1
"gamlss","sigma","intercept",57,-0.406360583880913,0.119950655767661,-0.45
"gamlss","sigma","x1",57,0.0576840440625556,0.051975166625277,0.1
"gamlss","sigma","time_scaled",57,0.000193507860311802,0.138849754265534,0.08
"ours_rs_joint","mu","intercept",57,1.04115176792076,0.0555002091611773,1.1
"ours_rs_joint","mu","x1",57,0.149437117244319,0.0326073190331107,0.18
"ours_rs_joint","mu","x2",57,-0.0413392103480868,0.0660147897184518,-0.12
"ours_rs_joint","mu","time_scaled",57,0.0738336962295907,0.0533786624678505,0.1
"ours_rs_joint","sigma","intercept",57,-0.440496416722559,0.0953218795931414,-0.45
"ours_rs_joint","sigma","x1",57,0.0796041994265403,0.0556741447253192,0.1
"ours_rs_joint","sigma","time_scaled",57,-0.016428428791598,0.134919275966716,0.08
"ours_rs_joint","theta","intercept",57,0.730331777840404,0.0450672839602791,0.7
"ours_rs_joint","theta","time_scaled",57,0.329894281512788,0.0988505411277523,0.2
"gamlss","mu","intercept",58,1.61869473876293,0.05761673219969,1.1
"gamlss","mu","x1",58,0.172926992115574,0.022774594796274,0.18
"gamlss","mu","x2",58,-0.0875204028465948,0.0433908907122703,-0.12
"gamlss","mu","time_scaled",58,0.0833101925356694,0.0578002321007987,0.1
"gamlss","sigma","intercept",58,-0.365734710212594,0.120367451955779,-0.45
"gamlss","sigma","x1",58,0.195039650072812,0.0610884642404396,0.1
"gamlss","sigma","time_scaled",58,-0.0301727213837866,0.146127178363065,0.08
"ours_rs_joint","mu","intercept",58,1.09954059790438,0.0523137339081846,1.1
"ours_rs_joint","mu","x1",58,0.176213022559133,0.0334677627382311,0.18
"ours_rs_joint","mu","x2",58,-0.0655709383367765,0.0634463752979438,-0.12
"ours_rs_joint","mu","time_scaled",58,0.0814377640081783,0.0518224393028584,0.1
"ours_rs_joint","sigma","intercept",58,-0.54571016324046,0.10031987756824,-0.45
"ours_rs_joint","sigma","x1",58,0.152254396284713,0.0612123396784323,0.1
"ours_rs_joint","sigma","time_scaled",58,0.00113847826853472,0.142751502772627,0.08
"ours_rs_joint","theta","intercept",58,0.724724858983078,0.0443498068669734,0.7
"ours_rs_joint","theta","time_scaled",58,0.299929232593517,0.0967545589585521,0.2
"gamlss","mu","intercept",59,1.55601544793842,0.0589659079540481,1.1
"gamlss","mu","x1",59,0.172232316904155,0.022301489681416,0.18
"gamlss","mu","x2",59,-0.10068648127238,0.045436090500314,-0.12
"gamlss","mu","time_scaled",59,0.0846667216946009,0.0603188083588272,0.1
"gamlss","sigma","intercept",59,-0.628508188161112,0.119879908600212,-0.45
"gamlss","sigma","x1",59,0.209661779804115,0.0540668538788134,0.1
"gamlss","sigma","time_scaled",59,0.20044887534681,0.140692646097512,0.08
"ours_rs_joint","mu","intercept",59,1.07213844734782,0.0548729407240828,1.1
"ours_rs_joint","mu","x1",59,0.16530231606485,0.0337710016102799,0.18
"ours_rs_joint","mu","x2",59,-0.111180761923111,0.0664359855627314,-0.12
"ours_rs_joint","mu","time_scaled",59,0.101067570881422,0.0539110910249521,0.1
"ours_rs_joint","sigma","intercept",59,-0.498986746348781,0.0989836219316006,-0.45
"ours_rs_joint","sigma","x1",59,0.195917077802607,0.0560732934117125,0.1
"ours_rs_joint","sigma","time_scaled",59,0.240697558073025,0.136324455855281,0.08
"ours_rs_joint","theta","intercept",59,0.709904372767011,0.0446500309555652,0.7
"ours_rs_joint","theta","time_scaled",59,0.434949824228361,0.0975333338140206,0.2
"gamlss","mu","intercept",60,1.62991842836687,0.0587294570752659,1.1
"gamlss","mu","x1",60,0.138236366572767,0.0218971695676285,0.18
"gamlss","mu","x2",60,-0.0199449307553711,0.0439779735295631,-0.12
"gamlss","mu","time_scaled",60,0.0481699261093798,0.0591630829058565,0.1
"gamlss","sigma","intercept",60,-0.15011749628878,0.113466530133735,-0.45
"gamlss","sigma","x1",60,0.0240810678742577,0.0534034877671376,0.1
"gamlss","sigma","time_scaled",60,-0.135474861723714,0.142392975177996,0.08
"ours_rs_joint","mu","intercept",60,1.05685065776777,0.0542961117223862,1.1
"ours_rs_joint","mu","x1",60,0.166218774199784,0.0338010345285114,0.18
"ours_rs_joint","mu","x2",60,-0.00488162432562672,0.0653708814558122,-0.12
"ours_rs_joint","mu","time_scaled",60,0.0515995672161567,0.0524135632403174,0.1
"ours_rs_joint","sigma","intercept",60,-0.396208843901231,0.0963978410426278,-0.45
"ours_rs_joint","sigma","x1",60,0.104050307075356,0.0562239197818116,0.1
"ours_rs_joint","sigma","time_scaled",60,-0.114496380447382,0.139333639110266,0.08
"ours_rs_joint","theta","intercept",60,0.753613981229299,0.0439602964720205,0.7
"ours_rs_joint","theta","time_scaled",60,0.287480102819209,0.0953487778992679,0.2
"gamlss","mu","intercept",61,1.69627842541935,0.0580804633336845,1.1
"gamlss","mu","x1",61,0.135060619967796,0.0223126285006489,0.18
"gamlss","mu","x2",61,-0.138511552683137,0.0456612069008619,-0.12
"gamlss","mu","time_scaled",61,0.0656828510815071,0.061160897370162,0.1
"gamlss","sigma","intercept",61,-0.628333469691106,0.11433248968147,-0.45
"gamlss","sigma","x1",61,0.0585015361334566,0.0498076355883627,0.1
"gamlss","sigma","time_scaled",61,0.178949346454638,0.134963218841825,0.08
"ours_rs_joint","mu","intercept",61,1.10474246652526,0.0542711017690317,1.1
"ours_rs_joint","mu","x1",61,0.156788676903879,0.0332455477450372,0.18
"ours_rs_joint","mu","x2",61,-0.0663676113898137,0.066571048057779,-0.12
"ours_rs_joint","mu","time_scaled",61,0.0712172743223891,0.0548177236017783,0.1
"ours_rs_joint","sigma","intercept",61,-0.436233884589171,0.0949496235881096,-0.45
"ours_rs_joint","sigma","x1",61,0.124393591496545,0.0524028103537792,0.1
"ours_rs_joint","sigma","time_scaled",61,0.218867582062937,0.133515553513204,0.08
"ours_rs_joint","theta","intercept",61,0.775726616251183,0.0445836527513682,0.7
"ours_rs_joint","theta","time_scaled",61,0.193529931261369,0.0977504984293305,0.2
"gamlss","mu","intercept",62,1.6693274042798,0.0524903475991956,1.1
"gamlss","mu","x1",62,0.212638006046479,0.0219641029385335,0.18
"gamlss","mu","x2",62,-0.164837422762352,0.0423445622493107,-0.12
"gamlss","mu","time_scaled",62,0.0889275367407378,0.0562451949784789,0.1
"gamlss","sigma","intercept",62,-0.661874678038002,0.12086603690915,-0.45
"gamlss","sigma","x1",62,0.149722715448254,0.0564467100607405,0.1
"gamlss","sigma","time_scaled",62,-0.110147132416658,0.143706224179671,0.08
"ours_rs_joint","mu","intercept",62,1.16713910602847,0.049917051343584,1.1
"ours_rs_joint","mu","x1",62,0.188724595601953,0.0331226747554295,0.18
"ours_rs_joint","mu","x2",62,-0.165116217150367,0.0623301436502082,-0.12
"ours_rs_joint","mu","time_scaled",62,0.0754675946673984,0.049844991939093,0.1
"ours_rs_joint","sigma","intercept",62,-0.500688293400362,0.0978338738541133,-0.45
"ours_rs_joint","sigma","x1",62,0.0888158695917543,0.0592326715784292,0.1
"ours_rs_joint","sigma","time_scaled",62,-0.123121622442838,0.143336471214961,0.08
"ours_rs_joint","theta","intercept",62,0.713600320794937,0.0451215562781952,0.7
"ours_rs_joint","theta","time_scaled",62,0.370704787157468,0.0974096895722193,0.2
"gamlss","mu","intercept",63,1.67262194610275,0.0590564250739174,1.1
"gamlss","mu","x1",63,0.215631267110607,0.0231354074567947,0.18
"gamlss","mu","x2",63,-0.106797804353921,0.0450419796561793,-0.12
"gamlss","mu","time_scaled",63,0.0900627508127767,0.0598365655152875,0.1
"gamlss","sigma","intercept",63,-0.343959518793624,0.116899340845778,-0.45
"gamlss","sigma","x1",63,0.0776692820470971,0.054962644142664,0.1
"gamlss","sigma","time_scaled",63,-0.0813109757357253,0.139797704876562,0.08
"ours_rs_joint","mu","intercept",63,1.06423340980929,0.0555223157106329,1.1
"ours_rs_joint","mu","x1",63,0.200436846224216,0.0349840305130393,0.18
"ours_rs_joint","mu","x2",63,-0.0460991971398207,0.0657118549563459,-0.12
"ours_rs_joint","mu","time_scaled",63,0.0953221852726717,0.0525492510738344,0.1
"ours_rs_joint","sigma","intercept",63,-0.38753063730866,0.0948801828441436,-0.45
"ours_rs_joint","sigma","x1",63,0.0555079363962822,0.058105114256027,0.1
"ours_rs_joint","sigma","time_scaled",63,-0.066992037511465,0.137256056191256,0.08
"ours_rs_joint","theta","intercept",63,0.721580062473803,0.0443869210037336,0.7
"ours_rs_joint","theta","time_scaled",63,0.381620078541271,0.0962434842042436,0.2
"gamlss","mu","intercept",64,1.56073321576074,0.0589898342019838,1.1
"gamlss","mu","x1",64,0.135265576372774,0.0224201009474289,0.18
"gamlss","mu","x2",64,-0.0594546578453116,0.0446544874398434,-0.12
"gamlss","mu","time_scaled",64,0.0688221140744113,0.0594475340403564,0.1
"gamlss","sigma","intercept",64,-0.248172891828179,0.113775362399711,-0.45
"gamlss","sigma","x1",64,0.137445491014638,0.0518781056545094,0.1
"gamlss","sigma","time_scaled",64,-0.0565304174987657,0.141194039799631,0.08
"ours_rs_joint","mu","intercept",64,1.05349377841806,0.0541647963326256,1.1
"ours_rs_joint","mu","x1",64,0.130155342183546,0.0327637895108056,0.18
"ours_rs_joint","mu","x2",64,-0.0613386246530999,0.0634904237222685,-0.12
"ours_rs_joint","mu","time_scaled",64,0.0780729215209105,0.0548656202856153,0.1
"ours_rs_joint","sigma","intercept",64,-0.439710424629179,0.0949732157447411,-0.45
"ours_rs_joint","sigma","x1",64,0.134691460661926,0.0544651535681055,0.1
"ours_rs_joint","sigma","time_scaled",64,-0.0506774142265408,0.13977289120437,0.08
"ours_rs_joint","theta","intercept",64,0.634180205805324,0.0442074689587565,0.7
"ours_rs_joint","theta","time_scaled",64,0.387658165674523,0.0970832550377861,0.2
"gamlss","mu","intercept",65,1.57678921197444,0.0571543815346633,1.1
"gamlss","mu","x1",65,0.209007311793779,0.0221215905528963,0.18
"gamlss","mu","x2",65,-0.155956273617093,0.0440253722371178,-0.12
"gamlss","mu","time_scaled",65,0.144292117826941,0.0588493936302132,0.1
"gamlss","sigma","intercept",65,-0.4553477013111,0.123030056599474,-0.45
"gamlss","sigma","x1",65,0.0700169547103293,0.0533770727335583,0.1
"gamlss","sigma","time_scaled",65,0.15070924645133,0.146310028439009,0.08
"ours_rs_joint","mu","intercept",65,1.02101268275006,0.0517546299798485,1.1
"ours_rs_joint","mu","x1",65,0.213165386221393,0.033139179930786,0.18
"ours_rs_joint","mu","x2",65,-0.16280673704541,0.0639889917779283,-0.12
"ours_rs_joint","mu","time_scaled",65,0.137788387423981,0.0532875716376573,0.1
"ours_rs_joint","sigma","intercept",65,-0.631513559571788,0.105956956794483,-0.45
"ours_rs_joint","sigma","x1",65,0.0573606014358557,0.0571189060723065,0.1
"ours_rs_joint","sigma","time_scaled",65,0.197413494038133,0.145414563783136,0.08
"ours_rs_joint","theta","intercept",65,0.711339984068421,0.0445487081038692,0.7
"ours_rs_joint","theta","time_scaled",65,0.308338424607232,0.0991461190862724,0.2
"gamlss","mu","intercept",66,1.70816876924263,0.0568079473986481,1.1
"gamlss","mu","x1",66,0.17783394822096,0.0229613084152243,0.18
"gamlss","mu","x2",66,-0.135054884871358,0.0442070862385534,-0.12
"gamlss","mu","time_scaled",66,0.0738452409410338,0.0582082904843147,0.1
"gamlss","sigma","intercept",66,-0.648699649969855,0.120783892767551,-0.45
"gamlss","sigma","x1",66,0.0768524218501986,0.0563678448187392,0.1
"gamlss","sigma","time_scaled",66,0.185690509121896,0.144567820481855,0.08
"ours_rs_joint","mu","intercept",66,1.11392034741146,0.0548197201187455,1.1
"ours_rs_joint","mu","x1",66,0.172827832360656,0.0340696806572548,0.18
"ours_rs_joint","mu","x2",66,-0.136746882957253,0.0645024236539427,-0.12
"ours_rs_joint","mu","time_scaled",66,0.0684120012583896,0.0532098440060488,0.1
"ours_rs_joint","sigma","intercept",66,-0.52952634060878,0.100935420079011,-0.45
"ours_rs_joint","sigma","x1",66,0.0762570848683358,0.0582458052273972,0.1
"ours_rs_joint","sigma","time_scaled",66,0.128993006492613,0.141319688398392,0.08
"ours_rs_joint","theta","intercept",66,0.694528385344092,0.0455866747932096,0.7
"ours_rs_joint","theta","time_scaled",66,0.369361640077542,0.0980032699038225,0.2
"gamlss","mu","intercept",67,1.5932057072724,0.0550861408238526,1.1
"gamlss","mu","x1",67,0.117614008049978,0.0211574922061187,0.18
"gamlss","mu","x2",67,-0.06416489567329,0.0415454840861996,-0.12
"gamlss","mu","time_scaled",67,0.125942714008102,0.0558865309411644,0.1
"gamlss","sigma","intercept",67,-0.519394222107254,0.119948288090809,-0.45
"gamlss","sigma","x1",67,0.111779308461871,0.053820464662148,0.1
"gamlss","sigma","time_scaled",67,-0.0889939575142092,0.146349386984158,0.08
"ours_rs_joint","mu","intercept",67,1.11372722586187,0.0511664455720034,1.1
