"scenario","n","d","rep","model","parameter","s1","smooth_hat","smooth_true"
"n500_d4_nbi_signal2",500,4,1,"gamlss","mu",0.99,0.0251425591618239,-0.0345347857411223
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.01,0.137920568475226,0.443659528619529
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0198989898989899,0.160381864367822,0.416771072339557
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0297979797979798,0.180520438436048,0.390431360065299
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0396969696969697,0.197578478299647,0.364640391796755
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0495959595959596,0.210799373423459,0.339398167533925
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0594949494949495,0.219696130305059,0.314704687276809
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0693939393939394,0.224339947430267,0.290559951025406
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0792929292929293,0.224869844153205,0.266963958779716
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0891919191919192,0.221425054958215,0.243916710539741
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.0990909090909091,0.214145190736375,0.221418206305479
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.108989898989899,0.203471128259962,0.199468446076931
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.118888888888889,0.190640410013387,0.178067429854097
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.128787878787879,0.177022062952361,0.157215157636976
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.138686868686869,0.163984950737939,0.136911629425569
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.148585858585859,0.152899933417306,0.117156845219876
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.158484848484848,0.144770707123706,0.097950805019896
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.168383838383838,0.139373851709035,0.07929350882563
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.178282828282828,0.13621052271221,0.0611849566370779
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.188181818181818,0.134783916644828,0.0436251484542394
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.198080808080808,0.134597658614306,0.0266140842771146
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.207979797979798,0.135108591717387,0.0101517641057035
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.217878787878788,0.135572399657379,-0.0057618120599939
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.227777777777778,0.135185589135646,-0.0211266442199775
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.237676767676768,0.133145083999992,-0.0359427323742476
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.247575757575758,0.128647811953639,-0.0502100765228038
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.257474747474747,0.120958864047763,-0.0639286766656463
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.267373737373737,0.109748015714998,-0.0770985328027752
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.277272727272727,0.0948337464615706,-0.0897196449341904
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.287171717171717,0.0760347687441116,-0.101792013059892
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.297070707070707,0.0531697930016855,-0.11331563717988
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.306969696969697,0.0261556632254774,-0.124290517294154
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.316868686868687,-0.00431709691767618,-0.134716653402714
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.326767676767677,-0.0371912671570991,-0.144594045505561
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.336666666666667,-0.0714074251312031,-0.153922693602694
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.346565656565657,-0.105906147740329,-0.162702597694113
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.356464646464646,-0.13966193098297,-0.170933757779818
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.366363636363636,-0.172023189377777,-0.17861617385981
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.376262626262626,-0.202558160775749,-0.185749845934088
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.386161616161616,-0.230841352968474,-0.192334774002653
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.396060606060606,-0.256446687185981,-0.198370958065504
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.405959595959596,-0.278967152499271,-0.203858398122641
"n500_d4_nbi_signal2",500,4,1,"gamlss","sigma",0.415858585858586,-0.298289476383158,-0.208797094174064
