"source","base_seed","n_replicates","n_scenarios","n_subjects","n_time","max_elapsed_sec","total_fits","successful_fits","failed_fits","generated_on"
"checkpointed public BCPE/t missingness simulation",20260513,20,12,500,4,180,480,390,90,"2026-08-27"
